response_text,count,audio_s3_uri,response_hash,locale,audio_http_url
"현재 조건은 7%이며, 지급은 익일 오후로 안내드립니다.",15,s3://tts-bucket-250810/chatbot-bank/f4cc5007c631632b4b67ffa40c180e88c3b4af111c69a8892278fd2e710b6cc3.wav,f4cc5007c631632b4b67ffa40c180e88c3b4af111c69a8892278fd2e710b6cc3,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/f4cc5007c631632b4b67ffa40c180e88c3b4af111c69a8892278fd2e710b6cc3.wav
"저희는 비교견적부터 가입까지 한 번에 도와드리며, 가입 후에는 AI ARS 1668-4007로 고객님을 보험사에 직접 연결해드립니다.",13,s3://tts-bucket-250810/chatbot-bank/74f1b8e44cd690df4e3af9e53caf03ccace453ace6c287dd5575e3aff68020d0.wav,74f1b8e44cd690df4e3af9e53caf03ccace453ace6c287dd5575e3aff68020d0,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/74f1b8e44cd690df4e3af9e53caf03ccace453ace6c287dd5575e3aff68020d0.wav
"네, 지금 바쁘시군요. 언제 다시 연락드리면 좋을까요?",13,s3://tts-bucket-250810/chatbot-bank/59ca109dfe8fe2308f7384a184bd9cfe3b31902481a3d6dd806207fb34f14caf.wav,59ca109dfe8fe2308f7384a184bd9cfe3b31902481a3d6dd806207fb34f14caf,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/59ca109dfe8fe2308f7384a184bd9cfe3b31902481a3d6dd806207fb34f14caf.wav
"수수료 7%, 익일 오후 지급입니다. 등록하신 계좌로 이체해 드립니다.",12,s3://tts-bucket-250810/chatbot-bank/f27e022a6f01922b72eb0de8cd97f00ab27a2b268b5b2bd25197bcf7fb79aef9.wav,f27e022a6f01922b72eb0de8cd97f00ab27a2b268b5b2bd25197bcf7fb79aef9,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/f27e022a6f01922b72eb0de8cd97f00ab27a2b268b5b2bd25197bcf7fb79aef9.wav
"네, 수수료는 건당 7%입니다. 정산은 보통 익일 오후에 입금됩니다.",12,s3://tts-bucket-250810/chatbot-bank/e0e483a6b28dd46074a9f336be96104448fc9697170f1094fb061230421a00bd.wav,e0e483a6b28dd46074a9f336be96104448fc9697170f1094fb061230421a00bd,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/e0e483a6b28dd46074a9f336be96104448fc9697170f1094fb061230421a00bd.wav
알겠습니다. 자료와 담당자 연락처를 카톡으로 전달드리겠습니다.,12,s3://tts-bucket-250810/chatbot-bank/6acd7511cea8b3a81ca0c3837a9872550f04ba98a84a769029c313f8d36fc1f3.wav,6acd7511cea8b3a81ca0c3837a9872550f04ba98a84a769029c313f8d36fc1f3,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/6acd7511cea8b3a81ca0c3837a9872550f04ba98a84a769029c313f8d36fc1f3.wav
정확한 안내를 위해 궁금하신 점을 조금만 더 구체적으로 알려주실 수 있을까요?,12,s3://tts-bucket-250810/chatbot-bank/fab80e8a19de827d61cfd35a34e7e174d254d3d57ef6de5276df83e33a1d4814.wav,fab80e8a19de827d61cfd35a34e7e174d254d3d57ef6de5276df83e33a1d4814,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/fab80e8a19de827d61cfd35a34e7e174d254d3d57ef6de5276df83e33a1d4814.wav
"차집사 다이렉트는 40년 전통의 인슈넷 FC 자회사로, 정식 등록된 보험 비교 서비스입니다.",10,s3://tts-bucket-250810/chatbot-bank/b84628ecccd928028e49407eed7bff150be7ef5e23348cf15ea1e65364a9c23a.wav,b84628ecccd928028e49407eed7bff150be7ef5e23348cf15ea1e65364a9c23a,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/b84628ecccd928028e49407eed7bff150be7ef5e23348cf15ea1e65364a9c23a.wav
죄송합니다. 제가 정확히 이해하지 못했어요. 한 번만 더 말씀해 주시겠어요?,10,s3://tts-bucket-250810/chatbot-bank/ac12f8c395d9854d96c6b132e5be908bd49441677cd8903f5ebf48e4d8126861.wav,ac12f8c395d9854d96c6b132e5be908bd49441677cd8903f5ebf48e4d8126861,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/ac12f8c395d9854d96c6b132e5be908bd49441677cd8903f5ebf48e4d8126861.wav
"네, 명함과 자세한 자료를 지금 문자로 보내드리겠습니다. 검토 후 연락 주세요.",10,s3://tts-bucket-250810/chatbot-bank/0b036405482281226d3592df16bbd2775dd08a69647d86406f499c43fdedb8f2.wav,0b036405482281226d3592df16bbd2775dd08a69647d86406f499c43fdedb8f2,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/0b036405482281226d3592df16bbd2775dd08a69647d86406f499c43fdedb8f2.wav
혹시 담당자와 직접 통화하시겠어요? 더 자세히 안내드릴 수 있습니다.,10,s3://tts-bucket-250810/chatbot-bank/84a8c4d4fd50fb596ac6757be5515c68bbe1d44e8e96186722fbbb90d42f662e.wav,84a8c4d4fd50fb596ac6757be5515c68bbe1d44e8e96186722fbbb90d42f662e,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/84a8c4d4fd50fb596ac6757be5515c68bbe1d44e8e96186722fbbb90d42f662e.wav
전담 상담원이 배정되어 청약까지 끝까지 도와드립니다. 필요한 서류는 문자로 안내드립니다.,9,s3://tts-bucket-250810/chatbot-bank/d6d4d2c9faeb1a1a7510d10a7c85817aaec8a724479931309d513eace77b0dcc.wav,d6d4d2c9faeb1a1a7510d10a7c85817aaec8a724479931309d513eace77b0dcc,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/d6d4d2c9faeb1a1a7510d10a7c85817aaec8a724479931309d513eace77b0dcc.wav
견적은 보통 10분 내에 안내드리며 기존 보험과의 비교도 가능합니다.,9,s3://tts-bucket-250810/chatbot-bank/1621dc488311385c2236cc4714091ef19ed18c223635c76383d6e91677c1cb05.wav,1621dc488311385c2236cc4714091ef19ed18c223635c76383d6e91677c1cb05,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/1621dc488311385c2236cc4714091ef19ed18c223635c76383d6e91677c1cb05.wav
알겠습니다. 명함만 문자로 남겨드릴게요. 필요하실 때 연락 주세요.,8,s3://tts-bucket-250810/chatbot-bank/2e03c2cd1a8f61429445e1662f2b68589e36611c546437af4441b0e982e6d691.wav,2e03c2cd1a8f61429445e1662f2b68589e36611c546437af4441b0e982e6d691,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/2e03c2cd1a8f61429445e1662f2b68589e36611c546437af4441b0e982e6d691.wav
"네, 바쁘실 텐데 방해 드려 죄송합니다. 명함만 남겨둘게요.",8,s3://tts-bucket-250810/chatbot-bank/3012d7b7cb756b3dca436cf121294637fc598b205e47987c39dfa304c603507c.wav,3012d7b7cb756b3dca436cf121294637fc598b205e47987c39dfa304c603507c,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/3012d7b7cb756b3dca436cf121294637fc598b205e47987c39dfa304c603507c.wav
"어떤 부분이 가장 궁금하신가요? 수수료, 절차, 서비스 중에서 알려드릴까요?",8,s3://tts-bucket-250810/chatbot-bank/b6e41447db452ce9dbdc3d1713a2b3bbea80896e9cabf12fbb8b7d97318b5365.wav,b6e41447db452ce9dbdc3d1713a2b3bbea80896e9cabf12fbb8b7d97318b5365,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/b6e41447db452ce9dbdc3d1713a2b3bbea80896e9cabf12fbb8b7d97318b5365.wav
감사합니다! 좋은 하루 되세요.,8,s3://tts-bucket-250810/chatbot-bank/0aaad186a3ac8bbbab9fc3af88880d1b49c1b09a29ffc8b23154cff8654f55d6.wav,0aaad186a3ac8bbbab9fc3af88880d1b49c1b09a29ffc8b23154cff8654f55d6,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/0aaad186a3ac8bbbab9fc3af88880d1b49c1b09a29ffc8b23154cff8654f55d6.wav
"네, 감사합니다. 필요하시면 언제든 연락 주세요. 좋은 하루 보내세요!",7,s3://tts-bucket-250810/chatbot-bank/36296887c5278cd58c2048e7439966443b6c6a8199d5d947a5fd3730e5df34ef.wav,36296887c5278cd58c2048e7439966443b6c6a8199d5d947a5fd3730e5df34ef,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/36296887c5278cd58c2048e7439966443b6c6a8199d5d947a5fd3730e5df34ef.wav
"고객님께 별도 연락이 가지 않도록 AI로 처리하며, 필요시 보험사와 직접 연결해드립니다.",7,s3://tts-bucket-250810/chatbot-bank/1d9bbe0c24bdff2eb28e7bdb74263dab0e7bddb20ccf7773a217af4b4348ccb3.wav,1d9bbe0c24bdff2eb28e7bdb74263dab0e7bddb20ccf7773a217af4b4348ccb3,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/1d9bbe0c24bdff2eb28e7bdb74263dab0e7bddb20ccf7773a217af4b4348ccb3.wav
알겠습니다. 편하신 시간에 다시 연락드려도 될까요?,7,s3://tts-bucket-250810/chatbot-bank/610a49ed84fd4c7aa45fc5d8989c4d9d9e86afdb5ffece3e9eb8d40b0909bb0b.wav,610a49ed84fd4c7aa45fc5d8989c4d9d9e86afdb5ffece3e9eb8d40b0909bb0b,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/610a49ed84fd4c7aa45fc5d8989c4d9d9e86afdb5ffece3e9eb8d40b0909bb0b.wav
감사합니다. 담당자 연결해서 빠르게 안내드리겠습니다.,7,s3://tts-bucket-250810/chatbot-bank/ab358a6a70b8798ceaa19de67711731968e70087748899344234d26c37432ef9.wav,ab358a6a70b8798ceaa19de67711731968e70087748899344234d26c37432ef9,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/ab358a6a70b8798ceaa19de67711731968e70087748899344234d26c37432ef9.wav
좋습니다! 비교 견적 바로 진행하고 결과를 문자로 보내드리겠습니다.,5,s3://tts-bucket-250810/chatbot-bank/70d07e5e6bd6b438ef64056b5e5bc2271b6d65a16c12a382304b09b471a91a15.wav,70d07e5e6bd6b438ef64056b5e5bc2271b6d65a16c12a382304b09b471a91a15,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/70d07e5e6bd6b438ef64056b5e5bc2271b6d65a16c12a382304b09b471a91a15.wav
"네, 이해했습니다. 좋은 하루 되세요.",5,s3://tts-bucket-250810/chatbot-bank/db8301762af3496aa713ad1118131fa24bf82f756c08fef2b7153772737dce7c.wav,db8301762af3496aa713ad1118131fa24bf82f756c08fef2b7153772737dce7c,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/chatbot-bank/db8301762af3496aa713ad1118131fa24bf82f756c08fef2b7153772737dce7c.wav
"""저희는 최대 7%의 수수료를 지급하며, 체결율이 95% 이상으로 높은 편입니다. 많은 딜러님들이 함께 하고 계신 점이 차별점입니다. 추가로, 삼성과 제휴되어 있어 더 많은 혜택을 제공합니다""",2,s3://tts-bucket-250810/ko-KR/e7dbd720a6fbeb6d.wav,e7dbd720a6fbeb6d,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/e7dbd720a6fbeb6d.wav
"""저희는 최대 7%의 수수료를 제공하고 있습니다. 다른 조건은 현재로서는 없지만, 많은 분들이 함께하고 계셔서 체결율도 95% 이상입니다. 관심 있으시면 언제든지 문의 주세요""",2,s3://tts-bucket-250810/ko-KR/108906ceb5af7f19.wav,108906ceb5af7f19,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/108906ceb5af7f19.wav
"""저희는 자동차보험 비교견적 서비스 제공업체로, 허가증이나 등록 정보는 보유하고 있지 않습니다. 대신, 실질적인 보험 견적을 통해 고객님께 도움을 드릴 수 있습니다. 필요하시면 언제든지 문의 주세요""",2,s3://tts-bucket-250810/ko-KR/a2afe0ef783d1c8c.wav,a2afe0ef783d1c8c,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/a2afe0ef783d1c8c.wav
"""저희는 자동차를 구매하시는 고객님들을 위해 보험을 연결해드리고, 그에 따른 광고비를 지급하는 제도입니다. 고객님이 소개해주시면 혜택을 드리는 내용이에요""",2,s3://tts-bucket-250810/ko-KR/d112c4b56fb8d123.wav,d112c4b56fb8d123,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/d112c4b56fb8d123.wav
"""저희는 보험사 연도대상자 출신으로 팀을 재구성하여 고객님께 더 나은 서비스를 제공하고, 합리적인 수수료로 혜택을 드리기 위해 이런 조건을 마련했습니다""",2,s3://tts-bucket-250810/ko-KR/b2bd16ab00e0b480.wav,b2bd16ab00e0b480,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/b2bd16ab00e0b480.wav
"""저희는 보험사 연도대상자 출신들로 팀을 재구성하여, 고객님께 더 나은 서비스를 제공하고자 합니다. 그래서 경쟁력 있는 **수수료 7%**와 높은 체결율 95% 이상으로 진행하고 있습니다.""",2,s3://tts-bucket-250810/ko-KR/ca767e7bf0e65bb1.wav,ca767e7bf0e65bb1,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/ca767e7bf0e65bb1.wav
"""저희는 고객에게 다이렉트 보험료를 제공하며, 이를 통해 딜러님께 소개료로 7%를 지급하는 구조입니다. 고객이 직접 가입하는 만큼 비용 절감이 가능해 제휴 조건으로 설정하였습니다. 더 궁금하신 점 있으신가요""",2,s3://tts-bucket-250810/ko-KR/21cb483e057f5b72.wav,21cb483e057f5b72,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/21cb483e057f5b72.wav
"""저희는 고객님들께 더 나은 보험료를 제공하기 위해 직접 비교 견적을 통해 수수료를 높게 설정하고 있습니다. 또한, 많은 분들이 함께 하고 계셔서 체결율도 95% 이상입니다!""",2,s3://tts-bucket-250810/ko-KR/98f2f3ec6069cb30.wav,98f2f3ec6069cb30,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/98f2f3ec6069cb30.wav
"""저희가 보험사 연도대상자 출신들로 팀을 재구성해서 더 좋은 서비스를 제공하고 있습니다. 그래서 수수료를 7%로 설정하고, 체결율도 95% 이상으로 높여 많은 분들이 믿고 함께 하고 계십니다""",2,s3://tts-bucket-250810/ko-KR/af8bbe4e869e0db4.wav,af8bbe4e869e0db4,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/af8bbe4e869e0db4.wav
"""저희 차집사는 여러 보험사를 비교하여 **가장 저렴한 가격**으로 제공해드리고, 고객님이 소개해주신 분께는 **최대 7%의 수수료**를 다음날 바로 지급해드립니다. 다른 곳과는 차별화된 **빠른 지급**과 **다양한 제휴**가 있습니다""",2,s3://tts-bucket-250810/ko-KR/6e3d4bb41a1bc7e7.wav,6e3d4bb41a1bc7e7,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/6e3d4bb41a1bc7e7.wav
"""안녕하세요, 저는 자동차보험 다이렉트 비교견적 회사 **차집사**의 상담원입니다. 고객님들에게 자동차보험을 소개해 주시면 광고비를 지급하는 내용을 안내드리려고 연락드렸습니다""",2,s3://tts-bucket-250810/ko-KR/9973f00391e8686e.wav,9973f00391e8686e,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/9973f00391e8686e.wav
"""조건은 고객을 소개해 주시면 **수수료는 최대 7%** 지급해드리며, 체결율은 95% 이상입니다. 고객이 다이렉트로 가입하시면 다음날 바로 지급해드립니다""",2,s3://tts-bucket-250810/ko-KR/a8af60bd926a089f.wav,a8af60bd926a089f,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/a8af60bd926a089f.wav
"""죄송합니다! 차집사는 자동차보험 비교견적 서비스를 제공하고, 고객님들 소개 시 광고비를 지급합니다. 관심 있으시면 자세히 안내해드릴 수 있습니다""",2,s3://tts-bucket-250810/ko-KR/571374de3ead83cd.wav,571374de3ead83cd,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/571374de3ead83cd.wav
"""죄송하지만, 현재는 허가증이나 등록 정보에 대한 조회가 불가능합니다. 다만, 필요하신 사항이 있으시면 언제든지 문의해 주세요""",2,s3://tts-bucket-250810/ko-KR/79c7ab325f8d536a.wav,79c7ab325f8d536a,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/79c7ab325f8d536a.wav
"""죄송하지만, 허가증이나 등록 정보는 저희가 직접 제공할 수 없습니다. 하지만 궁금하신 부분이 있다면 다른 문의사항으로 도와드리겠습니다""",2,s3://tts-bucket-250810/ko-KR/ddae1514fb4ef277.wav,ddae1514fb4ef277,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/ddae1514fb4ef277.wav
"""죄송하지만, 허가증이나 등록 정보는 저희가 직접 제공할 수 없습니다. 대신 더 궁금하신 점이나 필요하신 정보가 있다면 말씀해 주세요""",2,s3://tts-bucket-250810/ko-KR/fba4ec9bba63c578.wav,fba4ec9bba63c578,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/fba4ec9bba63c578.wav
"""죄송하지만, 허가증이나 등록 정보는 공유할 수 없습니다. 대신 저희의 서비스나 혜택에 대한 궁금한 점은 언제든지 문의해 주세요""",2,s3://tts-bucket-250810/ko-KR/04e374d4ad266f8c.wav,04e374d4ad266f8c,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/04e374d4ad266f8c.wav
"""안녕하세요, 저는 인슈넷 에프씨 자회사 차집사 다이렉트 상담원입니다""",2,s3://tts-bucket-250810/ko-KR/04ce05f7a8490624.wav,04ce05f7a8490624,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/04ce05f7a8490624.wav
"""죄송하지만, 허가증은 직접 보여드릴 수 없습니다. 저희 차집사는 정식 등록된 회사로, 고객님께 신뢰를 드리기 위해 노력하고 있습니다. 더 궁금하신 점 있으면 말씀해 주세요""",2,s3://tts-bucket-250810/ko-KR/6de0390b01ca7d50.wav,6de0390b01ca7d50,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/6de0390b01ca7d50.wav
"""죄송하지만, 허가증은 직접 보여드릴 수 없습니다. 대신 저희 서비스에 대한 설명과 혜택을 안내해드릴 수 있습니다. 필요하신 정보가 있으시면 말씀해 주세요""",2,s3://tts-bucket-250810/ko-KR/70b5dd96112340cb.wav,70b5dd96112340cb,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/70b5dd96112340cb.wav
"""죄송하지만, 허가증 관련 정보는 제공해드릴 수 없습니다. 대신 자동차보험 관련하여 궁금한 점이 있으시면 도와드리겠습니다""",2,s3://tts-bucket-250810/ko-KR/6d496321f7be19e4.wav,6d496321f7be19e4,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/6d496321f7be19e4.wav
"""죄송하지만, 저희는 허가증이나 등록 정보를 직접 보여드릴 수는 없습니다. 대신, 자세한 정보나 궁금한 사항이 있으시면 언제든지 문의해 주세요""",2,s3://tts-bucket-250810/ko-KR/3528ed430f9e8521.wav,3528ed430f9e8521,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/3528ed430f9e8521.wav
"""좋습니다! 비교견적 요청해주시면 cu 상품권도 지급해드리고, 최저가로 보험 견적을 받아보실 수 있습니다. 어떤 차량인지 알려주시면 바로 진행해드릴게요!""",2,s3://tts-bucket-250810/ko-KR/8fca78dbe9ade810.wav,8fca78dbe9ade810,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/8fca78dbe9ade810.wav
"""죄송하지만 직접 명함을 드리긴 어렵고, 연락처는 1:1 채팅으로 보내드리겠습니다. 추가로 궁금한 점이 있으시면 언제든지 문의해주세요""",2,s3://tts-bucket-250810/ko-KR/60b7ed03102dcffe.wav,60b7ed03102dcffe,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/60b7ed03102dcffe.wav
"""죄송하지만 전화번호나 개인 연락처는 제공해드릴 수 없습니다. 대신, 의뢰를 주시면 전문 상담원이 연락드릴 예정입니다. 많은 관심 부탁드립니다""",2,s3://tts-bucket-250810/ko-KR/6ed9296128714d66.wav,6ed9296128714d66,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/6ed9296128714d66.wav
"""죄송하지만 네, 감사합니다""",2,s3://tts-bucket-250810/ko-KR/7d65201b1eb64d57.wav,7d65201b1eb64d57,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/7d65201b1eb64d57.wav
"""죄송하지만 개인 연락처는 제공이 어렵습니다. 대신, 저희 차집사에 견적 문의 주시면 언제든지 빠르게 도와드리겠습니다""",2,s3://tts-bucket-250810/ko-KR/a3966d813021bcfc.wav,a3966d813021bcfc,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/a3966d813021bcfc.wav
"""좋으세요? 그럼 구체적인 혜택과 절차를 안내해드릴게요. 고객님이 자동차를 판매할 때 저희에게 고객을 소개해 주시면, 최대 **7%의 광고비**를 다음날 바로 지급해드립니다. 어떻게 진행할까요""",2,s3://tts-bucket-250810/ko-KR/05aa8e2cf6c8907e.wav,05aa8e2cf6c8907e,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/05aa8e2cf6c8907e.wav
"""저희 차집사는 다이렉트 보험으로 최저가를 제공하며, 고객님 소개 시 **최대 7%의 광고비**를 지원합니다. 또한, 다양한 제휴사와 협력해 더 많은 혜택을 드리고 있습니다""",2,s3://tts-bucket-250810/ko-KR/17441e3043fa6b70.wav,17441e3043fa6b70,ko-KR,https://tts-bucket-250810.s3.ap-northeast-2.amazonaws.com/ko-KR/17441e3043fa6b70.wav
