"utterance_hash","locale","alias_of","approval_type","approved_by","audio_s3_uri","cached_text","chatbot_response","contact_id","created_at","inbox_id","key_type","legacy_hash","migrated_at","migrated_from","normalized_at","normalized_utterance","notes","num_hits","original_utterance","response_hash","status","tts_text","updated_at"
"54374fe162a1ffadfc7c26b890943f3b89dd98027f0c6427e0a23fd0a5bd2633","ko-KR","6be669948ca087da","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/54374fe162a1ffadfc7c26b890943f3b89dd98027f0c6427e0a23fd0a5bd2633.wav","""네, 저희 홈페이지 주소는 **www.chajipsa.com** 입니다. 확인해 보시고 궁금한 점 있으면 언제든지 연락 주세요!""","""네, 저희 홈페이지 주소는 **www.chajipsa.com** 입니다. 확인해 보시고 궁금한 점 있으면 언제든지 연락 주세요""","","1758868777","","response","","","","","","","","","","approved","""네, 저희 홈페이지 주소는 **www.chajipsa.com** 입니다. 확인해 보시고 궁금한 점 있으면 언제든지 연락 주세요!""","1759192987"
"c721dd5747e37a17","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/ded99b8bc867f807.wav","앞으로 딜러님 담당은 제가 할 거라 인사차 연락드렸습니다. 필요하신 경우 언제든지 연락주세요!","앞으로 딜러님 담당은 제가 할 거라 인사차 연락드렸습니다. 필요하신 경우 언제든지 연락주세요","test-433","1758862196","e1aaeaf9d27f486cad4e0d70f0773ab3","","","","","","","batch approval - user hash cache","0","지금은 앞으로 누가 담당하나요?","ded99b8bc867f807","approved","","1759194328"
"daea9fcfb3457fb8","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/1e1d48b1057a0bac.wav","""네, 바로 가입이 가능합니다. 가입하신 고객님의 보험사로도 직접 연결해드립니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요!""","""네, 바로 가입이 가능합니다. 가입하신 고객님의 보험사로도 직접 연결해드립니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""","test-345","1758860736","4e3cc225bda549ef85924c7ec311db4b","","","","","","","batch approval - user hash cache","0","혹시 바로 가입이 되나요?","1e1d48b1057a0bac","approved","","1759194328"
"a96e517afefd2178","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/286eff2cf77551a4.wav","""아, 알겠습니다! 간단한 내용 문자로 보내드릴게요. 필요한 경우 연락주시면 됩니다. 감사합니다!""","""아, 알겠습니다! 간단한 내용 문자로 보내드릴게요. 필요한 경우 연락주시면 됩니다. 감사합니다""","test-1478","1758867381","05f90b4c7370484ca61d9cf5a5eb4e98","","","","","","","batch approval - user hash cache","0","잠깐만 전화 받기 싫어요.","286eff2cf77551a4","approved","","1759194692"
"9de6e6dfaf96f69336cda96ba61303f1e412761f52711a84a8bf9b2fe6349446","ko-KR","c2f0e1f8bc01e223","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/9de6e6dfaf96f69336cda96ba61303f1e412761f52711a84a8bf9b2fe6349446.wav","""네, 사고가 많아도 오프라인으로 가입이 가능하십니다. 이 경우 **10% 수수료**를 지급해드려요. 추가 문의사항 있으시면 언제든지 말씀해 주세요!""","""네, 사고가 많아도 오프라인으로 가입이 가능하십니다. 이 경우 **10% 수수료**를 지급해드려요. 추가 문의사항 있으시면 언제든지 말씀해 주세요""","","1758859309","","response","","","","","","","","","","approved","""네, 사고가 많아도 오프라인으로 가입이 가능하십니다. 이 경우 **10 퍼센트 수수료**를 지급해드려요. 추가 문의사항 있으시면 언제든지 말씀해 주세요!""","1759193001"
"f89cf29115052965","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/5944c883bce23743.wav","""네, 고객님들께서 저희 차집사 서비스를 통해 만족스러운 보험료 절감을 경험하셨다는 후기가 많습니다. 고객님들께서 쉽게 비교하고 선택할 수 있어서 좋았다고 말씀하십니다. 추가적인 후기나 궁금한 점이 있으시면 문자로 보내드릴게요!""","""네, 고객님들께서 저희 차집사 서비스를 통해 만족스러운 보험료 절감을 경험하셨다는 후기가 많습니다. 고객님들께서 쉽게 비교하고 선택할 수 있어서 좋았다고 말씀하십니다. 추가적인 후기나 궁금한 점이 있으시면 문자로 보내드릴게요""","test-1323","1758859112","9b7dbf97c3fd4b2a967288b2ec1ca9fb","","","","","","","batch approval - user hash cache","0","어 다른 고객 후기 있나요?","5944c883bce23743","approved","","1759194329"
"44e0e60912f86478","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/579611750fd46794.wav","안녕하세요~ 저는 차집사 상담원입니다. 차은하 팀장은 아닙니다. 제가 자동차보험 광고 제안 드리려고 연락드렸어요. 잠깐 말씀드려도 될까요?","안녕하세요~ 저는 차집사 상담원입니다. 차은하 팀장은 아닙니다. 제가 자동차보험 광고 제안 드리려고 연락드렸어요. 잠깐 말씀드려도 될까요","test-625","1758868510","6fff4886ac07415bbfa4d50672976ee7","","","","","","","batch approval - user hash cache","0","어 차은하 팀장이세요? 안녕하세요.","579611750fd46794","approved","","1759194329"
"705dd579def48332","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/fa81a63278187fa6.wav","""네, 고객님들께서 차집사 서비스를 통해 **저렴한 보험료**와 **신속한 지원**에 만족하셨다는 후기가 많습니다. 특히, **광고비 지급**에 대해 긍정적인 반응이 많습니다. 더 궁금한 점 있으시면 말씀해 주세요!""","""네, 고객님들께서 차집사 서비스를 통해 **저렴한 보험료**와 **신속한 지원**에 만족하셨다는 후기가 많습니다. 특히, **광고비 지급**에 대해 긍정적인 반응이 많습니다. 더 궁금한 점 있으시면 말씀해 주세요""","test-1318","1758856439","e98cbff978634e4cb9d065100c3e21ab","","","","","","","batch approval - user hash cache","0","아 다른 고객 후기 있나요?","fa81a63278187fa6","approved","","1759194329"
"c043e3db818604cb","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/a6b1a139c8d08601.wav","""죄송합니다, 간단히 말씀드리겠습니다. \n다이렉트 자동차보험 연결해주시면 최대 7%의 수수료를 지급해드립니다. \n자세한 내용은 문자로 보내드릴게요. 감사합니다!""","""죄송합니다, 간단히 말씀드리겠습니다. 다이렉트 자동차보험 연결해주시면 최대 7%의 수수료를 지급해드립니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""","test-634","1758865253","5b40b377797340d889da7e4edb9eb088","","","","","","","batch approval - user hash cache","0","실례지만 지금 시간이 안 돼요.","a6b1a139c8d08601","approved","","1759194709"
"84ac32ba9a790f27","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/d12612c510d47739.wav","""고객님, 언제든지 편하실 때 연락 주시면 됩니다. 제가 바로 상담원 연결해드릴게요!""","""고객님, 언제든지 편하실 때 연락 주시면 됩니다. 제가 바로 상담원 연결해드릴게요""","test-1257","1758870321","a1619052e9694d47bbe38273086545cd","","","","","","","batch approval - user hash cache","0","실례지만 언제 연락 주시면 돼요?","d12612c510d47739","approved","","1759194329"
"7f41f502659deb1fbab41768715414637398fb921bea19211885bd56528841dd","ko-KR","8a147e67b13c8d03","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/7f41f502659deb1fbab41768715414637398fb921bea19211885bd56528841dd.wav","""네, 보장받을 수 있습니다. 고객님이 소개해주신 분이 보험에 가입하면 해당 금액에 따라 수수료를 지급해드립니다. 더 궁금한 점 있으시면 말씀해 주세요!""","""네, 보장받을 수 있습니다. 고객님이 소개해주신 분이 보험에 가입하면 해당 금액에 따라 수수료를 지급해드립니다. 더 궁금한 점 있으시면 말씀해 주세요""","","1758869193","","response","","","","","","","","","","approved","""네, 보장받을 수 있습니다. 고객님이 소개해주신 분이 보험에 가입하면 해당 금액에 따라 수수료를 지급해드립니다. 더 궁금한 점 있으시면 말씀해 주세요!""","1759193015"
"87a6d4c6ef001c6daed9344ab3a3e73174ec47f44b77cffc2e4f7d60c0c528a3","ko-KR","1b2b08fd537f031d","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/87a6d4c6ef001c6daed9344ab3a3e73174ec47f44b77cffc2e4f7d60c0c528a3.wav","성사 시에는 **익일 지급**해드리고 있습니다. 빠르게 확인하실 수 있어요!","성사 시에는 **익일 지급**해드리고 있습니다. 빠르게 확인하실 수 있어요","","1758871314","","response","","","","","","","","","","approved","성사 시에는 **익일 지급**해드리고 있습니다. 빠르게 확인하실 수 있어요!","1759193022"
"85283455620bf9b3d69322fd4b08f086e3afe3e17f3d6d0a61f4a2ca6aea6212","ko-KR","b715ff70c8097aaa","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/85283455620bf9b3d69322fd4b08f086e3afe3e17f3d6d0a61f4a2ca6aea6212.wav","""네, 알겠습니다! 간단한 홍보 문구와 제안 내용 문자로 보내드릴게요. 감사합니다!""","""네, 알겠습니다! 간단한 홍보 문구와 제안 내용 문자로 보내드릴게요. 감사합니다""","","1758871250","","response","","","","","","","","","","approved","""네, 알겠⁠습니다! 간단한 홍보 문구와 제안 내용 문자로 보내드릴게요. 감사합니다!""","1759193033"
"01e4fdb3ee47d213","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/be7f0f2ef54366a2.wav","""아, 그렇군요! 그래도 저희 차집사 상품이 필요하실 때 꼭 기억해 주세요. 문자로 상세 내용 보내드릴게요. 감사합니다!""","""아, 그렇군요! 그래도 저희 차집사 상품이 필요하실 때 꼭 기억해 주세요. 문자로 상세 내용 보내드릴게요. 감사합니다""","test-556","1758868262","d3abc6272081427f9d2ad825468b99f5","","","","","","","batch approval - user hash cache","0","아 이미 다른 데 가입했어요.","be7f0f2ef54366a2","approved","","1759194329"
"8ffdf3bababaa599","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/26a8b41cd378a463.wav","""감사합니다! 자동차보험을 판매할 때 고객을 소개해 주시면 광고비를 드리는데요, 최대 7%까지 지급해드립니다. 궁금하신 점 있으신가요?""","""감사합니다! 자동차보험을 판매할 때 고객을 소개해 주시면 광고비를 드리는데요, 최대 7%까지 지급해드립니다. 궁금하신 점 있으신가요""","test-587","1758868837","d35bccb3d10546e7a3316bc5742c60e5","","","","","","","batch approval - user hash cache","0","""잠깐만 네, 말씀하세요.""","26a8b41cd378a463","approved","","1759194330"
"14b85837d5c7c1e1","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/379feabf4db3a0ab.wav","죄송합니다. 제가 말씀드린 내용은 고객님이 자동차보험을 소개해주시면 수수료를 드리는 내용이었습니다. 문자로 자세한 내용을 보내드릴게요!","죄송합니다. 제가 말씀드린 내용은 고객님이 자동차보험을 소개해주시면 수수료를 드리는 내용이었습니다. 문자로 자세한 내용을 보내드릴게요","test-1355","1758860375","9ce21b1d8a2840c398d0be9c366a343f","","","","","","","batch approval - user hash cache","0","지금은 잘 못 들었는데요.","379feabf4db3a0ab","approved","","1759194330"
"25578d409fbb989f","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/fa55fccb3e209952.wav","""네, 저희 홈페이지 주소는 **차집사.com**입니다. 방문하셔서 자세한 정보를 확인해보세요!""","""네, 저희 홈페이지 주소는 **차집사.com**입니다. 방문하셔서 자세한 정보를 확인해보세요""","test-257","1758858139","8052d47a4a1b4787bf41b5818965400e","","","","","","","batch approval - user hash cache","0","실례지만 홈페이지 주소 알려주실 수 있나요","fa55fccb3e209952","approved","","1759194330"
"400602a93ab60871f28acbde692830ab1249749ea9d29778960d8eda123a9215","ko-KR","2d50ef0878fd0852","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/400602a93ab60871f28acbde692830ab1249749ea9d29778960d8eda123a9215.wav","아주 간단하게 1-2분 정도만 소요됩니다. 잠시 시간 괜찮으신가요?","아주 간단하게 1-2분 정도만 소요됩니다. 잠시 시간 괜찮으신가요","","1758871822","","response","","","","","","","","","","approved","아주 간단하게 1-2분 정도만 소요됩니다. 잠시 시간 괜찮으신가요?","1759193041"
"820bcb96ec15e5366cacfba442d75479932ea05f7a725a7808848530d5118d21","ko-KR","fa01090349838b9d","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/820bcb96ec15e5366cacfba442d75479932ea05f7a725a7808848530d5118d21.wav","""수수료는 익일 오후에 바로 지급해드리고 있으며, 증빙 발급 가능합니다. 추가적인 질문이 있으시면 언제든지 말씀해 주세요!""","""수수료는 익일 오후에 바로 지급해드리고 있으며, 증빙 발급 가능합니다. 추가적인 질문이 있으시면 언제든지 말씀해 주세요""","","1758860199","","response","","","","","","","","","","approved","""수수료는 익일 오후에 바로 지급해드리고 있으며, 증빙 발급 가능합니다. 추가적인 질문이 있으시면 언제든지 말씀해 주세요!""","1759193053"
"f778980476691eaf","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/6bb69c02ab3664ed.wav","""아니요, 온라인뿐만 아니라 오프라인으로도 가능합니다. 고객님이 원하시는 방법으로 진행하실 수 있습니다.""","""아니요, 온라인뿐만 아니라 오프라인으로도 가능합니다. 고객님이 원하시는 방법으로 진행하실 수 있습니다.""","test-087","1758768155","1bf5390b02d44f1c87b4aa2e543fd6bc","","f9a55d159836fffa","2025-09-25T03:27:29Z","f9a55d159836fffa:ko-KR","2025-09-25T03:36:28Z","","batch approval - user hash cache","0","온라인으로 해야 하나요","6bb69c02ab3664ed","approved","","1759194330"
"03a817d7575e98e3","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/03a817d7575e98e3.wav","지금은 생각해볼게요.","지금은 생각해볼게요","test-1185","1758859044","e0a85021f74749cf9c316967345b81fd","","","","","","","batch approval - user hash cache","0","지금은 생각해볼게요.","03a817d7575e98e3","approved","","1759194330"
"62a0e8820f4325216c94b05d29b3261885e7b5fd3863373a31361efa3020d0e4","ko-KR","07d44b37f86d44ee","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/62a0e8820f4325216c94b05d29b3261885e7b5fd3863373a31361efa3020d0e4.wav","""네, 맞습니다! 사고가 많아도 오프라인으로 가입이 가능하며, 최대 **10%의 수수료**를 지급해드립니다. 관심 있으시면 언제든지 문의해 주세요!""","""네, 맞습니다! 사고가 많아도 오프라인으로 가입이 가능하며, 최대 **10%의 수수료**를 지급해드립니다. 관심 있으시면 언제든지 문의해 주세요""","","1758869564","","response","","","","","","","","","","approved","""네, 맞습니다! 사고가 많아도 오프라인으로 가입이 가능하며, 최대 **10 퍼센트의 수수료**를 지급해드립니다. 관심 있으시면 언제든지 문의해 주세요!""","1759193068"
"f76b29b3e14557ee","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/2589e66025575d34.wav","""네, 고객님. 고객님이 소개해주신 고객이 저희 차집사에서 자동차보험 견적을 진행하면, 수수료를 지급해드리는 구조입니다. 소개 후에는 간단한 절차로 진행되며, 연락처만 주시면 제가 자세히 안내해드리겠습니다.""","""네, 고객님. 고객님이 소개해주신 고객이 저희 차집사에서 자동차보험 견적을 진행하면, 수수료를 지급해드리는 구조입니다. 소개 후에는 간단한 절차로 진행되며, 연락처만 주시면 제가 자세히 안내해드리겠습니다""","test-1087","1758863351","cfd872008b824887a39727fed275cf08","","","","","","","batch approval - user hash cache","0","잠깐만 어떻게 진행되나요?","2589e66025575d34","approved","","1759194729"
"ea7c9ed44576869eb3c9812abd5f840579a1162dc6762843b8856cb7ee81d422","ko-KR","ea7c9ed44576869e","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/ea7c9ed44576869eb3c9812abd5f840579a1162dc6762843b8856cb7ee81d422.wav","혹시 전화 그만 끊을게요.","혹시 전화 그만 끊을게요","","1758867471","","response","","","","","","","","","","approved","혹시 전화 그만 끊을게요.","1759193071"
"edf14b0e359c8b1f","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/982ce33fabb0690e.wav","기본적으로 고객 연결 후 1~2일 이내에 광고비 지급됩니다. 더 궁금하신 점 있으신가요?","기본적으로 고객 연결 후 1~2일 이내에 광고비 지급됩니다. 더 궁금하신 점 있으신가요","test-1107","1758856448","04e09717400140c5bed2afb15bf2a38b","","","","","","","batch approval - user hash cache","0","아 시간이 얼마나 걸려요?","982ce33fabb0690e","approved","","1759194331"
"d0df82148dbbad68","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/0089ff871d762146.wav","저희는 자동차 딜러님과의 관계를 통해 연락드렸습니다. 제 번호 저장해 두시면 견적 문의 시 빠르게 진행 도와드리겠습니다.","저희는 자동차 딜러님과의 관계를 통해 연락드렸습니다. 제 번호 저장해 두시면 견적 문의 시 빠르게 진행 도와드리겠습니다","test-1498","1758858818","8e075c24b00c4226868cc06cf89be969","","","","","","","batch approval - user hash cache","0","잠깐만 번호 어디서 구했어요?","0089ff871d762146","approved","","1759194746"
"539d1da3e60fcb2730d8d4f0f7f65e5a7624064523bffb8e2aea0312bfe9ce4b","ko-KR","2b462a48f430a84b","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/539d1da3e60fcb2730d8d4f0f7f65e5a7624064523bffb8e2aea0312bfe9ce4b.wav","""네, 비교해보시는 건 좋습니다! 😊 견적 의뢰만 주셔도 CU 모바일 상품권 5천원을 드리니, 언제든지 연락주세요! 감사합니다.""","""네, 비교해보시는 건 좋습니다! 😊 견적 의뢰만 주셔도 cu 모바일 상품권 5천원을 드리니, 언제든지 연락주세요! 감사합니다""","","1758857951","","response","","","","","","","","","","approved","""네, 비교해보시는 건 좋습니다! 😊 견적 의뢰만 주셔도 CU 모바일 상품권 5천원을 드리니, 언제든지 연락주세요! 감사합니다.""","1759193083"
"26eebfb96aa1f03c","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/84182f1eb7878e53.wav","""네, 자료를 이메일로 보내드릴 수 있습니다. 이메일 주소 말씀해 주시면 바로 전송해드리겠습니다.""","""네, 자료를 이메일로 보내드릴 수 있습니다. 이메일 주소 말씀해 주시면 바로 전송해드리겠습니다""","test-276","1758871423","41fe7017c3fb4170a93d9e179eb98482","","","","","","","batch approval - user hash cache","0","음 이메일로 자료 받을 수 있을까요","84182f1eb7878e53","approved","","1759194756"
"805276563908f53c1ac174b6ed0a5dd3f69a3c2e1bd865af0759e83d994cc110","ko-KR","805276563908f53c","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/805276563908f53c1ac174b6ed0a5dd3f69a3c2e1bd865af0759e83d994cc110.wav","음 수수료 지급 증명서 주나요?","음 수수료 지급 증명서 주나요","","1758857065","","response","","","","","","","","","","approved","음 수수료 지급 증명서 주나요?","1759193087"
"70952286fb313a9f","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/3845978f8936d949.wav","감사합니다! 자세한 내용은 문자로 보내드릴게요. 필요하시면 언제든지 연락주세요!","감사합니다! 자세한 내용은 문자로 보내드릴게요. 필요하시면 언제든지 연락주세요","test-1401","1758868281","e9ff66092aca43f1ac6eb0bf2c54798b","","","","","","","batch approval - user hash cache","0","음 알겠습니다.","3845978f8936d949","approved","","1759194765"
"3f37a053716e4ff41524413e57d34aa7c3ce2dceb29be7e5f05de14047db653d","ko-KR","2faa60125ea8bf18","","backfill_response_hash_rows","s3://tts-bucket-250810/ko-KR/3f37a053716e4ff41524413e57d34aa7c3ce2dceb29be7e5f05de14047db653d.wav","""네, 맞습니다. 차집사는 금융감독원에 등록된 업체입니다. 안정적으로 서비스를 제공하고 있습니다. 추가 질문 있으신가요?""","""네, 맞습니다. 차집사는 금융감독원에 등록된 업체입니다. 안정적으로 서비스를 제공하고 있습니다. 추가 질문 있으신가요""","","1758870237","","response","","","","","","","","","","approved","""네, 맞습니다. 차집사는 금융감독원에 등록된 업체입니다. 안정적으로 서비스를 제공하고 있습니다. 추가 질문 있으신가요?""","1759193099"
"ed3e5f79be078cf0","ko-KR","","chatbot_response","batch_approval_script","s3://tts-bucket-250810/ko-KR/2e28c36dd43aac4c.wav","""네, 현재 보험이 있어도 가입 가능합니다. 기존 고객님도 저희를 통해 추가 혜택을 받으실 수 있습니다. 궁금한 점이 있으면 언제든지 말씀해 주세요!""","""네, 현재 보험이 있어도 가입 가능합니다. 기존 고객님도 저희를 통해 추가 혜택을 받으실 수 있습니다. 궁금한 점이 있으면 언제든지 말씀해 주세요""","test-291","1758862330","9abc61d98d514db4980ad063a461d228","","","","","","","batch approval - user hash cache","0","죄송하지만 제가 지금 보험이 있는데도 가입할 수 있나요?","2e28c36dd43aac4c","approved","","1759194331"
