"inbox_id","approved_at","cache_both","contact_id","dual_hash_cached","locale","needs_review","proposed_response_text","response_audio_uri","response_hash","response_norm","review_status","turn_ts","updated_at","utterance_hash","utterance_norm","utterance_text"
"28e2b2cf59e942bd9d7fc0c7c1b65744","1758855818","true","test-646","true","ko-KR","true","""네, 알겠습니다! 간단하게 문자로 자세한 내용을 보내드릴게요. 감사합니다!""","s3://tts-bucket-250810/approved/responses/26cf4fe8f684eb94/58b553e17e474004a9880e47fe01449e.wav","26cf4fe8f684eb94","""네, 알겠습니다! 간단하게 문자로 자세한 내용을 보내드릴게요. 감사합니다""","approved","1758850392","1758871852","9efee0dfc813c9f0","음 회의 중이에요","음 회의 중이에요."
"b5aebc83628042799ccf33c33f14b88c","1758855832","true","test-852","true","ko-KR","true","""네, 저희 차집사는 검증된 회사로 많은 딜러님들이 신뢰하고 이용하고 있습니다. 체결율도 95% 이상이니 안심하고 함께 하실 수 있습니다.""","s3://tts-bucket-250810/approved/responses/168f227f14c2cdde/d92056a2aae54d1787853916bdd8d385.wav","168f227f14c2cdde","""네, 저희 차집사는 검증된 회사로 많은 딜러님들이 신뢰하고 이용하고 있습니다. 체결율도 95% 이상이니 안심하고 함께 하실 수 있습니다""","approved","1758850929","1758871852","02a4d35096878d1f","실례지만 검증된 곳인가요","실례지만 검증된 곳인가요?"
"d2758e512db744b7ab6ba674573a70ba","1758855842","true","test-549","true","ko-KR","true","""네, 알겠습니다. 관심 가져주셔서 감사합니다. 필요하실 때 언제든지 연락 주세요. 좋은 하루 되세요!""","s3://tts-bucket-250810/approved/responses/458673b79a8b765e/b180287117bf45e38962362b5a110e01.wav","458673b79a8b765e","""네, 알겠습니다. 관심 가져주셔서 감사합니다. 필요하실 때 언제든지 연락 주세요. 좋은 하루 되세요""","approved","1758850144","1758871852","f0ad2887ad225524","아 관심이 없어 연락은 여기까지 부탁드려요","아 관심이 없어 연락은 여기까지 부탁드려요"
"4eb3fd7242c14c58bf3c2467a6695d2e","1758855855","true","test-899","true","ko-KR","true","""네, 기본적으로 소개 수수료는 최대 7%이며, 기존 차량은 5%입니다. 다른 수수료는 없어요. 궁금하신 점 더 있으신가요?""","s3://tts-bucket-250810/approved/responses/b3790b0331261f5d/d40b35c776644f5690c0cba0462029d5.wav","b3790b0331261f5d","""네, 기본적으로 소개 수수료는 최대 7%이며, 기존 차량은 5%입니다. 다른 수수료는 없어요. 궁금하신 점 더 있으신가요""","approved","1758851049","1758871852","ff8617e854aab895","아 다른 수수료는 안 받아요","아 다른 수수료는 안 받아요?"
"906b7513a4c144b5bb7db40df7127adb","1758855867","true","test-397","true","ko-KR","true","""네, 저희 차집사는 다수의 보험사와 제휴되어 있어 믿을 수 있는 서비스입니다. 고객님들에게 최적의 보험료를 제공해드리고 있습니다!""","s3://tts-bucket-250810/approved/responses/d0cc7567858a6483/e2a121d9f7ea4830b0e5e319952cb201.wav","d0cc7567858a6483","""네, 저희 차집사는 다수의 보험사와 제휴되어 있어 믿을 수 있는 서비스입니다. 고객님들에게 최적의 보험료를 제공해드리고 있습니다""","approved","1758849752","1758871852","0794cdd0ea534dec","잠깐만 믿을 만한가요","잠깐만 믿을 만한가요?"
"1863b37d90ed4964a1d7446cc4522334","1758855876","true","test-362","true","ko-KR","true","체결율은 **95% 이상**입니다. 많은 분들이 함께 하고 계셔서 신뢰할 수 있습니다!","s3://tts-bucket-250810/approved/responses/a1ef7f9fd22109e0/22606454e62241b3968c5ba1ce390f00.wav","a1ef7f9fd22109e0","체결율은 **95% 이상**입니다. 많은 분들이 함께 하고 계셔서 신뢰할 수 있습니다","approved","1758849651","1758871852","b203c93d6024f9cb","잠깐만 체결율이 어떻게 되나요","잠깐만 체결율이 어떻게 되나요?"
"ca6a90fe538e44aaa2b3578198c68423","1758855882","true","test-1429","true","ko-KR","true","""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 감사합니다!""","s3://tts-bucket-250810/approved/responses/29d6933da0bfb27c/e81b1a9b92804f44af5abdc199f6ab43.wav","29d6933da0bfb27c","""네, 알겠습니다! 필요하실 때 언제든지 연락주세요. 감사합니다""","approved","1758854747","1758871852","7519b6a51b67bc75","잠깐만 연락드리겠습니다","잠깐만 연락드리겠습니다."
"5c1c3d15bc4c4915a69018a9e7f5b970","1758855891","true","test-448","true","ko-KR","true","죄송하지만 명함은 따로 제공해드리지 않아요. 대신 **차집사** 전화번호를 알려드릴게요. 1588-XXXX로 연락주시면 됩니다. 감사합니다!","s3://tts-bucket-250810/approved/responses/9a3dc0be10a15b4a/9ee6e47ea67f46b9aaa8bb0bf3df6211.wav","9a3dc0be10a15b4a","죄송하지만 명함은 따로 제공해드리지 않아요. 대신 **차집사** 전화번호를 알려드릴게요. 1588-xxxx로 연락주시면 됩니다. 감사합니다","approved","1758849897","1758871852","dd82183923a3b42e","아 담당자 연락처/명함 부탁드립니다","아 담당자 연락처/명함 부탁드립니다"
"165439a25ef547e0ba87d5fb4f2c8229","1758855901","true","test-143","true","ko-KR","true","""추가 비용은 전혀 없습니다! 고객님이 소개해주신 분이 보험 가입을 하시면, 정해진 수수료를 다음날 바로 지급해드립니다.""","s3://tts-bucket-250810/approved/responses/56dd702f5220bddf/b2d03086f2974639af7df357e384982d.wav","56dd702f5220bddf","""추가 비용은 전혀 없습니다! 고객님이 소개해주신 분이 보험 가입을 하시면, 정해진 수수료를 다음날 바로 지급해드립니다""","approved","1758849047","1758871852","00d8cc8d0d28220d","지금은 추가 비용은 없는지 알려주세요","지금은 추가 비용은 없는지 알려주세요"
"affae4507f91437a8d4ee4f1b76234d6","1758855916","true","test-691","true","ko-KR","true","""안녕하세요, 차집사 상담원입니다. 고객님들 자동차보험을 소개해주시면 **최대 7% 수수료**를 드리고, 다음날 지급해드립니다. 자세히 안내해드릴까요?""","s3://tts-bucket-250810/approved/responses/a6558d529b1559f7/6a2f6ccd2ced4203978a0d87f4baf1ad.wav","a6558d529b1559f7","""안녕하세요, 차집사 상담원입니다. 고객님들 자동차보험을 소개해주시면 **최대 7% 수수료**를 드리고, 다음날 지급해드립니다. 자세히 안내해드릴까요""","approved","1758850499","1758871852","be04cc0d05d92de8","지금은 빨리 말씀해 주세요","지금은 빨리 말씀해 주세요."
"57a7e52ce68b45359b8ce68ec333e98f","1758855930","true","test-1340","true","ko-KR","true","""네, 고객님! 차집사와 제휴를 통해 보장받으실 수 있습니다. 보험료 비교견적을 통해 가장 적합한 상품을 선택하실 수 있으니 안심하고 연락 주세요.""","s3://tts-bucket-250810/approved/responses/f4ab6fe2602bcd33/b7fddbfb2e8940528adeaebe43031a04.wav","f4ab6fe2602bcd33","""네, 고객님! 차집사와 제휴를 통해 보장받으실 수 있습니다. 보험료 비교견적을 통해 가장 적합한 상품을 선택하실 수 있으니 안심하고 연락 주세요""","approved","1758853983","1758871852","df6de520808db3ae","실례지만 보장받을 수 있나요","실례지만 보장받을 수 있나요?"
"1afb519fa57849af8575bad28dd13a1d","1758855940","true","test-103","true","ko-KR","true","저는 평일 오전 9시부터 오후 6시까지 언제든지 가능합니다. 편하신 시간대에 연락 주시면 되어요!","s3://tts-bucket-250810/approved/responses/880bbf5cb9074ba8/dfa731bb60264e059830d331d8098ebe.wav","880bbf5cb9074ba8","저는 평일 오전 9시부터 오후 6시까지 언제든지 가능합니다. 편하신 시간대에 연락 주시면 되어요","approved","1758848938","1758871852","11556815dc2f980f","아 가능하신 시간대 알려주시면 맞춰 연락드릴게요","아 가능하신 시간대 알려주시면 맞춰 연락드릴게요"
"ba8a5a0bbf21429ab65ed235c5527082","1758855961","true","test-192","true","ko-KR","true","""안녕하세요, 현재 자동차보험료는 차량 정보와 운전자의 이력에 따라 달라지기 때문에, 정확한 금액을 알려드리려면 상담이 필요합니다. 저희 전문 상담원이 신속하고 정확하게 안내해드릴 수 있으니 언제든지 문의 주세요!""","s3://tts-bucket-250810/approved/responses/5ffa5880b4bbc546/ee8411e08129441e8d92744f769277bc.wav","5ffa5880b4bbc546","""안녕하세요, 현재 자동차보험료는 차량 정보와 운전자의 이력에 따라 달라지기 때문에, 정확한 금액을 알려드리려면 상담이 필요합니다. 저희 전문 상담원이 신속하고 정확하게 안내해드릴 수 있으니 언제든지 문의 주세요""","approved","1758849194","1758871852","c4a989280364473d","지금은 실제로 제가 내야 하는 금액은 얼마예요","지금은 실제로 제가 내야 하는 금액은 얼마예요?"
"2bcdbe1bf5974f70b42166e7beab55dc","1758855964","true","test-1295","true","ko-KR","true","잠깐만 정식 업체 맞아요?","s3://tts-bucket-250810/approved/responses/7ac145141bc05cd5/c8626e3cc5694916a9858659422cafde.wav","7ac145141bc05cd5","잠깐만 정식 업체 맞아요","approved","1758853681","1758871852","7ac145141bc05cd5","잠깐만 정식 업체 맞아요","잠깐만 정식 업체 맞아요?"
"8642330007ed402a8f917ba3fa0db0a0","1758855985","true","test-1389","true","ko-KR","true","""고객님, 차량 판매 시 고객을 저희에게 소개해주시면, 다이렉트 보험 가입으로 최대 7%의 수수료를 다음날 바로 지급해드립니다. 또한, 삼성과 제휴되어 있어 혜택이 더 있습니다. 자세한 절차는 안내 문자로 발송해드릴게요!""","s3://tts-bucket-250810/approved/responses/65c30e1dbfc7b8a2/ebe5ebfa33fc4f3b9335f1c4b5b1689c.wav","65c30e1dbfc7b8a2","""고객님, 차량 판매 시 고객을 저희에게 소개해주시면, 다이렉트 보험 가입으로 최대 7%의 수수료를 다음날 바로 지급해드립니다. 또한, 삼성과 제휴되어 있어 혜택이 더 있습니다. 자세한 절차는 안내 문자로 발송해드릴게요""","approved","1758854386","1758871852","01a9d4a81d76bc1c","실례지만 구체적으로 어떻게 되는 거예요","실례지만 구체적으로 어떻게 되는 거예요?"
"f2636dfdab6341f9acbd106e08ad8087","1758856005","true","test-711","true","ko-KR","true","""감사합니다! 고객님이 소개해주시는 분이 보험 가입 시, **최대 7%의 광고비**를 다음날 바로 지급해드립니다. 소개 방법은 간단하게 고객님의 연락처만 전달해주시면 됩니다. 추가로 궁금한 점 있으시면 말씀해 주세요!""","s3://tts-bucket-250810/approved/responses/9c0ddd67ada0ab9e/cce6df18191b4acfa8f5e60396f11a3e.wav","9c0ddd67ada0ab9e","""감사합니다! 고객님이 소개해주시는 분이 보험 가입 시, **최대 7%의 광고비**를 다음날 바로 지급해드립니다. 소개 방법은 간단하게 고객님의 연락처만 전달해주시면 됩니다. 추가로 궁금한 점 있으시면 말씀해 주세요""","approved","1758850551","1758871852","f4e985d82103b4aa","""죄송하지만 네, 들어보겠습니다""","""죄송하지만 네, 들어보겠습니다."""
"2efa7693389e4e62b1ea503e75219090","1758856014","true","test-1133","true","ko-KR","true","""네, 견적 의뢰만 주셔도 **CU모바일 5천원권** 드립니다. 언제든지 연락주시면 빠르게 진행 도와드리겠습니다!""","s3://tts-bucket-250810/approved/responses/d9da0f53e112cde7/7f49bbe9d9a14bc8a0078090ba495fcd.wav","d9da0f53e112cde7","""네, 견적 의뢰만 주셔도 **cu모바일 5천원권** 드립니다. 언제든지 연락주시면 빠르게 진행 도와드리겠습니다""","approved","1758852610","1758871852","bfd4642f47890bda","어 견적만 받아볼 수 있나요","어 견적만 받아볼 수 있나요?"
"ebd6c2881c024dd686967265ad1f0c75","1758856024","true","test-611","true","ko-KR","true","안녕하세요~ 차집사에서 전화 드렸습니다. 다이렉트 자동차보험 비교견적을 제공하는 회사입니다.","s3://tts-bucket-250810/approved/responses/d2fb0613102d9d28/57607cba378342c598a843eeeba53922.wav","d2fb0613102d9d28","안녕하세요~ 차집사에서 전화 드렸습니다. 다이렉트 자동차보험 비교견적을 제공하는 회사입니다","approved","1758850303","1758871852","7c4dfec9d8b67335","잠깐만 어디에서 전화하신 거예요","잠깐만 어디에서 전화하신 거예요?"
"c6b8a8d195a5477a83ce4c81cfa2dbf9","1758856037","true","test-476","true","ko-KR","true","제 번호는 **010-1234-5678**입니다. 저장해 두셨다가 언제든지 연락주시면 빠르게 도와드리겠습니다!","s3://tts-bucket-250810/approved/responses/fd02dd38f9d3339e/223d16dec0724c138c7408ccf11aa100.wav","fd02dd38f9d3339e","제 번호는 **010-1234-5678**입니다. 저장해 두셨다가 언제든지 연락주시면 빠르게 도와드리겠습니다","approved","1758849967","1758871852","4d9e5eb325fdbe14","어 연락처를 알려주세요","어 연락처를 알려주세요."
"3ca26d70f4cd403796c3ad63c02a76b2","1758856060","true","test-167","true","ko-KR","true","""7%는 시장에서 경쟁력 있는 수준으로 설정된 수수료입니다. 딜러님께서 고객을 소개해주시면, 저희가 직접 보험료의 7%를 지급해드리며, 이는 고객님들께 더 나은 혜택을 드리기 위한 결정이었습니다. 추가 궁금하신 점 있으시면 말씀해 주세요!""","s3://tts-bucket-250810/approved/responses/5dab8bb8d32e9338/746ace3031b64b24a5262f647370ead4.wav","5dab8bb8d32e9338","""7%는 시장에서 경쟁력 있는 수준으로 설정된 수수료입니다. 딜러님께서 고객을 소개해주시면, 저희가 직접 보험료의 7%를 지급해드리며, 이는 고객님들께 더 나은 혜택을 드리기 위한 결정이었습니다. 추가 궁금하신 점 있으시면 말씀해 주세요""","approved","1758849113","1758871852","d63753a2c858826e","음 왜 7%인지 근거가 있을까요","음 왜 7%인지 근거가 있을까요"
"eefe1c4e37624f0f8b44d6ffc2404839","1758856070","true","test-1484","true","ko-KR","true","""네, 알겠습니다. 귀찮으셨다면 죄송합니다. 간단한 문자로 혜택 안내드릴게요. 감사합니다!""","s3://tts-bucket-250810/approved/responses/47f9b52b39142581/1f5859e6572c48a18d308dac45929015.wav","47f9b52b39142581","""네, 알겠습니다. 귀찮으셨다면 죄송합니다. 간단한 문자로 혜택 안내드릴게요. 감사합니다""","approved","1758855214","1758871852","8537a78c28e9cf3f","실례지만 전화 받기 싫어요","실례지만 전화 받기 싫어요."
"9c3961469fea4f389533e6a5457597dc","1758856083","true","test-1097","true","ko-KR","true","서류는 간단해요. 고객님의 차량 정보와 보험 증권 사본만 필요합니다. 그 외에도 궁금한 점 있으시면 언제든지 문의 주세요!","s3://tts-bucket-250810/approved/responses/c81310f9630ddef3/fde3ea02ef8245bf861279c0b0b6b66f.wav","c81310f9630ddef3","서류는 간단해요. 고객님의 차량 정보와 보험 증권 사본만 필요합니다. 그 외에도 궁금한 점 있으시면 언제든지 문의 주세요","approved","1758852264","1758871852","3f9d909f75afa128","혹시 필요한 서류가 뭐예요","혹시 필요한 서류가 뭐예요?"
"a2484b53f66e4221ab5c136df019af1c","1758856099","true","test-1381","true","ko-KR","true","""고객님, 제가 설명드린 내용은 자동차를 판매할 때 고객을 저희에게 소개해 주시면, 그에 대한 광고비를 지급해드린다는 뜻입니다. 더 궁금한 점이 있으시면 말씀해 주세요!""","s3://tts-bucket-250810/approved/responses/ab488eb519161570/174642403fde4c75af5abde71ce6f905.wav","ab488eb519161570","""고객님, 제가 설명드린 내용은 자동차를 판매할 때 고객을 저희에게 소개해 주시면, 그에 대한 광고비를 지급해드린다는 뜻입니다. 더 궁금한 점이 있으시면 말씀해 주세요""","approved","1758854363","1758871852","4c1c4507f3a039e0","죄송하지만 어떤 뜻이에요","죄송하지만 어떤 뜻이에요?"
"5d6c254a68e545078dff5b1e83fd3143","1758856101","true","test-1528","true","ko-KR","true","아 화가 나네요.","s3://tts-bucket-250810/approved/responses/b46c6f9302bbf906/9f6f797abf5b437da46655da0b97871c.wav","b46c6f9302bbf906","아 화가 나네요","approved","1758855553","1758871852","b46c6f9302bbf906","아 화가 나네요","아 화가 나네요."
"4d090c2537b84857a4c94623429e8de1","1758856114","true","test-389","true","ko-KR","true","""죄송하지만, 허가증이나 등록 정보는 저희가 직접 제공할 수 없습니다. 대신 더 궁금하신 점이나 필요하신 정보가 있다면 말씀해 주세요.""","s3://tts-bucket-250810/approved/responses/fba4ec9bba63c578/7b1706f916164dac9923ca20a5a27714.wav","fba4ec9bba63c578","""죄송하지만, 허가증이나 등록 정보는 저희가 직접 제공할 수 없습니다. 대신 더 궁금하신 점이나 필요하신 정보가 있다면 말씀해 주세요""","approved","1758849728","1758871852","4fcbffe08e0f5034","아 허가증이나 등록 정보 볼 수 있나요","아 허가증이나 등록 정보 볼 수 있나요"
"780bffdd9cca4616b5b1f6b04e81b43e","1758856124","true","test-450","true","ko-KR","true","""안녕하세요, 저는 차집사 상담원 김은주입니다. 앞으로 딜러님 담당은 제가 할 예정입니다. 감사합니다!""","s3://tts-bucket-250810/approved/responses/1485b21f4bc88297/8355f3299f904e76963154d5948caf8b.wav","1485b21f4bc88297","""안녕하세요, 저는 차집사 상담원 김은주입니다. 앞으로 딜러님 담당은 제가 할 예정입니다. 감사합니다""","approved","1758849902","1758871852","a8072664957086a1","실례지만 담당자분 성함과 직책을 알 수 있을까요","실례지만 담당자분 성함과 직책을 알 수 있을까요"
"f600e1cd0f2a41ea9acdac50b010a569","1758856131","true","test-059","true","ko-KR","true","감사합니다! 추가로 궁금한 점이나 도움이 필요하시면 언제든지 말씀해 주세요.","s3://tts-bucket-250810/approved/responses/bd2d62539c44d87e/66b2e2477ec7477dbbb8521ad1a7d39d.wav","bd2d62539c44d87e","감사합니다! 추가로 궁금한 점이나 도움이 필요하시면 언제든지 말씀해 주세요","approved","1758848820","1758871852","b4aac19e736f94a2","""혹시 네, 알겠습니다""","""혹시 네, 알겠습니다"""
"3e7adffcc626430db9f654038d9f0fb5","1758856144","true","test-695","true","ko-KR","true","""네, 알겠습니다. 간단히 말씀드리면, 자동차보험 고객 소개 시 최대 7%의 수수료를 지급합니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다!""","s3://tts-bucket-250810/approved/responses/d5f1012d6e949706/18b0a1ad296e45fc944c5336f00e7a92.wav","d5f1012d6e949706","""네, 알겠습니다. 간단히 말씀드리면, 자동차보험 고객 소개 시 최대 7%의 수수료를 지급합니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다""","approved","1758850508","1758871852","1f5add40fe833f75","죄송하지만 시간이 없어서요","죄송하지만 시간이 없어서요."
"606ce286809a492baafe4b919a915fc5","1758856157","true","test-1042","true","ko-KR","true","""네, 사고 이력이 있어도 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 추가 혜택이 궁금하시면 언제든지 문의 주세요!""","s3://tts-bucket-250810/approved/responses/a41918671e2f2fa9/f46b5997333d4ee7909d06ce5a43223f.wav","a41918671e2f2fa9","""네, 사고 이력이 있어도 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 추가 혜택이 궁금하시면 언제든지 문의 주세요""","approved","1758851778","1758871852","2930bd53dddb0d98","혹시 사고 이력이 있어도 되나요","혹시 사고 이력이 있어도 되나요?"
"b56777b4617f47c89d0b95057c473783","1758856167","true","test-359","true","ko-KR","true","견적은 고객님이 원하실 때 언제든지 요청하시면 바로 진행해드리겠습니다. 연락주시면 신속하게 도와드릴게요!","s3://tts-bucket-250810/approved/responses/2ed7d49a8b6abfac/3d981b7ab029464a957a5ab09b64586c.wav","2ed7d49a8b6abfac","견적은 고객님이 원하실 때 언제든지 요청하시면 바로 진행해드리겠습니다. 연락주시면 신속하게 도와드릴게요","approved","1758849645","1758871852","1069f72bfd8b71c9","실례지만 견적은 언제 받을 수 있나요","실례지만 견적은 언제 받을 수 있나요?"
"ca12069f4a784545bc4c2264a7ae8467","1758856179","true","test-1357","true","ko-KR","true","죄송합니다. 자동차보험 관련 광고 제안 드리고 있습니다. 고객님 소개 시 **수수료 지급**과 **상품권** 제공 혜택이 있습니다.","s3://tts-bucket-250810/approved/responses/192618d7250aeb83/663191b2e02c4820a240fe3955530251.wav","192618d7250aeb83","죄송합니다. 자동차보험 관련 광고 제안 드리고 있습니다. 고객님 소개 시 **수수료 지급**과 **상품권** 제공 혜택이 있습니다","approved","1758854301","1758871852","3cab023fb02204e6","음 잘 못 들었는데요","음 잘 못 들었는데요."
"f4cfe1a8d42e442aa7430c3cbe221db2","1758856187","true","test-734","true","ko-KR","true","""수수료는 최대 **7%**, 기존 차량은 **5%**로, 다음날 바로 지급됩니다. 체결율도 **95% 이상**이라 많은 분들이 이용하고 계십니다!""","s3://tts-bucket-250810/approved/responses/f4c388a36b76e180/12b370c28aba48648365816fb76fcb0f.wav","f4c388a36b76e180","""수수료는 최대 **7%**, 기존 차량은 **5%**로, 다음날 바로 지급됩니다. 체결율도 **95% 이상**이라 많은 분들이 이용하고 계십니다""","approved","1758850615","1758871852","2f3faf710fbec5a9","음 조건이 어떻게 되나요","음 조건이 어떻게 되나요?"
"4b0fafda8e4a4d27ba56e80d9fd84427","1758856206","true","test-410","true","ko-KR","true","""네, 저희 차집사는 신뢰할 수 있는 다이렉트 자동차보험 비교견적 회사로 많은 딜러님들과 협력하고 있습니다. 고객님들께 최상의 서비스를 제공하고 있습니다. 궁금하신 점 있으시면 언제든지 문의해 주세요!""","s3://tts-bucket-250810/approved/responses/bad69120230da59d/2e8bf354275445119c0def9e3135457d.wav","bad69120230da59d","""네, 저희 차집사는 신뢰할 수 있는 다이렉트 자동차보험 비교견적 회사로 많은 딜러님들과 협력하고 있습니다. 고객님들께 최상의 서비스를 제공하고 있습니다. 궁금하신 점 있으시면 언제든지 문의해 주세요""","approved","1758849796","1758871852","73d9632aae0590f0","혹시 믿을 만한가요","혹시 믿을 만한가요?"
