"inbox_id","approved_at","cache_both","contact_id","dual_hash_cached","locale","needs_review","proposed_response_text","response_audio_uri","response_hash","response_norm","review_status","turn_ts","utterance_hash","utterance_norm","utterance_text"
"7035b2db82884edcba6290bbf876897a","","true","test-016","","ko-KR","true","""네, 저희는 삼성과 제휴된 신뢰할 수 있는 다이렉트 보험 비교견적 회사입니다. 많은 딜러님들과 함께하고 있습니다.""","","ef3eef5a0dc0f604","네 저희는 삼성과 제휴된 신뢰할 수 있는 다이렉트 보험 비교견적 회사입니다 많은 딜러님들과 함께하고 있습니다","open","1758686590","2dae79dc7130b47b","믿을 만한가요","""믿을 만한가요?,"""
"ec4c5b06df814af0b66034f6dac74048","","true","test-018","","ko-KR","true","담당자가 바뀌면 새로운 담당자가 계속해서 지원과 안내를 해드릴 거에요. 앞으로도 궁금한 점이나 도움이 필요하시면 언제든지 연락 주세요!","","2314c02039dea317","담당자가 바뀌면 새로운 담당자가 계속해서 지원과 안내를 해드릴 거에요 앞으로도 궁금한 점이나 도움이 필요하시면 언제든지 연락 주세요","open","1758686595","c3ec6bf3d71892ed","담당자가 바뀌면 어떻게 되나요","""담당자가 바뀌면 어떻게 되나요?,"""
"1be789aac26b42168ad63b8c4550d1e1","","true","test-014","","ko-KR","true","""네, 체결율이 95% 이상이라 많은 딜러 분들이 함께 하고 계십니다. 고객님도 좋은 기회가 될 거예요!""","","1df36f81b8c30324","네 체결율이 95 percent 이상이라 많은 딜러 분들이 함께 하고 계십니다 고객님도 좋은 기회가 될 거예요","open","1758686585","617a49904289a10f","다른 사람들도 많이 이용하나요","""다른 사람들도 많이 이용하나요?,"""
"cdbbca9824874951a3e20f6746d507bd","1758685039","true","cc6f2ef4-ef8f-4863-98f8-8fc2de1a7fd6","true","ko-KR","true","간단히 말씀드릴게요. 고객님들 소개해주시면 광고비 드려요. 문자로 자세한 내용 보내드릴게요. 감사합니다!","s3://tts-bucket-250810/approved/responses/cdbbca9824874951a3e20f6746d507bd/1758685038.wav","04a8276f7a9e8897","간단히 말씀드릴게요 고객님들 소개해주시면 광고비 드려요 문자로 자세한 내용 보내드릴게요 감사합니다","approved_dual_hash_fixed","1758684979","e0ac65fa7828ce7c","바빠요","바빠요"
"3c5b4d5719cc4f5ab91910c16fccb986","","true","e59754a6-0120-43b9-9a41-070cda5b950c","","ko-KR","true","""네, 간단히 말씀드릴게요. 고객님들이 자동차보험을 연결해주시면 수수료를 지급해드립니다. 자세한 내용은 문자로 보내드릴게요. 감사합니다!""","","d2071f101560043e","네 간단히 말씀드릴게요 고객님들이 자동차보험을 연결해주시면 수수료를 지급해드립니다 자세한 내용은 문자로 보내드릴게요 감사합니다","open","1758681817","9072675641ee355f","시간이 없어","시간이 없어"
"54ad17d21664471bba65ae2cd6ae4c22","","true","test-019","","ko-KR","true","제 번호는 010-1234-5678입니다. 저장해 두셨다가 언제든지 연락주시면 빠르게 도와드리겠습니다. 감사합니다!","","b6832a1aae90ef00","제 번호는 010 1234 5678입니다 저장해 두셨다가 언제든지 연락주시면 빠르게 도와드리겠습니다 감사합니다","open","1758686598","6c46b87de1818481","연락처를 알려주세요","""연락처를 알려주세요.,"""
"c4003b2a18ae427a9600c721c4d17594","","true","test-012","","ko-KR","true","의뢰해주시면 전문 상담원들이 바로 연락드릴 예정입니다. 빠르면 당일에 견적을 받아보실 수 있습니다!","","2671d26515e902ba","의뢰해주시면 전문 상담원들이 바로 연락드릴 예정입니다 빠르면 당일에 견적을 받아보실 수 있습니다","open","1758686579","e136042262a0e5a8","견적은 언제 받을 수 있나요","""견적은 언제 받을 수 있나요?,"""
"c9bcf64ce7f049e38f7cc6e167d4ec25","","true","test-001","","ko-KR","true","소개료로 보험료의 **7%**를 딜러님께 지급해드립니다.","","c7040aadf1a3b403","소개료로 보험료의 7 percent 를 딜러님께 지급해드립니다","open","1758686549","5ab33f6e0c73b8be","수수료가 얼마인가요","""수수료가 얼마인가요?,"""
"095a022aea5d4c0f9a4adee4d40c5e99","1758681581","true","d08e3a1e-7673-493f-97a3-627f2f501218","true","ko-KR","true","안녕하세요. 다이렉트 자동차보험 차집사 김은주입니다. 고객님께 광고 제안을 드리려고 전화드렸습니다. 잠시 시간 괜찮으신가요?","s3://tts-bucket-250810/approved/responses/095a022aea5d4c0f9a4adee4d40c5e99/1758681581.wav","56661560d9a35793","안녕하세요 다이렉트 자동차보험 차집사 김은주입니다 고객님께 광고 제안을 드리려고 전화드렸습니다 잠시 시간 괜찮으신가요","approved_dual_hash_fixed","1758681451","af37658644349f3c","아 여보세요","아 여보세요"
"71a957fa6ddc4cb9b45e5e72105e66a7","","true","test-007","","ko-KR","true","오프라인으로도 가입 가능합니다. 사고가 많으신 고객님들은 오프라인으로 진행해드리면 **10% 수수료** 지급해드려요.","","9528611ffdb0201a","오프라인으로도 가입 가능합니다 사고가 많으신 고객님들은 오프라인으로 진행해드리면 10 percent 수수료 지급해드려요","open","1758686567","cc64dc8ec57e7d93","다이렉트로만 가능한가요 오프라인도 되나요","""다이렉트로만 가능한가요, 오프라인도 되나요?,"""
"e4d57cca40ee46dc901f94bdc4745642","","true","test-013","","ko-KR","true","체결율은 **95% 이상**입니다. 많은 분들이 함께 하고 계셔서 믿고 이용하실 수 있습니다!","","463920c180878e3c","체결율은 95 percent 이상 입니다 많은 분들이 함께 하고 계셔서 믿고 이용하실 수 있습니다","open","1758686582","acdc3dc897fae4ab","체결율이 어떻게 되나요","""체결율이 어떻게 되나요?,"""
"0f749ef4632a428cba55db755d8f9d3c","1758681369","true","test-005","true","ko-KR","true","""네, 알겠습니다! 제가 명함 문자를 보내드릴게요. 필요하실 때 연락주세요! 감사합니다!""","s3://tts-bucket-250810/approved/responses/0f749ef4632a428cba55db755d8f9d3c/1758681368.wav","4ae05dd5d1811189","네 알겠습니다 제가 명함 문자를 보내드릴게요 필요하실 때 연락주세요 감사합니다","approved_dual_hash_fixed","1758681327","78f1aea7981a0e4c","지금 바빠요","지금 바빠요"
"8afc7c310dde40a2a5c0cf03729a291f","","true","test-017","","ko-KR","true","앞으로 딜러님 담당은 제가 할 거라 인사차 연락드렸습니다. 필요하시면 언제든지 문의 주세요!","","f3997cc9cb87e0d3","앞으로 딜러님 담당은 제가 할 거라 인사차 연락드렸습니다 필요하시면 언제든지 문의 주세요","open","1758686593","2e4eca345eed67ca","앞으로 누가 담당하나요","""앞으로 누가 담당하나요?,"""
"7ac1c036d76a4c33baffd8b68746d4c9","","true","test-005","","ko-KR","true","""네, 사고가 많으신 고객님도 오프라인으로 가입이 가능합니다. 최대 10%의 수수료를 지급해드려요. 궁금하신 점 있으시면 언제든지 문의주세요!""","","80fadae95d30e297","네 사고가 많으신 고객님도 오프라인으로 가입이 가능합니다 최대 10 percent 의 수수료를 지급해드려요 궁금하신 점 있으시면 언제든지 문의주세요","open","1758686561","468b51decc7e3a5c","사고가 많은데 가입이 가능합니까","""사고가 많은데 가입이 가능합니까?,"""
"fb2fc3909d8b4b99a315cd1ba6eb01e5","","true","test-002","","ko-KR","true","""7%는 고객님 소개 시 지급되는 광고비로, 다이렉트 자동차보험의 경쟁력을 반영한 혜택입니다. 이 비율은 고객님이 연결해주신 보험료의 7%가 됩니다.""","","fbcd2e86862ad782","7 percent 는 고객님 소개 시 지급되는 광고비로 다이렉트 자동차보험의 경쟁력을 반영한 혜택입니다 이 비율은 고객님이 연결해주신 보험료의 7 percent 가 됩니다","open","1758686553","af67d1b8ead1b34b","왜 7 percent 인가요","""왜 7%인가요?,"""
