utterance_hash,locale,dur_in_sec,speech_end_sec,dur_trim_sec,final_key,status,note
881dc88e39a3e59c733c03165eb2c42daed2039dd3212161422fbbcb9667b1de,ko-KR,8.540,8.460,8.460,ko-KR/881dc88e39a3e59c733c03165eb2c42daed2039dd3212161422fbbcb9667b1de.wav,ok,"아니요, 해지 시 손해가 아니에요. 새로운 보험으로 더 나은 조건을 찾을 수 있으니 이점이 있습니다. 언제든지 상담해 드릴 수 있어요!"
f244b60af48330030997ae0cc9dbd21cd8dc9ade4d5ae52c54852fc2389e7e87,ko-KR,6.260,6.180,6.180,ko-KR/f244b60af48330030997ae0cc9dbd21cd8dc9ade4d5ae52c54852fc2389e7e87.wav,ok,"네, 수수료 지급 증명서를 제공해드리고 있습니다. 추가적인 안내가 필요하시면 말씀해 주세요!"
cdae0500896451050dd8796a148dc559471b5c7cb4fef1275a4e7a9878303446,ko-KR,6.060,5.980,5.980,ko-KR/cdae0500896451050dd8796a148dc559471b5c7cb4fef1275a4e7a9878303446.wav,ok,"아, 불편을 드려서 죄송합니다. 간단한 정보 문자 보내드릴게요. 감사합니다!"
1c05f4fc09ce95521bcec353bb9811193a992426187d9922cb48dd64cd3ef895,ko-KR,18.060,17.980,17.980,ko-KR/1c05f4fc09ce95521bcec353bb9811193a992426187d9922cb48dd64cd3ef895.wav,ok,"네, 실제 이용 후기 중 한 분은 ""차집사 덕분에 빠르게 보험 가입을 할 수 있었고, 수수료도 만족스러웠습니다.""라고 말씀하셨습니다. 다른 분은 “친절한 상담과 빠른 지급 덕분에 믿고 이용할 수 있었습니다.”라고 하셨습니다. 이런 긍정적인 사례들이 많습니다!"
fa55fccb3e209952bbdc205eec037e23242e57f93c01a4d25b75b2fdb4e8320a,ko-KR,6.020,5.940,5.940,ko-KR/fa55fccb3e209952bbdc205eec037e23242e57f93c01a4d25b75b2fdb4e8320a.wav,ok,"네, 저희 홈페이지 주소는 차집사.com입니다. 방문하셔서 자세한 정보를 확인해보세요!"
bf70247ae805e264fc963cb67b217d42879e0acfdd3410d6ec77eb7fb0e2fd4f,ko-KR,4.020,3.940,3.940,ko-KR/bf70247ae805e264fc963cb67b217d42879e0acfdd3410d6ec77eb7fb0e2fd4f.wav,ok,수수료는 성사 시 최대 7 퍼센트를 익일에 지급해드립니다.
ecdb69d92285ed81d7fed882f1f6fddfc065ff70d243e2207bce1a348d37f8c3,ko-KR,11.580,11.500,11.500,ko-KR/ecdb69d92285ed81d7fed882f1f6fddfc065ff70d243e2207bce1a348d37f8c3.wav,ok,"네, 오프라인 가입도 가능합니다. 사고가 많으신 고객님들은 오프라인으로 가입하시면 더 좋은 조건으로 진행해드릴 수 있습니다. 추가적인 정보 필요하시면 언제든지 문의주세요!"
51b7c57b2e0be5daf8c7cb765ec98329b57a31633a5f7b862e08ad50f2926bb8,ko-KR,3.520,3.440,3.440,ko-KR/51b7c57b2e0be5daf8c7cb765ec98329b57a31633a5f7b862e08ad50f2926bb8.wav,ok,"네, 명함 내용을 문자나 카톡으로 남겨드릴게요~"
027ea1f97baf979a84147fdde94a7d66df39b033494f670c32d9017f7c34404c,ko-KR,8.880,8.800,8.800,ko-KR/027ea1f97baf979a84147fdde94a7d66df39b033494f670c32d9017f7c34404c.wav,ok,"네, 현재 보험이 있으시군요. 고객님, 자동차 보험 견적만 의뢰해 주셔도 CU모바일 5천원권 드리니 많은 소개 부탁드립니다. 감사합니다!"
3c88c09fd6888a5de748076d84fd5cfa06ed000ea2af427cdc23e4154e92f515,ko-KR,1.860,1.780,1.780,ko-KR/3c88c09fd6888a5de748076d84fd5cfa06ed000ea2af427cdc23e4154e92f515.wav,ok,잠깐만 이메일 주소 있어요?
efaa0040afc5041350117e439ad2e775f906f6e4a27a82dfbcd1844679eedff1,ko-KR,8.100,8.020,8.020,ko-KR/efaa0040afc5041350117e439ad2e775f906f6e4a27a82dfbcd1844679eedff1.wav,ok,"네, 맞습니다! 다이렉트 가입이 어려운 고객님은 오프라인으로도 가입 가능하며, 이 경우 최대 10 퍼센트 수수료를 지급해드립니다."
c5f8234048cf43d8391e99ca2117ae92912a78c6702b6c2aff2f90bce9c2c87d,ko-KR,9.740,9.660,9.660,ko-KR/c5f8234048cf43d8391e99ca2117ae92912a78c6702b6c2aff2f90bce9c2c87d.wav,ok,"네, 저희 차집사의 홈페이지는 있습니다. 검색창에 ""차집사""를 입력하시면 쉽게 찾아보실 수 있습니다. 추가로 궁금한 점 있으시면 말씀해 주세요!"
17d9b58b40ee0dd3bbe12e463ca82be104603fcd9ed024ad610f3fe76c710dfb,ko-KR,8.665,8.600,8.600,ko-KR/17d9b58b40ee0dd3bbe12e463ca82be104603fcd9ed024ad610f3fe76c710dfb.wav,ok,"수수료는 최대 7 퍼센트로, 기존 차량은 5 퍼센트 지급됩니다. 체결율도 95 퍼센트 이상이라 많은 분들이 함께 하고 계세요!"
d29db2fb9c5851e846bca4b795d56ea801133bd1b49721be7ca3c390ba93d2b5,ko-KR,5.980,5.900,5.900,ko-KR/d29db2fb9c5851e846bca4b795d56ea801133bd1b49721be7ca3c390ba93d2b5.wav,ok,"네, 감사합니다! 언제든지 전화 주시면 빠르게 도와드리겠⁠습니다. 좋은 하루 되세요!"
e4aa536c6cb27b6ebf9b33196ccfcb913732e2a65fa3c3eab270eba293edbf87,ko-KR,5.260,5.180,5.180,ko-KR/e4aa536c6cb27b6ebf9b33196ccfcb913732e2a65fa3c3eab270eba293edbf87.wav,ok,저는 차집사 상담원입니다. 고객님께 자동차보험 광고 제안 드리러 전화 드렸습니다.
fba4ec9bba63c578e7c5ae1fc616467131564020d5388f897274314f8a6d0bdc,ko-KR,8.920,8.840,8.840,ko-KR/fba4ec9bba63c578e7c5ae1fc616467131564020d5388f897274314f8a6d0bdc.wav,ok,"죄송하지만, 허가증이나 등록 정보는 저희가 직접 제공할 수 없습니다. 대신 더 궁금하신 점이나 필요하신 정보가 있다면 말씀해 주세요."
906a9492d7715e7b9f1021df2d938300f78470ff85c8fcabdac1783f8bd975f9,ko-KR,4.485,4.420,4.420,ko-KR/906a9492d7715e7b9f1021df2d938300f78470ff85c8fcabdac1783f8bd975f9.wav,ok,"네, 상담 중이시군요. 도움이 필요하시면 언제든지 말씀해 주세요!"
184558358e17b7b9e7b3ae263b792dfc2845ec23dfb3e6e9191060f933c91240,ko-KR,9.826,9.780,9.780,ko-KR/184558358e17b7b9e7b3ae263b792dfc2845ec23dfb3e6e9191060f933c91240.wav,ok,죄송합니다. 불편을 드려서 정말 죄송합니다. 더 나은 서비스를 위해 노력하겠⁠습니다. 필요하신 경우 문자로 추가 정보를 보내드리겠⁠습니다. 감사합니다.
7f98bfd1695c0be5f8c911e5dacdd4e97d10dd140442713031175200ec048f2f,ko-KR,1.660,1.580,1.580,ko-KR/7f98bfd1695c0be5f8c911e5dacdd4e97d10dd140442713031175200ec048f2f.wav,ok,지금은 신고할 거예요.
b50c5f62d822b5595d06fd7b563a2a1c898aaa24d34282021b8a931270d642ff,ko-KR,6.520,6.440,6.440,ko-KR/b50c5f62d822b5595d06fd7b563a2a1c898aaa24d34282021b8a931270d642ff.wav,ok,필요한 서류는 차량 등록증과 보험가입 내역서입니다. 이 두 가지 서류만 준비해 주시면 됩니다!
4f341fc2cae9c36ffe2be297b026a93b178cd8ddddb4fac5ac5f43f96a819a74,ko-KR,7.272,7.220,7.220,ko-KR/4f341fc2cae9c36ffe2be297b026a93b178cd8ddddb4fac5ac5f43f96a819a74.wav,ok,"네, 이해합니다. 필요하실 때 언제든지 연락 주세요. 간단한 홍보 문구와 함께 문자 보내드리겠⁠습니다. 감사합니다!"
a6558d529b1559f7beb8a8a0a90fbab0f142974a5fe4fb86a50350de25f115b8,ko-KR,10.560,10.480,10.480,ko-KR/a6558d529b1559f7beb8a8a0a90fbab0f142974a5fe4fb86a50350de25f115b8.wav,ok,"안녕하세요, 차집사 상담원입니다. 고객님들 자동차보험을 소개해주시면 최대 7 퍼센트 수수료를 드리고, 다음날 지급해드립니다. 자세히 안내해드릴까요?"
10d119b6fa45c76776a75251c074e8d1eeac4976c3c59d9ea9e8654d5ebaecb8,ko-KR,10.960,10.880,10.880,ko-KR/10d119b6fa45c76776a75251c074e8d1eeac4976c3c59d9ea9e8654d5ebaecb8.wav,ok,"네, 갱신하셨군요! 현재 이용 중인 보험사와 상관없이 고객님 소개해주시면 수수료 지급해드릴 수 있습니다. 관심 있으시면 간단한 안내 문자 보내드릴까요?"
99909ee9105cb1599475e9e259883e34a2553c0d1f046608d933d7dd0b09892c,ko-KR,12.380,12.300,12.300,ko-KR/99909ee9105cb1599475e9e259883e34a2553c0d1f046608d933d7dd0b09892c.wav,ok,"네, 알겠⁠습니다. 간단히 말씀드리자면, 저희 차집사는 자동차보험 비교견적 전문 회사입니다. 관심 있으시면 언제든지 연락주세요. 😊 감사합니다! 문자로도 정보 보내드리겠⁠습니다."
e9d30a6ca03ac9debc8dc22aa9195eb9b1e24d4ea38eacf5311e8c73a7aa7f99,ko-KR,4.740,4.660,4.660,ko-KR/e9d30a6ca03ac9debc8dc22aa9195eb9b1e24d4ea38eacf5311e8c73a7aa7f99.wav,ok,"네, 카카오톡 가능합니다! 카톡으로 자세한 내용 다시 보내드릴게요. 😊…"
5f4457d6e994baf8acdeeeca77c8533de74438d38ee185be16d03499bef138ad,ko-KR,8.920,8.840,8.840,ko-KR/5f4457d6e994baf8acdeeeca77c8533de74438d38ee185be16d03499bef138ad.wav,ok,"네, 언제든지 편하실 때 문의주세요. 필요하실 때 저희가 도움드리겠⁠습니다! 문자로 정보 보내드리겠⁠습니다. 감사합니다!"
aeb9263455389a2b8069bf348a25582c3ff4d7e9b17a8fd789c87b8693dbc828,ko-KR,7.100,7.020,7.020,ko-KR/aeb9263455389a2b8069bf348a25582c3ff4d7e9b17a8fd789c87b8693dbc828.wav,ok,"네, 이해합니다. 결정권자와 연락 가능하시면 제가 간단한 내용 문자로 보내드릴게요. 감사합니다!"
479f8672d95b4ff18d3aae0a598ca6af966353e654ee8e5e7cf600dd9ee07c70,ko-KR,9.820,9.740,9.740,ko-KR/479f8672d95b4ff18d3aae0a598ca6af966353e654ee8e5e7cf600dd9ee07c70.wav,ok,"세금은 보험료에 포함되어 있으며, 다이렉트 보험 가입 시 세금이 자동으로 계산됩니다. 추가로 궁금한 사항이 있으시면 언제든지 말씀해 주세요!"
9bf3c5c83f9b358a92f315ed28d87ea9c317f05ac1dd1e1bf135ba54fb324d3d,ko-KR,5.720,5.640,5.640,ko-KR/9bf3c5c83f9b358a92f315ed28d87ea9c317f05ac1dd1e1bf135ba54fb324d3d.wav,ok,"네, 알겠⁠습니다! 나중에 다시 연락드리겠⁠습니다. 카톡으로 내용 남겨드릴게요. 감사합니다!"
0d1e0585d34c87f1d87db2bca10b1eccbfdabb35a7b4842e6a8180e53f3fd646,ko-KR,6.340,6.260,6.260,ko-KR/0d1e0585d34c87f1d87db2bca10b1eccbfdabb35a7b4842e6a8180e53f3fd646.wav,ok,짧게 2~3분 정도 소요될 예정입니다. 간단한 광고 제안이니 잠깐 시간 내주실 수 있으신가요?
e5fc7838bec6dfc8fa77ec2ca532e9903a686cb9b1956bd6df9cca314acad31a,ko-KR,9.260,9.180,9.180,ko-KR/e5fc7838bec6dfc8fa77ec2ca532e9903a686cb9b1956bd6df9cca314acad31a.wav,ok,"아니요, 직접 만나지 않으셔도 괜찮습니다. 전화나 문자로도 충분히 안내해드릴 수 있습니다. 궁금하신 점 있으시면 언제든지 말씀해 주세요!"
5658f8ec3353d62754d3a7abc4c27c924eecee15c93a72af7346d8dc4b97c605,ko-KR,10.440,10.360,10.360,ko-KR/5658f8ec3353d62754d3a7abc4c27c924eecee15c93a72af7346d8dc4b97c605.wav,ok,"고객님, 수수료는 최대 7 퍼센트까지 지급해드리며, 다음날 바로 지급이 가능합니다. 또한, 견적 의뢰만 주셔도 CU 상품권을 드리고 있습니다!"
9b869c4f471cfa2c6a1bc02aa047c1a0bcdaf40cfaaa14e49269de0efdc27a86,ko-KR,2.700,2.620,2.620,ko-KR/9b869c4f471cfa2c6a1bc02aa047c1a0bcdaf40cfaaa14e49269de0efdc27a86.wav,ok,죄송하지만 견적만 받아볼 수 있나요?
fe94252e6ff2debc66c760291fa91e00ae791a86daa0617a2be075d54ccd984f,ko-KR,6.940,6.860,6.860,ko-KR/fe94252e6ff2debc66c760291fa91e00ae791a86daa0617a2be075d54ccd984f.wav,ok,"고객님, 언제든지 연락 주시면 됩니다. 제 번호 저장해 두시고, 필요하실 때 편하게 연락주세요!"
3a9ca38a663166ab25e5699f6cacd0626985c08a519ad9e4b41012113404125a,ko-KR,6.900,6.820,6.820,ko-KR/3a9ca38a663166ab25e5699f6cacd0626985c08a519ad9e4b41012113404125a.wav,ok,"네, 저희 차집사의 홈페이지는 있습니다. 검색창에 ""차집사""를 입력하시면 쉽게 찾으실 수 있습니다. 감사합니다!"
504a9979fb48edaab04c39a95891bd2197a86e077506690de52f54a00aa6cc9b,ko-KR,2.700,2.620,2.620,ko-KR/504a9979fb48edaab04c39a95891bd2197a86e077506690de52f54a00aa6cc9b.wav,ok,실례지만 다이렉트는 까다롭잖아요.
cd1488a2d84217fcf4141b2a6b0f716513c19be949d1e9caf2548cd21e3f4118,ko-KR,8.520,8.440,8.440,ko-KR/cd1488a2d84217fcf4141b2a6b0f716513c19be949d1e9caf2548cd21e3f4118.wav,ok,"네, 다이렉트로 가입이 어려운 고객님들도 오프라인으로 가입이 가능하게 도와드립니다. 사고가 많으신 분들도 걱정 없이 이용하실 수 있습니다!"
f9beb3ec1bf4109ac3a6aabdee2ffbd6e931bb4ece06dd7506e321b578446250,ko-KR,9.360,9.280,9.280,ko-KR/f9beb3ec1bf4109ac3a6aabdee2ffbd6e931bb4ece06dd7506e321b578446250.wav,ok,간단하게 안내드릴게요. 차집사와 제휴하시면 고객님께 광고비 지급 가능합니다. 문자로 자세한 내용 보내드릴게요. 감사합니다!
458673b79a8b765e3e98d48f593981a9dd4ed78184c26a669df197b96d0591f5,ko-KR,7.040,6.960,6.960,ko-KR/458673b79a8b765e3e98d48f593981a9dd4ed78184c26a669df197b96d0591f5.wav,ok,"네, 알겠⁠습니다. 관심 가져주셔서 감사합니다. 필요하실 때 언제든지 연락 주세요. 좋은 하루 되세요!"
a214a2d7852b72bb6b16889d2b1e1cee9eda220cd7eba228b0e6a7479865ba1e,ko-KR,7.086,7.020,7.020,ko-KR/a214a2d7852b72bb6b16889d2b1e1cee9eda220cd7eba228b0e6a7479865ba1e.wav,ok,"네, 알겠⁠습니다. 간단하게 카톡으로 내용 남겨드릴게요. 필요하실 때 연락주세요! 감사합니다."
9a018e1b9470f3c7c5e56a0a66273bcf5c547c51285d6a40061f8477a8d06eb3,ko-KR,6.980,6.900,6.900,ko-KR/9a018e1b9470f3c7c5e56a0a66273bcf5c547c51285d6a40061f8477a8d06eb3.wav,ok,처리 시간은 보통 1~2일 내로 진행됩니다. 고객님이 소개해주신 후 바로 확인 후 안내드리겠⁠습니다!
5802c1d1eea1775ae27a9dcc1e9e72c5d321ed246f634f9260c3612225e035c5,ko-KR,6.860,6.780,6.780,ko-KR/5802c1d1eea1775ae27a9dcc1e9e72c5d321ed246f634f9260c3612225e035c5.wav,ok,"수수료는 최대 7 퍼센트로, 기존 차량은 5 퍼센트입니다. 영업용 차량도 5 퍼센트 지급됩니다!"
7e0988f812117c20b954f54e72ed87fc0cb3eecd65570154be4207375240e02e,ko-KR,10.020,9.940,9.940,ko-KR/7e0988f812117c20b954f54e72ed87fc0cb3eecd65570154be4207375240e02e.wav,ok,"좋습니다! 그러면 고객님께서 자동차보험을 소개해 주시면, 성사 시 7 퍼센트를 익일에 지급해드릴 수 있습니다. 궁금하신 점 있으시면 말씀해 주세요!"
e18b32a0c2e57fc895e5d7bf6d451d03f1a08fe4c0529376939fce5dc3c30197,ko-KR,9.440,9.360,9.360,ko-KR/e18b32a0c2e57fc895e5d7bf6d451d03f1a08fe4c0529376939fce5dc3c30197.wav,ok,"네, 사고가 많아도 걱정하지 않으셔도 됩니다. 저희는 다양한 고객님들을 지원하고 있습니다. 관심 있으시면 자세한 내용을 문자로 보내드릴게요!"
1f8ab9da56f00153e651c682f5fdd45cb7b022c094a584f8518f693b89af4296,ko-KR,13.280,13.200,13.200,ko-KR/1f8ab9da56f00153e651c682f5fdd45cb7b022c094a584f8518f693b89af4296.wav,ok,"고객님이 저희에게 자동차 보험 가입자를 소개해 주시면, 그 고객이 보험에 가입할 때마다 최대 7 퍼센트의 수수료를 다음날 바로 지급해드립니다. 그리고 견적 의뢰만 주셔도 CU 상품권을 드려요!"
c61cc49b2a607cb61d2de04b1d31d5385b5951a43305211ce18b16d3fafb8797,ko-KR,4.640,4.560,4.560,ko-KR/c61cc49b2a607cb61d2de04b1d31d5385b5951a43305211ce18b16d3fafb8797.wav,ok,"네, 알겠⁠습니다. 그럼 나중에 다시 연락드릴게요. 감사합니다!"
c3f4f91f6325c600f793103f2fff75b722427e36d793139e8cee444cb9e23983,ko-KR,10.880,10.800,10.800,ko-KR/c3f4f91f6325c600f793103f2fff75b722427e36d793139e8cee444cb9e23983.wav,ok,"가입 조건은 간단합니다. 고객님이 보험 가입을 원하시면, 저희에게 고객을 소개해 주시면 됩니다. 차량 종류와 관계없이 모든 고객님께 연결이 가능합니다!"
84f9cadff3d96a03b0083aad9f2e088acfe31aab9ea7074b138cec39bc64ae0b,ko-KR,8.240,8.160,8.160,ko-KR/84f9cadff3d96a03b0083aad9f2e088acfe31aab9ea7074b138cec39bc64ae0b.wav,ok,"안녕하세요, 차집사 상담원입니다. 자동차보험 고객을 소개해주시면 광고비를 지급해드리는 제안입니다. 관심 있으신가요?"
fe2e26a1be3799a5844bfec41509394f84cbc6c346ef2d96364ff57e55eafa06,ko-KR,3.980,3.900,3.900,ko-KR/fe2e26a1be3799a5844bfec41509394f84cbc6c346ef2d96364ff57e55eafa06.wav,ok,"네, 알겠⁠습니다. 간단하게 홍보 문구 보내드릴게요. 감사합니다!"
