_id,question,answer
11,"가입한 대리점에서 보험금 청구를 해 줄 수 있나","가입한 대리점에서 보험금 청구를 대행할 수 있습니다. 다만 일부 보험사는 대리점이나 설계사를 경우하지 않고 직접 보험사로 청구하도록 되어 있기도 합니다. 대리점에서 보험금 청구절차를 대행하는 경우에는 대리점에서 가입자의 보험금 청구 내용을 확인하고 그에 따른 청구 절차와 필요 서류를 안내 드리며, 보험 혜택을 받으실 수 있도록 필요한 도움을 드립니다. 또한 접수해 주신 보험금 청구서류를 검토하여 보험사로 발송하며, 보험금 청구 진행 현황과 결과, 보험금 지급 내역 등을 확인하여 안내해 드립니다."
12,"보험기간 vs 보험료 납입기간","보험기간이란 보장 기간을 의미합니다. 이 기간 중에 보험사고 발생시 보험금이 지급됩니다.
보험료 납입기간은 보험료를 납입하는 기간으로, 보험기간과 동일할 수도 있고 다를 수도 있습니다. 납입기간이 짧을수록 보험료가 비싸집니다.
만일 보험기간이 10년이고 납입기간이 5년일 경우, 보험료를 5년만 내면 나머지 5년 동안은 보험료를 내지 않아도 사고에 대한 보장을 받습니다. 따라서 보험만기일이란 보험료 완납일이 아니고 보험기간 완료일을 의미합니다."
13,"최근에 가입한 계약을 취소하고 싶은데","가입한 보험상품의 계약취소는 가입시점으로부터 경과일수에 따라 아래과 같이 가능합니다.
가입일로부터 15일 이내
청약의 철회가 가능하며, 보험사별 청약철회절차를 거쳐 보험사로 철회 의사를 밝힐 경우 납입한 보험료는 모두 돌려 받을 수 있습니다.
가입일로부터 3개월 이내
가입과정에서 계약자가 자필서명을 하지 않았거나, 약관과 청약서 부본을 전달받지 못하였거나, 약관의 주요한 내용에 대한 설명을 제대로 듣지 못한 경우에는 계약을 취소(품질보증제도)할 수 있습니다. 보험사에서 정한 절차에 따라 계약취소요청을 한 경우에는 납입보험료를 모두 돌려받을 수 있습니다.
가입일로부터 3개월이 경과한 경우
계약무효 사유(피보험자의 자필서명 미이행 등)에 해당되는 경우가 아니라면 계약을 취소할 수는 없으며, 계약을 해지해야 합니다. 계약해지의 경우 납입보험료 중 해약시점의 해약환급금에 해당하는 금액만을 돌려받을 수 있으며, 해약시점이 1년 이내인 경우에는 환급액이 매우 작아지므로 보험료 손실이 커지게 됩니다."
14,"이사를 갔을 경우 주소 변경을 알려야 하나","계약자의 주소가 변경되었을 경우 계약자는 변경된 주소를 보험회사에 알려야 합니다. 변경된 주소를 알리지 않은 경우 보험회사가 알고 있는 최종의 주소로 알린 사항은 계약자에게 도달한 것으로 간주하므로 계약의 유지와 관련된 주요한 사항의 전달이 이루어지 않아 가입자가 불이익을 당해도 보험회사가 책임을 지지 않을 수 있습니다."
15,"주의해야 할 보험판매자 특징은","소비자는 판매자의 설명을 듣고 보험을 가입하는데 가입 내용이 옳은지 그른지를 사고가 난 뒤에야 아는 경우가 많습니다. 아래에서 주의해야 할 보험 판매자의 5가지 특징을 잘 알아두시기 바랍니다. (각 항목의 구체적인 내용은 관련자료의 '나쁜 보험판매자의 5가지 특징'을 참고하시기 바랍니다)
개인정보를 준 적이 없는데 연락이 온다.
평균 --%, 최고 --% 보험료가 싸다고 광고한다.
항상 경품을 제공하고 이벤트 행사를 한다.
특정 보험사가 좋다고 주장한다.
사고가 나면 '보험사의 전담 직원'이 도와준다고 말한다."
16,"보험금 언제 청구하고 필요한 서류는 무엇인가","현재 가입한 상품이 손해보험사의 의료실비보장 상품인 경우에 질병이나 상해로 인해 치료를 이미 받은 경우라면 언제든지 보험금을 청구하면 됩니다. 입원을 하고 있는 경우라면 입원 치료가 모두 끝나고 퇴원을 한 뒤 청구하고, 통원치료를 받고 있다면 치료가 모두 끝난 후 한꺼번에 청구하면 됩니다. 보험금 청구에 필요한 서류는 보험금청구서(다운로드 받아 사용할 수 있음), 초진챠트, 진료비영수증(약제비 영수증포함), 피보험자 신분증 및 통장사본 등입니다. 보험사마다 보험금 청구에 필요한 서류가 조금씩 다르므로, 보험을 가입한 설계사 또는 대리점에 확인하시기 바랍니다."
17,"2개월간 방문 수금을 하지 않아 실효되었는데","보험료를 2회 연체하게 되면 계약은 자동실효됩니다. 다만, 보험회사는 보험료 연체내용을 계약자에게 통지하여야 하며(이하 납입최고) 보험료 납입연체에 따른 납입최고기간은 보험료의 납입기일의 다음 날부터 납입기일이 속하는 달의 다음달 말일까지입니다. 그러나 회사의 방문수금 불이행 등 회사의 책임있는 사유로 인하여 계약자가 보험료를 납입하지 못하였을 경우 납입기일부터 3개월이 되는 날까지를 최고기간으로 합니다.
☞ 근거 : 생명보험표준약관 제12조(보험료의 납입연체시 납입최고와 계약의 해지)
 "
18,"가입금액을 줄였는데 차액이 환불되지 않는 이유는","[보험료 환급]
보험금액을 줄였는데 보험료 차액이 환불되지 않는 이유는 무엇입니까?
  보험금액을 줄일 때는 줄이는 부분 만큼을 해약환급금 계산방식에 의해 처리되므로
그 감액된 금액에 대한 해약환급금이 없는 경우는 차액이 발생되지 않아 지급될 금액
이 없으며 해약환급금이 발생하였다면 그 차액은 환불됩니다.
 "
19,"가입한 보험계약의 내용 변경 가능하나","원칙적으로 보험계약자는 보험기간중 보험회사의 승낙을 얻어 보험계약의 내용을 변경할 수 있습니다. 따라서 보험계약을 변경하고자 하는 경우에는 일정한 구비요건을 갖추어 동 내용을 보험회사에 통지 하고 회사의 승낙을 받은 후 보험증권에 배서를 받으면 보험계약의 내용은 변경됩니다. 단, 일반 보험계약의 내용변경과 달리 보험수익자 변경시 보험계약자와 피보험자가 다른 경우(타인생명의 보험계약)에 는 수익자 변경에 대한 피보험자의 동의가 있어야 합니다.
 "
20,"가입한 보험의 계약자 변경이 가능하나","물론 가능합니다. 계약자를 변경한다는 것은 보험계약상의 권리와 의무 일체를 다른
사람에게 승계하는 것으로서 계약자의 요청에 의한 임의승계와 계약자의 사망으로 인
해 상속인이 승계하는 법정승계가 있습니다. 임의승계는 계약자의 신청과 피보험자의
동의가 있어야 하며, 법정승계는 상속인이 다수일 경우 상속인들의 동의와 피보험자
의 동의에 의해 대표자 1인을 지정하여 계약자를 변경할 수 있습니다. 단, 교육보험,
개인연금, 꿈돌이사랑보험은 계약자 변경이 불가합니다.
(단, 임의승계시 계약자 변경요건이 충족되어야 처리됨)
 "
21,"감액 또는 특약 해약 처리를 다시 취소 가능하나","감액된 부분은 해약 처리된 부분에 대해서는 추후 취소가 불가합니다"
22,"같은 날 수술을 여러 가지 한 경우에도 각각이 수술비가 지급되나요?","
  동시에 두 종류 이상의 수술을 받은 경우에는 그 수술 중 가장 높은 급여에 해당하는 한 종류이 수술에 대해서만 수술급여금이 지급됩니다. 단, 동시에 두 종류 이상의 수술을 받은 경우라 하더라도 동일한 신체부위가 아닌 경우로서 의학적으로 치료목적이 다른 독립적인 수술을 받은 경우에는 각각의 수술급여금을 지급합니다.
 "
23,"갱신 관련 보험상품의 보험기간이 끝나면 어떻게 되나","특약만료일의 다음날 그 연령에 해당하는 보험료로 자동갱신이 됩니다.
만약, 유지하실 의사가 없으시다면 갱신정기특약만 해약이 가능하며, 특약해약과 동일한 서류를 구비하시어 우편 또는 지점/본사에 방문하시면 처리가 가능하십니다."
24,"계약내용을 변경하고 싶은데","[보장내용 변경]
보험계약 당시의 확인사항 및 보험기간중의 변화 또는 계약자의 신청에 따라 회사가
가능한 범위내에서 계약내용을 정정, 변경해 드립니다.
*정정의 대상(입력착오 내용을 정정하는 경우)
- 계약사항 정정, 성명이나 주민번호 정정, 보험가입사항 정정  
*계약사항의 변경(계약자의 신청에 의해 변경)
- 계약자/수익자를 다른 사람으로 변경 - 보험 금액의 감액 또는 특약을 해약하는 경우 - 보험기간 및 납입기간, 납입방법을 변경하는 경우  
*계약내용 변경의 제한
- 보험금액의 증액 및 특약을 중도에 가입하는 것 - 보험기간을 연장하는 것 - 계약일자 및 피보험자를 변경하는 것(피보험자는 일체 정정이 불가함)※단, 붕붕상해, 안전벨트, 새단체정기보험은 가능. - 효력상실중이거나 지급 개시중인 계약을 변경하는 것  - 약관대출 중인 계약의 납입기간, 보험금 감액 등 준비금이 변하게 되는 변경과 계약자의 변경 - 개인연금, 꿈돌이사랑보험, 교육보험은 계약자 변경 불가"
25,"계약사항 변경할 때의 제한사항은 어떻게 되나","[보장내용 변경]
- 보험가입금액의 증액 및 특약의 중도 부가
 - 계약일자 변경(단, 약관 규정에 의한 변경은 가능함)  
- 피보험자의 변경(개인연금, 교육보험, 꿈돌이사랑보험은 계약자 변경이 불가)
- 효력상실중인 계약(부활을 전제로 할 경우 변경 가능)  
- 보험금 지급개시중인 계약의 변경  
- 약관대출중인 상태에서 납입기간의 변경, 준비금이 변하는 보험금감액, 계약자 변경(약관대출승계시는 변경가능함)  "
26,"계약전환시 문제점 및 유의사항","최근 다양한 형태의 신상품이 많이 개발되면서 기존 상품을 소멸시키고 새로운 계약으로 전환하는 경우가 많은데, 이 때 우선적으로 고려해야 할 점은 다음과 같습니다.
보험의 특성상 보험료가 연령과 비례하기 때문에 기존 상품을 가입할 때와는달리 인상된 보험료를 납입하는 경우가 많습니다.
같은 회사에서 계약을 전환한다 하더라도 기존 계약은 해약처리되므로 이미납입한 보험료를 보장하지 않습니다.  
계약 전환시 기존 계약과 신계약의 중요사항 즉, 보험료, 기간, 주요 보장내용,보험금액 및 환급금액, 예정이율 및 보험회사의 면책사유 및 면책사항 등 계약기본사항을 비교하여 과연 기납입보험료 일부 손해를 감수하더라도 전환을 하는것이 유리한지를 판단하셔야 합니다.
기존 계약을 미리 해약하고 신계약을 청약하는 경우에 특히 보장성보험의경우 새로운 계약의 청약이 거절되는 경우가 있는데, 기존 계약유지 중 병력이있는 피보험자의 경우라면 특히 신중히 결정해야 합니다."
27,"만기일자 연장이 가능하나"," 만기일자는 연장이 불가능합니다.
만기환급금이 있으신 경우 만기일자에 만기환급금을 신청하시고, 환급금이 없으신 경우 보장이 끝나게 됩니다."
28,"며칠 내 해지하면 원금을 다 찾을 수 있나","가계성 보험에 대하여 계약자는 청약일로부터 15일이내에 청약철회를 할 수 있으며 회사는 3일이내에 납입보험료 전액을 환급하여 드립니다.하지만 이 기간이 경과한다면 가입하신 보험의 약관대출이율로 계산한 이자를 더하여 드립니다."
29,"배당과 무배당 상품의 차이점은?","[보험가입>상품특성]
보험상품은 크게 보험계약자에게 배당을 해주는 배당보험과 배당을 하지 않는 대신 동
일한 보험료로 더 큰 보장을 받을 수 있는 무배당 보험으로 구분됩니다. 여기서 배당
이란, 보험계약자로부터 납입된 보험료를 보험회사가 경영을 한 후 발생한 차액을 보
험 계약자에게 환원해 주는 것으로, 은행의 예치금에 대한 이자나 주식의 이익배당과
는 본질적으로 성격을 달리하는 것입니다. 배당상품은 사후(死後)적으로 가격이 결정
되는 시스템이라 한다면, 무배당상품은 사후에 정산하는 개념의 불확실한 미래의 배당
을 없애는 대신 경영효율을 정확히 예측함으로써 사전적으로 합리적인 보험료를 제시
하는 보험이라고 할 수 있습니다.
"
30,"보험가입금액을 변경할 수 있나","보험가입금액을 증액하시려면 추가로 보험에 가입하셔야 하지만 현재의 보험가입금액
을 감액하시는 것은 가능합니다. 보험가입금액 감액은 계약자에게 보험료 부담을 경감
시켜 계약을 유지할 수 있도록 도움을 드리고자 하는데 그 취지가 있으며 감액된 부분
은 해약한 것으로 처리하여 해약환급금을 계약자님께 지급해 드립니다.
 "
31,"보험기간 종료 후, 만기보험금 수령 전 보험사고는 보상되나","보험기간이 종료되었으나 만기보험금은 아직 찾아가지 않은 상태에서 사고가 났을 경우 보장 받을 수 있습니까?
  보험기간이 종료되면 무배당보험을 제외하고는 가입자는 만기보험금을 수령할 수 있습니다. 보험기간이 만료된 이루에 만기보험금을 수령하지 않은 때에는 해당기간에 대해 예정이율에 1%를 가산하여 연단위 복리로 계산한 이자를 지급합니다.
그러나 보험기간이 종료되면 보험계약의 내용에 따른 보험회사의 책임이 소멸되는 것이므로 보험기간이 종료된 후 만기보험금 수령 전에 발생한 사고는 보험회사에서 보상하지 않습니다."
32,"보험기간과 보험료 납입기간을 변경하고 싶은데","보험기간의 연장은 불가하며, 납입기간의 연장과 단축은 가능합니다.
  <납입기간의 연장 가능조건>
1. 계약일로부터 3년 이상 유지하고 현재 보험료를 납입중인 계약
2. 변경 후 계약사항이 신계약 가입기준에 적합한 계약
3. 변액종신, 변액유니버설보험의 주계약을 제외한 개인,단체보험
 "
33,"보험기간은 어느정도가 적당합니까?","가입자의 상황에 따라 다를 수 있습니다만 대개는 사고가 가장 많이 발생할 가능성이 있는 기간을 포함하는 것이 좋습니다. 만약 보험기간이 짧다면 보험금을 받을 확률은 낮고, 만기 후 원금 정도의 환급금만을 받을 수 밖에 없기 때문에 (보장기간이 한정되어 있는 보험보다는 만기가 따로 없이 종신까지 보장되어 언젠가는 보험금이 지급되는 종신보험이 더 합리적이라고 할 수도 있습니다.)
그러나 납입하는 보험료나 유지할 수 있는 능력 등 다양한 요건을 충분히 생각한 후 결정해야 할 것입니다."
34,"보험료 납입 못해 실효되었는데 부활 가능하나","보험료 납입연체로 인해 계약이 해지되었으나 해약환급금을 받지 아니한 경우 계약자는 해지된 날로부터 2년 이내에 회사가 정한 절차에 따라 계약의 부활을 청약할 수 있습니다. 보험회사가 이를 승낙한 때에는 부활을 청약한 날까지의 연체보험료와 연체이자를 더하여 납입하여야 합니다."
35,"보험료 납입기간을 줄일 수 있나","보험료 납입기간이 너무 긴 것 같아 기간을 줄이고 싶어요 가능한지요?
    보험료 납입기간 단축은 가능합니다.
더불어 보험금의 감액등도 가능함을 알려드립니다.
   "
36,"보험료 납입면제란 무엇인가","보험상품마다 적용여부에 차이가 있으나 피보험자가 입원, 상해사고 등 보험사고가 발생한 경우 보험료의 납입을 면제해주는 것을 말합니다. 그러나, 보험계약은 유효합니다. 해당되는 보험의 경우 안내장에 '차회 이후 보험료 납입면제'라고 안내되어 있습니다."
37,"보험료를 미리 납부하면 할인 혜택이 있나","보험료를 미리 납부하고 싶습니다.
  보험 계약자가 3개월분 (당월 포함시 4개월분) 이상의 보험료를 미리 내는 경우를 선납이라 일컫습니다. 이때는 해당 보험 계약의 예정 이율에 따른 할인 혜택을 받을 수 있습니다. 선납은 담당FP를 통해 신청하거나, 가까운 지점(C/S센터)을 방문해서 신청하시면 됩니다."
38,"보험료를 선납하는 경우 보험료 할인은 어떻게 되나","[보험료 절약]
  보험계약자가 보험료를 3개월 이상 선납하시는 경우 보험료는 예정이율에 의해 할인
이 됩니다. 자세한 할인 금액은 담당자에게 문의하시면 확인하실 수 있습니다.
   "
39,"보험은 언제 가입하는 것이 좋은가요?","보험은 연령에 따른 사망확률에 따라 보험료가 결정되므로, 보험을 계속 유지할 수 있는 수입이 있는 사람이라면 젊을 때 가입할수록 월 보험료와 총 보험료가 저렴합니다."
40,"보험을 해약할 때 반드시 계약자 본인이 해야 하나","보험 해약은 반드시 보험료를 납부하고 있는 계약자 본인이 해야 합니다. 만약 계약자 본인이 오지 못할 경우가 생긴다면 직계 존비속에 한하여 해약할 수 있습니다. 이 때에는 계약자의 인감증명서, 인감도장이 필요합니다. 그 외의 서류로는 보험증권, 통장, 대리인의 신분증 등이 있습니다."
41,"보험회사가 파산했을 때 보호받을 수 있나","[보험료>보험료 환급]
보험회사가 파산했을 때 계약자 보호제도(예금자 보호법)에 대해 알고싶습니다.
      예금자 보호법에 의해 보험회사가 파산등의 이유로 고객에 대한 보험계약상의 채무를 이행할 수 없을 경우 예금보험공사가 이를 대신하여 지급해 드립니다.
보호되는 보험계약  - 개인의 보험계약, 법인의 보험계약중 퇴직보험계약
 보호되지 않는 보험계약  - 퇴직보험을 제외한 법인의 보험계약, 보증보험계약, 재보험계약, 실적배당형 상품  
보호금액  - 해약환급금(또는 사고보험금이나 만기보험금)에 기 타 지급금을 합한 금액이 5천만원까지 보호됩니다.- 소정의 이자는 약정이자와 예금보험공사가 시중은행 1년만기 정기예금의 평균금리를 감안하여 결정한 이자중 액수가 적은 금액을 의미합니다.  
 "
42,"부부형 계약에서 개인형으로 변경할 수 있나","최초 가입은 부부형(가족형)이었으나 이혼등의 사유로 피보험자 자격을 상실하게 된
경우 동일상품의 개인형으로 변경을 해 드릴 수 있습니다. 단, 개인형으로 변경시 보
장금액이 증가하게 되어 위험이 증가하는 경우 변경당시 계약선택규정에 의거하여 변
경심사를 하게되며 이 때 수용이 불가한 경우 변경은 처리되지 않습니다.
 "
43,"부활(효력회복)계약의 효력은 어떻게 되나","[실효 및 부활]
부활이 승낙된 계약은 일반적으로 해지(효력상실) 이전과 동일한 보험혜택을 받을
수 있으나 최초 계약시점과 비교하여 피보험자의 환경이 변화한 경우 부득이하게 부
분해약 및 특약 해약을 하는 경우 부활시점에 약정된 보장만큼만 보장 받으실 수 있
습니다. 또한 책임개시일은 부활(효력회복)보험료를 납입한 이후부터 적용되며 암보
험등 부담보기간이 설정된 상품의 경우 부활(효력회복)보험료 납입일로부터 해당기간
(90일 등)이 경과한 후에 적용됩니다.
 "
44,"비교견적사이트에서 보험을 가입하는 것은 괜찮나","정보통신망이 발달하면서 인터넷 사이트를 이용한 보험거래량이 계속 증가추세에 있습니다. 이에 따라 비료견적 사이트나 대리점 사?鉗??많이 마주치게 되실 겁니다.
이들 사이트들은 대부분 여러 보험사의 대리점 자격으로 인터넷 보험을 판매하고 있기 때문에 가입하시는데 문제가 없습니다.
다만, 사이트에서 가입하실 때, 사업주체에 대한 정보가 제공되는지 (사업등록번호, 대리점 번호, 연락처 등) 확인하시고, 계약 후에는 보험증권이 정확하게 발급되었는지 확인하시는 것이 만일에 대비하는 방법일 것입니다.
종종 자격이 없는 상태에서 인터넷 보험이 판매되는 경우가 생기고 있기 때문입니다. 특히, 과다한 경품이나 큰 폭의 보험료 할인 등을 내세우며 보험판매를 하는 경우에 주의하시기 바랍니다."
45,"산업재해공단과 중복보상받을 수 있나","문의하시는 상품이 실손의료비를 보장하는 상품이라면 상해에 한해서는 산재사고나 자동차사고로 인해 각각 산재보험과 자동차보험으로 치료비를 보상받았다고 해도 치료비의 50%까지 보장을 받을 수 있습니다. 다만 보장항목 중 (일반)상해의료(실)비보장으로 선택하여 가입하셔야합니다. 상품에 따라서는 상해입원의료비와 상해통원의료비보장만 있고 (일반)상해의료비보장이 없는 경우도 있습니다. 만약 상해입원의료비와 상해통원의료비가 상해의료비와 함께 있는 상품이라면 두 가지 보장을 동시에 가입할 수 없으며 한 가지만을 선택하여 가입하셔야 합니다."
46,"설계사 통장으로 보험료 납입은 괜찮나","보험설계사는 보험계약의 체결을 중개하는 자로서 보험료 수령권이 없습니다. 따라서 설계사에게 보험료를 납입하는 방문수금의 경우는 반드시 회사발행의 영수증을 발급받아야 하며, 설계사 개인통장으로의 이체는 보험료 납입지연으로 인한 실효, 보험료 횡령 등의 우려가 있고 개인통장의 기록이 보험료 납입을 증명할 수는 없습?求? 가급적 계약체결시 보험료 납입방법을 자동이체로 선택하시는 것이 만일의 사고를 예방하는 길입니다."
47,"섬유선종 수술 후 보험 가입 가능한가","우선, 기존에 가입하신 (지금 해약하시려고 하는) 보험사에 가입할 당시 섬유선종을 알리신 것이 아니고, 추가로 소견서를 요청했는데 귀하께서 응하지 않으셨다면 전산상의 보험가입경력에서는 기록이 남아 있지 않을 것입니다.
녹취내용은 다른 보험사간에 공유는 불가능합니다. 하지만 귀하의 경우 다른 보험을 가입하실 경우에도 섬유선종 같은 병력은 고지를 하셔야 합니다. 고지의무위반시에는 나중에 보험회사 측에서 보험을 해지한다거나, 보험금을 지급하지 않아도 될 사유가 되기 때문입니다.
섬유선종으로 수술받으신 적이 있으시면 일정기간은 보험 가입이 어렵습니다. 그리고 일정기간이 지난 후에 보험가입을 할 수는 있지만 섬유선종을 보장하는 보험은 가입이 ?佇틱윱求? 보험에 가입하시려면 섬유선종을 부담보로 설정해서 가입하실수 있습니다. 여기서 부담보란 보험혜택을 받지 못한다는 것입니다.
부담보 기간은 보험사에 따라서 다르며 일정기간 또는 전기간이 될 수도 있습니다."
48,"이혼한 경우 부부형 상품의 피보험자를 변경할 수 있나","부부형보험의 경우 호적상 또는 주민등록상 배우자가 종피보험자 자격이 있습니다. 그러므로 이혼을 하게되면 이혼전의 배우자는 종피보험자의 자격을 상실하고 재혼하면 재혼한 배우자가 종피보험자의 자격을 취득하게 됩니다. 이 경우 보험계약자는 종피보험자의 변경사실을 보험회사에 알리고 승낙을 받으면 종피보험자를 변경할 수 있습니다. 다만, 이혼 전 보험사고로 인해 전 배우자가 제 1급장해나 사망으로 보험금을 수령한 때에는 재혼한 배우자는 종피보험자가 될 수 없습니다."
