_id,question,answer
16,"경미한 사항도 어린이보험 가입시 제한되나","어린이보험의 경우 성인에 비해 보험가입 심사가 훨씬 까다로운 편입니다. 따라서 경미한 질병이나 상해라 할지라도 바로 보험가입이 어려운 경우가 많습니다. 손해보험 상품의 경우에는 감기로 하루 통원치료를 받은 경미한 사항이라도 최근 치료인 경우 치료 후 1개월간은 보험에 가입할 수 없을 정도입니다. 보험사에 따라서 보험에 가입할 수 없는 기간이 달라지긴 하지만 실제 치료를 받지 않았다고 하더라도 보험사에서 질병의 우려가 있다고 판단하는 경우에는 일정기간의 유예기간을 두는 것이 보통입니다. "
18,"수신증 치료 후 어린이보험 가입이 가능하나","수신증의 경우 완치 후 1~2년 가량 경과 후 발병원인, 고혈압 및 신기능 검사결과가 포함된 소견서(보험사에 따라 필요로 하는 항목이 달라질 수 있음)를 첨부하셔서 보험사에 인수 여부를 확인하여야 합니다. 다만 완치 이후 치료력이 없어야 하며, 보험사에서는 제출한 서류상 이상이 없을 경우에는 요로 및 신장 부위의 부담보(요로 및 신장부위에 발생한 질병은 보장하지 않는 조건)로 계약을 인수할 수 있습니다. (부담보는 특정질병이 아닌 특정부위로만 가능함) 하지만 정확한 가입여부는 보험사에 청약을 해 보아야 알 수 있기 때문에 전문가와 상의하는 것이 좋습니다."
20,"가와사키 병력이 있는 경우 어린이보험 가입이 가능하나","특정 질병에 따른 인수지침은 보험사에 따라 다릅니다. 가와사키병의 경우 보험사에 따라서 가입을 거절하는 곳도 있고, 치료기간과 완치여부에 따라서 일정기간 이후에는 심사 후 가입이 가능한 보험사도 있습니다"
21,"교통사고 시 어린이보험과 자동차보험에서 중복보상 되나","질병이나 상해로 인한 통원치료비를 보장받기 위해서는 손해보험 상품을 가입하셔야 합니다. 손해보험의 입원 및 통원의료비 보장에서는 자동차사고시 자동차보험에서 치료비를 보장받았다면 치료비를 중복하여 보장하지 않습니다. 하지만 입원 및 통원의료비가 아닌 상해의료비보장으로 가입하면 자동차사고로 인한 치료비 중 50%는 추가로 보상받을 수 있습니다. "
24,"상처 10바늘 꿰맨 치료비도 어린이보험 보험금 청구가 되나","상해관련 사고로 4일 이상 입원하지 않았다면 일반적으로 보험금이 지급되지 않습니다. 다만 어린이 입원, 통원치료 특약에 가입하셨다면 통원비가 지급될 수 있습니다. 정확한 금액은 가입조건에 따라 다르므로 증권번호를 통해서 해당 보험사에 확인하시기 바랍니다."
27,"폐렴 완치 후 언제부터 어린이보험 가입이 가능한가","치료기간과 내용에 따라 가입이 가능한 시점이 달라집니다. 통상 폐렴으로 일주일 정도 입원했다면 완치 후 적어도 3개월 이상이 경과해야 어린이보험의 가입이 가능합니다. 다만 정확한 것은 청약 후 보험사의 심사를 받아 보아야 알 수 있습니다."
28,"황달로 2일 입원했던 아이는 어린이보험 가입이 가능한가","출생 후 황달로 치료를 받은 경우 완치 후 적어도 3개월에서 6개월 정도(손해보험의 경우 6개월 이상 경과되어야 합니다)의 기간이 지나야 어린이보험을 가입할 수 있습니다."
29,"어린이보험은 만기환급률이 높은 상품이 유리하나","만기환급률이 높은 상품을 선택하십시오. 보험료 환급형 상품을 가입할 땐 꼭 만기환급률을 확인하십시오. 만기환급률이 100%인 보험사도 있지만, 일부 보험사는 10% 혹은 60~70%에 불과한 경우도 있습니다. 만기환급률이 10%인 보험사는 매월 보험료에 10배를 곱해야만 만기환급률이 100%인 보험사와 동등한 조건으로 보험료가 비교될 수 있습니다. 매월 내는 보험료의 절대 금액만 비교하지 말고 만기환급률에 따른 환급금도 비교해야만 손해를 보지 않습니다."
30,"천식을 앓은 적이 있는데 어린이보험 가입이 가능하나","어린이보험의 경우 성인에 비해 보험가입 심사가 훨씬 까다로운 편입니다. 자녀가 천식을 앓은 적이 있다면 어린이보험 가입이 어렵습니다. 특히  현재 치료 중이라면 더욱 가입이 힘듭니다."
31,"어린이보험에서 입원비는 몇일째부터 지급되나","손해보험사의 상품이냐 생명보험사의 상품이냐에 따라 달라집니다.
손해보험사는 입원한 당일부터 질병및 상해입원비(일당)를 지급합니다.
생명보험사는 입원한 후 3일초과4일째부터 일당을 지급합니다."
32,"어린이보험 가입시 최대한 보험료를 저렴하게 하는 방법은","납입보험료 부담을 줄이기 위해선 생명보험 상품은 순수보장형(또는 부분환급형)으로, 손해보험상품은 적립보험료를 최소화 할 수 있는 상품으로 선택하시는 것이 좋습니다"
35,"선천성 질병인 아이는 암, 재해 보장 보험에 가입이 가능하나","어린이보험의 경우 태어나기 전에는 실제 보장하는 대부분의 보장내용에 대한 혜택을 받을 수 없음에도 불구하고 태아 때부터 가입을 하는 이유는 선천성질환에 대한 보장을 위해서입니다. 보험사별로 인수지침이 다르긴 하지만, 현재로서는 선천성심장병으로 진단을 받고 수술을 하였다면 추후 완치판정을 받는다고 해도 질병보장을 주로 하는 어린이보험의 가입은 어려운 것이 사실입니다. 하지만 보험사가 보험가입을 승인하는 기준은 얼마든지 달라 질 수 있으므로 앞으로도 계속 가입이 불가하다고는 볼 수 없습니다. 암을 보장하는 암보험이나 상해(재해)만을 보장하는 상해보험의 경우 병력의 고지 후 보험사의 심사를 거쳐 가입이 가능할 수 있습니다. 다만 어린이보험을 제외한 대부분의 보험상품은 만15세부터 가입이 가능합니다."
36,"친권자란의 서명을 보험계약 담당자가 하면 어떻게 되나","친권자란에 자녀의 아버지가 들어가야 한다면 자녀의 아버지가 직접 작성하고 서명하는 것이 맞습니다. 따라서 보험사 계약담당자가 직접 기입하는 것은 잘못된 것이며, 추후 보험사고시 문제가 발생할 수 있습니다."
37,"어린이보험에서 한방치료비용도 지급하는가","손해보험사의 실손의료비 보장 상품의 경우 한의원이나 한방병원에서의 치료도 동일하게 보장 받을 수 있습니다. 다만 입원치료비에 한하며 통원치료비는 보상받을 수 없습니다.(일반상해의료비를 가입한 경우에는 상해에 한해 통원치료비 보상도 가능합니다)"
38,"어린이보험에서 보장하는 조혈모세포이식이란","조혈모세포란 적혈구, 백혈구, 혈소판을 만드는 어머니세포로서, 정상인의 골수혈액에 약 1% 존재합니다. 많은 항암제와 전신 방사선 치료를 하게 되면 조혈모세포가 모두 파괴되기 때문에 정상 혈액세포가 복구 불가능한 상태가 됩니다.
조혈모세포이식이란 타인의 조혈모세포를 투여 받거나, 또는 저장되어 있던 본인의 조혈모세포를 투여받는 것을 말합니다. 투여받은 세포는 환자의 골수에 생착되어 정상 혈액세포를 다시 만들 수 있게 하여 주는 것입니다. 소아 암 환자 중에서 급성림프구성백혈병의 고위험군과 재발된 경우, 급성 골수구성 백혈병, 악성 림프종의 재발시, 진단 당시 많이 진행된 신경모세포종을 비롯한 고형종양(고형종양에는 신경모세포종 이외에 뇌종양, 횡문근육종, 유윙육종, 골육종, 배모세포종 등이 포함됨)과 재발된 고형종양 등이 조혈모세포이식술 시행의 대상 환자입니다."
41,"어린이보험에서 입원의료비의 한도는","실손의료비를 보장하는 손해보험사 어린이보험 상품은 질병 입원의료비의 보장한도가 대부분의 경우 800만원입니다. 또한 800만원도 입원실료, 입원제비용, 수술비로 구분되어 각각 한도금액이 정해져 있습니다. 이러한 상품의 경우 본인부담액의 80%까지만 의료실비를 보장하며, 통원의료비도 보장하지 않습니다. 하지만 일부 상품의 경우 입원의료비를 3,000만원 한도로 본인부담액 전액을 보장합니다. 이러한 상품의 경우 통원의료비까지도 보장하지만, 입원비 일당이나 골절 및 화상으로 인한 진단금을 함께 가입할 수 없도록 설계되는 것이 일반적이어서 반드시 더 유리하다고 볼 수는 없습니다."
42,"어린이보험에서 학교폭력 사고도 보상하나","폭력피해위로금보장 등이 포함된 어린이보험에 가입했다면 보장을 받을 수 있습니다. 다만 보험금을 신청할 때 관할경찰서의 '폭력행위 확인??를 증빙 서류로 첨부해야 됩니다. 그러므로 경찰서에 신고할 만한 사고는 아니고 단순히 아이들끼리 싸우다가 맞은 경우라면 보상받을 수 없습니다. 즉 보험금을 청구하기 위해서는 먼저 관할경찰서에 신고를 해야 됩니다."
43,"생명보험과 손해보험을 패키지로 가입하는 것은","생명보험 상품과 손해보험 상품 중 한가지만을 가입하는 경우에는 손해보험상품을 가입하는 것이 좋으며, 손해보험상품에 가입하는 것만으로도 충분한 보장이 가능합니다. 다만 손해보험상품은 치료비가 많이 드는 다발성소아암에 대한 진단금이 최고 5천만원 정도이므로 소아암에 대한 든든한 보장을 원하는 경우에는 최대 1억원까지 소아암 진단비를 지급하는 생명보험상품을 추가로 가입하는 것이 좋습니다.
  생명보험상품과 손해보험상품 모두 가입할 경우 보험료 부담이 커지게 되므로 가급적 손해보험 상품은 적립보험료를 최소화 하고, 생명보험상품은 순수보장형이나 만기환급률이 낮은 형으로 가입하는 것이 좋습니다."
45,"폐동맥협착증인 아이도 어린이보험 가입이 가능한가","폐동맥협착증의 경우 일반적으로 보험가입이 어려운 질병입니다. 일부 보험사의 경우에는 어린이가 취학 및 수술을 한 경우 수술 후 2~3년 가량 경과기간이 지난 후에 소견서 첨부하여 심사할 수 있습니다.(다만 소견서 내용에 따라 가입이 거절될 수도 있습니다) 정확한 가입여부는 피보험자의 인적사항 및 정확한 병력사항을 확인하여 보험전문가와 상의하는 것이 좋습니다."
46,"어린이보험에서 의료비는 얼마나 지급받나","손해보험상품의 경우 약관상 보상하지 아니하는 손해로 분류된 일부 질병(성병, 치과질환, 항문질환 등)을 제외하고는 모든 질병에 관하여 실손의료비를 보장합니다. 보장하는 의료비는 입원의료비와 통원의료비이며 입원의료비의 경우 최고 3,000만원(보험상품에 따라 보장금액이 다름)을 한도로 실제 본인부담액을, 통원의료비의 경우 회당 10만원(보통 5천원을 자기부담금으로 공제)을 연간 30회를 한도로 보장합니다. 따라서 통원의료비가 보장되는 상품에 가입하셨다면 감기 등의 가벼운 질병으로 입원하지 않고 통원치료를 한 경우 병원치료비와 약제비(의사의 처방전에 의한 것만 해당)를 통원 1회당 10만원(5천원 공제)을 한도로 보상 받을 수 있습니다."
49,"어린이보험에서 생명보험과 손해보험 어느 쪽이 좋은가","어느 쪽이 더 좋다, 나쁘다고 말할 수 없습니다.
암 및 중대질병의 진단금, 범죄피해의 위로금, 사망 및 후유장해의 보험금은 생명보험사든 손해보험사든 보험가입시에 정한 금액을 지급합니다.
질병 및 재해의 치료관계비를 지급하는 방식은 생명보험사와 손해보험사가 서로 다릅니다. 생명보험사는 실제 치료비에 관계없이 일정한 금액을 지급하며, 손해보험사는 보험가입금액 한도 내에서 실제 치료비를 지급합니다.
따라서 생명보험사와 손해보험사의 상품을 묶어서 패키지로 가입하는 경우도 많이 활용되고 있습니다."
50,"중이염으로 3개월 통원치료시 어린이보험 가입이 가능하나","보험의 가입은 가능하지만 당장은 어렵습니다. 3개월 가량 치료하셨다고 하니 완치후 6개월 가량 지난 후 소견서를 제출하고 보험사의 심사를 받아보셔야 합니다"
53,"저체중아가 가입가능한 어린이보험 상품이 있나","저체중아에 대한 보험사의 계약인수는 상당히 까다로운 편입니다. 계약심사가 가능한 시기는 생명보험사 중 빠른 보험사도 2년 이상이며, 손해보험사의 경우 5년 이상이 대부분입니다. 또한 심사를 위해서는 피보험자의 발달이나 성장에 이상이 없음을 증명할 수 있는 소견서 등이 첨부되어야 합니다. 하지만 이와 같은 절차를 거친다고 해도 가입을 거절당할 수 있기 때문에 가입여부에 대한 명확한 답변을 드리기 어렵습니다. 이처럼 어린이보험은 출생시 저체중아로 태어나거나 출생하자마자 질병으로 치료를 받는 경우 보험가입에 제한이 많습니다. 따라서 어린이보험은 가급적 태아일 때 가입하는 것이 좋습니다."
56,"어린이보험은 무엇을 보장하나","어린이보험에 가입하면 자녀를 출생 전의 태아 때부터 15~30세가 될 때까지 각종 질병 및 상해 위험으로부터 보호할 수 있습니다. 어린이보험의 주요 보장항목은 아래와 같습니다. 다만 아래 내용은 모든 상품의 보상 내용을 종합한 것이므로 보험가입자가 선택하는 상품의 종류와 가입 조건에 따라 보상 여부 및 보험금이 달라질 수 있습니다.
질병
상해
암
골절, 영구치 손실 및 화상
범죄 피해
후유장해 및 사망
배상책임
태아 및 산모의 위험"
58,"어린이보험료는 성별에 따라 차이가 있나","어린이보험의 보험료도 성별에 따라 차이가 있으며, 남아가 여아보다 보험료가 비쌉니다. 따라서 성별이 결정되지 않은 태아때 어린이보험을 가입하는 경우 보험료가 비싼 남아기준으로 가입하며, 출생시 여아인 경우에는 차액보험료만큼 보험료가 감소(생명보험)하거나 적립보험료로 대체(손해보험)합니다. 그러나, 일부 보험사의 경우 태아 때 남아기준으로 가입 후 여아가 태어날 경우 오히려 보험료를 추징하는 경우도 있습니다."
59,"어린이보험에서 집단따돌림(왕따)도 보상받을 수 있나","타인의 폭력이나 집단따돌림(왕따)에 의해서 정신과 치료를 받은 경우에 보험가입금액 한도 내에서 치료비를 보상받을 수 있습니다. 단순히 왕따를 당했다거나 현재 당하고 있다는 주관적인 판단이나 목격자 진술 등으로 보상을 받을 수 있는 것은 아닙니다. 반드시 정신과 치료를 받은 경우에만 보상을 받을 수 있습니다."
60,"어린이보험의 입원비 보상에서 손보와 생보의 차이는","생명보험 상품의 경우 3일초과 1일당 가입금액에 입원일수를 곱한 금액을 입원일당으로 지급합니다. 따라서 3일 이내로 입원한 경우 입원일당은 받을 수 없습니다. 하지만 대부분의 손해보험 상품은 입원일당을 입원 당일부터 지급합니다.(180일 한도)  따라서 손해보험사의 어린이 보험에 가입하면 입원 당일부터 입원비(일당)를 보장받을 수 있습니다."
61,"어린이보험에서 컴퓨터 관련 질환도 보상되나","그렇습니다. 컴퓨터로 인하여 근육장애, 녹내장, 결막장애 등이 발생했다는 것을 진단서에 확인해 주는 경우 보상해 드립니다."
62,"이혼한 경우 배우자 모르게 어린이보험 가입이 가능하나","친권자인 경우에는 어린이보험 계약이 가능하지만, 계약시 증빙서류(호적등본)를 첨부하여야 합니다. 일부 보험사는 증빙서류 없이 청약서에 이혼 여부와 친권자인지 여부만을 기재하는 것으로도 가입이 가능합니다. 친권자가 아니라면 친권자의 동의가 있어야 합니다. 물론 이 때에도 증빙서류가 포함되어야 합니다. 만일 친권자의 동의없이 어린이보험계약을 체결한다면 추후 보험금 지급에 있어 문제가 발생할 수도 있습니다."
63,"25세까지 보장되고 사망도 보장되는 어린이보험 상품이 있나","어린이보험은 상?걀?따라서 25세 이후까지도 보장이 가능합니다.(특히 생명보험 상품의 보장기간이 상대적으로 깁니다) 다만 보험계약법에서 만15세 미만의 어린이의 사망을 보험사고로 한 보험계약은 무효라고 규정하고 있기 때문에 어린이보험의 경우 만15세 이전에는 사망보험금이 전혀 없거나 있어도 아주 작습니다."
64,"어린이보험에서 특약으로 주요 보장을 하는 상품은 어떤가","특약을 가입해야만 주요 보장을 받을 수 있는 상품을 피하는 것이 좋습니다. 어린이보험의 만기환급금은 대부분 주계약에 대한 보험료에 대해서만 적용하고, 특약에 대한 보험료에 대해서는 적용하지 않습니다. 따라서 특약을 많이 가입해야만 여러가지 보상을 받는 상품은 만기환급금이 적을 수 밖에 없습니다. 일부 상품은 주계약에 주요 보장항목의 일부만 배치하거나 보장금액을 낮추어 놓고, 다양한 급부라는 미명 아래 특약에서 보장항목이나 보장금액을 확장할 수 있도록 구성되어 있습니다. 이런 상품을 잘못 선택하면 특약 보험료를 환급받지 못하므로 큰 손해를 보게 됩니다."
66,"어린이보험 보험료를 미리 납부하면 할인받나","어린이보험 가입 후 보험료를 3개월분 이상 미리 납입할 경우 선납 할인혜택을 받을 수 있습니다. 다만 선납으로 인한 할인혜택은 보험료를 미리 내는 것에 따른 이자율 할인을 받는 것이므로 가입자에게 크게 유리한 것이라고 보기는 어렵습니다."
67,"어린이보험료는 보험사의 사업비 따라 달라지나","사업비란 보험사의 직원 봉급, 광고비, 설계사 수당  및 그 외 운영비 등을 말합니다. 사업비는 소비자가 내는 보험료에 포함되므로 사업비가 적은 보험상품은 당연히 보험료도 쌉니다. 보험료에는 사업비가 적게는 22.22%에서 많게는 67.62%까지 포함되어 있습니다. ("생보사 주요상품 예정사업비율", 머니투데이 2004-11-03 보도) 그런데 안타깝게도 보험상품별 사업비는 보험사가 공개하지 않기 때문에 직접 알 수 없습니다. 따라서 사업비가 적은 상품을 찾으려면 부득이 여러 상품의 보장내용을 일치시킨 후 보험료를 비교해 보아야 합니다. 즉 인슈넷FC과 같은 보험포털 사이트에서 제공하는 보험료 비교견적서를 이용해서 저렴한 보험상품을 찾으십시오."
68,"어린이보험에서 부모 아닌 사람이 계약자가 될 수 있나","부모(친권자)가 아닌 경우에도 어린이보험의 계약자가 될 수는 있지만, 모든 보험사가 가능한 것은 아닙니다. 일부 보험사는 계약인수지침상 직계가족 이외에는 계약자가 될 수 없습니다."
69,"3~5년이 만기인 어린이보험 상품도 있나","어린이보험의 경우 대부분 보험기간이 10년 이상이며, 일부 손해보험 상품에 한해 5년의 보험기간이 가능합니다. 만15세 미만의 어린이의 경우 일반 건강보험에 가입할 수 없기 때문에 가급적 어린이보험의 만기를 만15세 이후로 하여 가입하는 것이 좋습니다."
70,"요로감염으로 입원치료중이면 어린이보험 가입이 가능한가","현재 입원치료중이라면 보험 가입이 어렵습니다. 적어도 치료 후 3개월 이상이 경과되어 완치되었음이 입증되어야 가입이 가능합니다"
71,"어린이보험에서 암도 보장하나","어린이보험에서 피보험자인 어린이가 암에 걸린 것으로 진단되거나 수술 및 입원 치료를 받을 때 보상합니다. 다만 아래와 같이 손해보험사와 생명보험사의 보장에서 차이가 있습니다.
손해보험사
일반적인 암이나 상피내암, 경계성종양 및 기타피부암에 걸린 것으로 진단되면 진단금을 지급합니다.
고액치료비암에 대한 특약을 가입하면 백혈병, 뇌암(뇌종양), 골수암 등으로 진단될 때 추가 진단금을 지급합니다.
수술비 특약에 가입하면 암을 치료하기 위해 수술을 받을 때 수술비를 지급합니다.
입원일당 특약에 가입하면 암을 치료하기 위해 입원한 일수에 따라 일정한 금액의 일당을 지급합니다.
생명보험사
일반적인 암이나 상피내암, 경계성종양 및 기타피부암에 걸린 것으로 진단되면 진단금을 지급합니다.
고액치료비암에 대한 특약을 가입하면 백혈병, 뇌암, 골수암 등으로 진단될 때 추가 진단금을 지급합니다.
암을 치료하기 위해 수술을 받을 때 수술비를 지급합니다.
암을 치료하기 위해 입원한 일수에 따라 일정한 금액의 일당을 지급합니다.
암을 치료하기 위해 통원한 일수에 따라 일정한 금액의 일당을 지급합니다.
방사선 치료를 받을 경우 방사선치료비를 지급합니다.
항암약물 치료를 받을 경우 항암약물치료비를 지급합니다."
72,"어린이보험료는 연령에 따라 차이가 있나","어린이보험의 보험료도 연령에 따라 차이가 있으며, 통상 태아 가입시의 보험료가 가장 비싸며(태아보장 등이 포함되었기 때문임) 취학연령에 도달하기 전까지는 보험료가 점차 감소하다가 취학연령에 즈음해서는 보험료가 다시 비싸집니다."
74,"외국에서도 어린이보험을 가입할 수 있나","일반적으로 국내에 거주하는 경우에 한해 보험에 가입할 수 있기 때문에 현재 해외에 체류 중이라면 보험에 가입할 수 없습니다."
89,"5개월된 어린이보험으로 생명, 손해 패키지 상품 추천","이제 5개월 좀 넘은 남자아이 보험을 가입하려고 합니다..
생명+화재 패키지 상품도 괜찮다고 들었습니다..
패키지 상품을 드는것이 나은지, 패키지로 들었을때 중복되는 것은 없는지..
순수보장형이나 만기환급형중 어느것이 나은지..
보험설계했을때 금액은 어느정도 인지 알곳 싶습니다..
    어린이보험에서 소위 '패키지상품'은 생명보험상품과 손해보험상품을 각각 하나씩 선택하여 가입하는 것일 뿐 실제로 패키지로 개발된 상품이 있는 것은 아닙니다. 따라서 보장내용과 보험료를 고려하여 생명보험과 손해보험에서 각각 가장 적합한 상품을 한 가지씩 선택하여 함께 가입을 하시면 됩니다.
생명보험상품과 손해보험상품을 각각 한 가지씩 가입하면 모든 보장에 대하여 중복보상이 가능하므로 불필요한 과잉보장이 발생되지 않도록 주의하시면 됩니다.
생명보험상품과 손해보험상품을 함께 가입하실 경우 보험료 부담이 커지므로 가급적 생명보험상품은 순수보장형이나 환급률이 적은 형태로 가입하시고 손해보험상품도 적립보험료를 최소화하여 가입하시는 것이 좋습니다.
 "
