_id,question,answer
11,"운전자보험은 왜 필요한가","운전자보험이란 차량을 운전하는 사람이 교통사고 발생시 입게되는 손해를 복구하기 위하여 가입하는 보험입니다. 자동차보험이 자동차 소유자의 손해를 보전하기 위한 보험이라면 운전자보험은 운전자의 손해를 보전하기 위하여 필요한 보험입니다. (물론 자동차 소유자가 곧 운전자 본인이라면 두 가지 보험이 모두 필요합니다)
흔히 교통사고가 나더라도 자동차보험만 가입하고 있으면 모든 손해를 복구할 수 있다고 생각하는데 그렇지가 않습니다. 자동차보험에서 보상이 미흡하거나 혹은 보상을 아예 받지 못하는 손해가 있을 뿐더러 특히 운전자가 교통사고처리특례법에서 정한 중대법규를 위반하여 사고를 냈을 경우에는 매우 큰 비용이 필요할 수 있으며 이 때 운전자보험은 유용한 역할을 합니다."
12,"자동차보험이 있는데 운전자보험 가입해야 되나","자동차보험은 자동차손해배상보장법에서 가입을 강제하고 있기 때문에 차량을 소유한 차주라면 반드시 가입해야 합니다. 반면 운전자보험은 자동차보험의 보장이 부족한 자기신체손해에 대한 보장을 보완하거나 자동차보험에서는 보장하지 않는 형사적책임에 따른 비용손해를 보장하기 위한 상품이기 때문에 반드시 필요한 상품은 아닙니다. 또한 자동차보험의 자기신체손해는 사망이나 후유장해를 보장받는 다른 보험이 있다면 굳이 운전자보험을 통해 추가보장을 받을 필요가 없고, 형사적책임은 자동차보험의 법률지원특약이나 손해보험의 통합보험이나 종합보험 상품에서도 보장을 하고 있기 때문에 해당 상품으로 보장을 받는다면 운전자보험에 추가로 가입할 필요는 없습니다."
13,"운전자보험의 적정 보장금액은 얼마인가","운전자보험 역시 가입자의 필요와 상황에 맞추어 설계하는 맞춤상품이기 때문에 누구에게나 적절한 보장금액이 따로 있는 것은 아닙니다. 가령 운전중 상해보장은 많이 가입할수록 좋겠지만, 이미 다른 보험상품을 통해서 상해사망이나 후유장해 보장을 충분한 금액으로 가입했다면 굳이 큰 금액을 추가할 필요는 없습니다. 상해의료비의 경우에도 동일한 의료비 보장과 중복하여 보상하지 않기 때문에 기가입내역에 따라 보장의 포함여부와 보장금액의 수준이 달라질 수 밖에 없습니다. 운전 중 비용손해의 경우에도 가급적 많은 금액으로 가입하는 것이 좋겠지만, 발생가능한 손해금액의 고려 없이 무조건 가장 높은 금액을 보장하는 상품으로 가입하는 것이 좋은 것은 아닙니다."
14,"음주운전 사고도 운전자보험으로 보상받을 수 있나","음주운전 사고는 10대 중과실 사고에 포함됨으로 형사합의금, 벌금, 방어비용을 운전자보험에서  보상하지 않습니다. 음주운전 외에도 무면허, 뺑소니 사고일 경우에도 보상하지 않습니다."
17,"자동차보험과 운전자보험의 중복된 보장항목","자동차보험과 운전자보험을 동시에 가입한 경우 모든 보장을 중복하여 보상받을 수 있습니다. 다만  운전자보험의 일반상해의료비 보장에서는 피보험자가 자동차사고 결과로 자동차보험에서 치료비를 보상받는 경우 발생 의료비의 50%까지만 추가로 보상하며, 치료비전액을 중복하여 보상하는 것은 아닙니다.   "
18,"운전자보험 담보 중 벌금특약은 무엇인가","운전자보험의 벌금담보 특별약관은 피보험자가 보험기간 중 자동차를 운전하던 중에 급격하고도 우연한 자동차사고로 타인의 신체에 상해를 입힘으로써 신체상해와 관련하여 법원의 확정판결에 의하여 정해진 벌금액을 1사고당 2,000만원을 한도로 보장합니다. 단, 뺑소니사고, 음주 및 무면허 사고, 자동차를 영업목적으로 운행하던 중 발생하 사고는 보상하지 아니하며, 벌금담보 특별약관이 포함된 상품을 복수로 각입한 경우 중복하여 보상하지 아니하고 비례보상합니다."
19,"운전자보험 가입후 직업 변경시 보험사에 알리나","그렇습니다. 직업은 운전자보험의 보험료를 결정하는 요소이며, 직업의 위험도에 따라 가입담보 및 가입한도가 제한될 수도 있습니다. 이는 직업의 종류에 따라서 보험료가 다르게 적용되며, 가입할 수 있는 담보와 금액도 제한이 될 수 있다는 의미입니다. 가입시 알렸던 직업이 변경되었다면 보험사에 사실을 알려야 보험료 변동 및 가입한도 제한여부를 알 수 있습니다. 만일 직업이 변경되어 보험료를 더 내야 함에도 알리지 않은채 사고가 발생한다면 통지의무 위반으로 보상에 불이익을 당할 수 있습니다. 그러므로 직업이 변경되었다면 최대한 빨리 보험사 또는 보험대리점으로 알려서 정확한 계약유지를 하는 것이 필요합니다."
20,"운전자보험 담보 중 형사합의지원금이란","운전자보험의 형사합의지원금보장 특별약관은 보험기간중 피보험자가 운전하던 중에 급격하고도 우연한 사고로 인하여 타인을 사망케하거나 교통사고처리특례법 제3조 2항 단서에 해당하는 사고(단 음주와 무면허운전은 제외)를 일으켜 피해자가 42일(6주)이상의 치료를 요한다는 진단을 받은 경우 가입금액을 특별약관에 따라 지급하며, 피해자가 다수인 경우에는 각각 형사합의지원금을 지급합니다. 다만 타인의 100%과실로 인한 타인 사망시에는 형사합의지원금을 지급하지 않습니다."
21,"오토바이 운전중 일어난 사고도 보상되나","운전자보험은 이륜차를 운전하다 일어난 사고에 대해서는 보상하지 않습니다. 운전자보험을 가?沌?때 '이륜자동차운전중상해부담보특별약관'을 고정적으로 추가하게 되는데, 이 특별약관에 의해서 오토바이를 운전하다 일어난 사고는 보상하지 않습니다."
22,"10대중과실사고시 형사합의금, 벌금은 얼마까지 보상되나","통상 사망사고에 대한 벌금은 3백만원에서 최고 2천만원까지 부과됩니다. 사망사고에 대한 형사합의금은 피해자와의 합의로 결정되는 금액이므로 통상적인 금액이 있다고 보기는 어렵습니다. 운전자보험에서 보장하는 형사합의금은 상품마다 차이가 있으므로 가급적 높은 금액을 보장하는 상품을 선택하시는 것이 좋습니다. 벌금은 모든 운전자보험에서 최고 2천만원까지 동일하게 보장하므로 보험상품간 차이가 없습니다."
23,"10대 중과실 사고란","1. 신호위반 사고
신호기 또는 교통정리를 하는 경찰공무원등의 신호나 통행의 금지 또는 일시정지를 내용으로 하는 안전표지가 표시하는 지시를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
2. 중앙선침범 사고
중앙선을 침범하여 교통사고가 발생한 경우 또는 고속도로나 자동차전용도로에서 횡단, 회전, 후진중에 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
3. 속도위반 사고
제한속도를 20Km초과하여 운전하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
4. 앞지르기방법 및 금지 위반 사고
앞지르기의 방법, 금지시기, 금지장소 또는 끼어들기의 금지를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
5. 철도건널목 통과방법위반 사고
철도 건널목을 통과할 때는 일시정지하여 안전을 살펴야 하는데 이를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
6. 횡단보도 사고
횡단보도에서 보행자보호의무를 위반하여 교통사고가 발생한 경우를 말합니다.이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
7. 무면허운전 사고
운전면허 또는 건설기계조종사면허를 받지 않고 운전하거나 국제운전면허증을 소지하지 않고 운전하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
8. 음주운전 사고
술에 취한 상태로 운전하거나 마약, 대마, 향정신성의약품 등 약물을 복용하고 운전하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
9. 보도침범 사고
운전 차량이 보도를 침범하거나 횡단하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
10. 승객추락방지의무위반 사고
자동차에 타고 있는 사람 또는 타고 내리는 사람이떨어지지 않게 문을 정확히 여닫아야 하는 의무를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다."
24,"타인차나 렌터카 운전하다 발생한 사고도 보상되나","그렇습니다. 운전자보험은 차량을 운전하다 일어난 우연한 사고를 보장하는 것으로서, 타인 소유의 차량을 운전하다 발생한 사고도 보상이 가능합니다. 다만 영업용 차량을 운전하다 사고가 발생하거나 자기차량손해 담보같이 증권에 기재된 차량의 손해만을 보상하는 일부 담보들은 보상하지 않습니다."
25,"운전자보험의 보장기간은 몇 년이 적합한가","운전자보험을 가입하실 때 보험기간을 짧게하여 가입하는 것이 유리하다고 할 수는 없습니다. 왜냐하면 보험사도 보험료를 주기적으로 조정하기 때문입니다. 5년 만기의 운전자보험에 가입하였다면 5년 후 만기가 되어 재가입을 할 때 동일한 보장을 받기 위해선 보다 많은 보험료를 납입하셔야 할 지도 모릅니다. 또한 보험상품은 시간이 지날수록 더 좋아진다고 볼 수도 없습니다."
26,"한의원 치료비도 운전자보험에서 보상되나","그렇습니다. 급격하고도 우연한 상해사고로 상해를 입고 그 직접 결과로써 의사의 치료를 받은 때는 한의원과 일반병원을 가리지 않고 의료비 보상을 받을 수 있습니다. 다만 치료용이 아닌 보신용의 투약비용과 진료와 관계없는 검사비용 등은 보상하지 않습니다."
27,"운전자보험 서로 다른 보험사로 중복 가입시 모두 보상되나","제한적으로 중복 보상이 가능합니다. 운전자보험의 보장내용 중 상해의료비와 벌금 보장은 중복하여 보상되지 않습니다.(나머지 보장내용은 모두 중복하여 보상이 됩니다) 이미 가입하고 있는 2가지 상품에 상해의료비와 벌금보장이 모두 포함되었다면 2가지 보장에 한해서는 중복보상되지 않고 비례보상됩니다."
28,"운전자보험 가입할 때 고려해야 할 사항은","운전자보험은 취급하는 보험사와 상품의 종류가 많아서 운전자에게 꼭 맞는 상품을 찾기가 쉽지 않습니다. 보험을 가입하기 전에 아래의 9가지 포인트를 체크하시기 바랍니다. 각 항목에 대한 자세한 사항은 관련자료의 "운전자보험 가입전 9가지 체크 포인트"를 참고하시기 바랍니다.
평일과 주말 중에서 언제 더 차량 운행을많이 하십니까?
러시아워나 심야시간대에 활동을 많이하십니까?
평소에 대중교통을 많이 이용합니까?
여가 활동을 많이 즐기십니까?
운전하는 차량의 자동차보험에서 무보험차상해담보가 빠져있습니까?
다른 보험에서 사망 및 후유장해를 보장받고있습니까?
자잘한 교통사고로 자동차보험 처리를1~2년에 한번쯤 하십니까?
운전면허가 정지되거나 취소되면 경제적 손실이큽니까?
아파트 단지에 살거나 혹은 차량을 주차장에주차하십니까?"
30,대리운전자보험이란,"대리운전자보험은 타인의 차량을 대리운전하던 중 발생한 사고에 대한 배상책임과 대리운전자의 신체손해를  담보하는 보험입니다. 보험사에 따라 가입대상을 대리운전업체 혹은 개인으로 제한하기도 하고, 연령에 따라 보험료를 차등적용 하기도 합니다."
31,"운전자보험 보장 항목","운전자보험에서 주로 보상하는 항목은 아래와 같습니다.
운전자의 사망 및 후유장해 보상금
상해의료비
벌금
방어비용 (변호사 고용비)
형사합의지원금
기타 보상금   "
32,"자가용보다 영업용 차량의 운전자보험 보험료가 비싸나","영업용 차량은 자가용 차량보다 운전하는 시간 및 거리가 비교할 수 없이 많기 때문에 보험료도 훨씬 비쌉니다. 자동차보험료 역시 영업용 자동차가 훨씬 비싼데 운전자보험료도 마찬가지입니다. 운전하는 시간과 거리가 많다면 당연히 사고 위험도 증가하기 때문입니다."
33,"운전자보험 가입후 차량 교체시 보험사에 알려야 하나","운전자보험을 가입한 내용에 따라 다르지만 보험사에 알리는 것이 좋습니다. 운전자보험에서 보상하는 손해는 차량 소유자와 관계없는 경우가 대부분이지만 자기차량손해 담보와 같이 보험증권에 기재된 차량의 손해만을 보상하는 담보도 있습니다. 따라서 사고시 정확한 보상을 받기 위해서는 차량을 교체해도 보험사로 알리는 것이 좋습니다."
34,"계좌이체로 하면 운전자보험이 얼마나 할인되나","운전자보험의 경우 자동이체로 인한 보험료 할인 혜택이 없습니다."
35,"형사합의를 반드시 해야하나","사망사고, 뺑소니, 10대 중과실 사고로 인한 가해자가 된 경우 형사합의를 반드시 해야 하는 것은 아니지만, 형사합의는 운전자의 형사적 처벌을 경감시키기 위한 방법입니다. 형사합의는 피해자가 가해자의 처벌을 원치 않는다는 의미이므로 형벌을 결정할 때 정상이 참작되어 형량을 가볍게 받을 수 있기 때문에 형사합의를 하는 것이 좋습니다."
36,"면허증이 없어도 운전자보험 가입이 가능한가","운전자보험은 피보험자가 도로교통법 제43조, 제44조에 의한 음주,무면허 상태에서 운전하던 중 사고는 보상하지 않습니다. 따라서 무면허 상태로 가입은 가능할지라도 보상은 되지 않습니다. 따라서 무면허 상태라면 가입을 하지 않는 것이 좋습니다."
37,"오토바이를 타는 경우 운전자보험 가입 가능한가","오토바이를 운전하는 경우에 가입은 가능하나, 가입할 수 있는 특약에 제한이 있습니다. 또한 보험회사에 오토바이 소유 여부 및 운전 여부를 고지하고, 이륜자동차운전중상해부담보특별약관에 가입하여야 합니다. 즉, 오토바이 운전으로 인한 상해사고는 보상을 제외한다는 조건으로 가입하는 것입니다."
38,"운전자보험과 자동차보험의 차이점","자동차보험은 자동차 소유자가 가입하는 반면, 운전자보험은 운전자가 가입합니다. 자동차보험은 자동차의 소유자라면 반드시 가입해야하는 의무보험인 반면, 운전자보험은 차량의 소유 여부와는 관계없이 운전을 하는 사람이라면 가입할 수 있는 임의보험입니다. 자동차보험과 운전자보험의 보상항목 차이는 다음과 같습니다.
보상 항목
자동차보험 보상
운전자보험 보상
타인
 타인의 사망 및 상해
 손해금액 전액
 형사합의금 (최고6천만원)
 타인의 재물 손해
 (대개) 2~3천만원
없음
운전자
 운전자의 차량 손해
 차량가입금액 이내
 20~100만원
 운전자의 사망
 (대개) 1천5백만원
 5천만원~2억5천만원
 운전자의 부상 치료비
 1천5백만원 이내
 1~5백만원  +  1일당 1~6만원
 운전자의 후유장해
 (대개) 1천5백만원 이내
 2천만원~8억원
 벌금
없음
 최고 2천만원
 방어비용(변호사비)
없음
 1~6백만원
 구속시 생활비
없음
 (1일당) 1~4만원
 면허정지 위로금
없음
 (1일당) 1~2만원
 면허취소 위로금
없음
 1~2백만원
 사고처리 긴급비용
없음
 10만원
 자동차보험료 할증금
없음
 10~30만원
 교통사고 위로금
없음
 5~10만원"
39,"당뇨가 있는 경우 운전자보험 가입 가능한가","가입 가능합니다. 다만 가입담보의 제한이 있습니다. 운전자보험은 크게 운전자비용 담보와 상해관련 담보가 있습니다. 우선 운전자비용 담보는 벌금, 방어비용, 형사합의지원금, 면허정지위로금, 면허취소위로금 등이 있습니다. 이러한 담보는 자동차를 운전하던 중 타인의 신체에 상해를 입힘으로 인한 비용손해를 보상하므로 당뇨가 있더라도 가입 가능합니다. 반면 상해관련 담보는 상해의료실비, 상해임시생활비 등 운전자 본인의 치료비용을 담보로 하고 있으며, 이러한 담보는 당뇨가 있으시면 가입 불가합니다."
40,"운전자보험과 자동차보험을 같은 보험사에 가입하면 더 좋나","운전자보험과 자동차보험은 서로 다른 별개의 상품이며, 두 가지 상품을 한 보험사로 가입한다고 해서 특별히 유리한 점이 있는 것은 아닙니다. 따라서 각각 상품을 비교하여 가장 유리한 보험사로 가입하는 것이 좋습니다."
41,"운전자보험료는 자가용과 영업용에 따라 달라지나","운전자보험은 피보험자가 운전하는 차량이 자가용인지 영업용인지에 따라 보험료가 달라집니다. 통상 영업용차량 운전자의 위험이 더 크기 때문에 동일한 보장에 대하여 적용되는 보험료 역시 영업용차량 운전자가 비쌉니다. 뿐만 아니라 영업용차량의 경우 가입할 수 있는 보장항목이나 항목별 보장금액에도 제한이 있습니다."
42,"운전자보험과 생명보험 양쪽에서 모두 보상되나","운전자보험이나 생명보험에서 보장하는 항목에 사고가 발생했다면 양쪽에서 모두 보상 받을 수 있습니다. 생명보험은 보험금을 정액으로 지급하고, 운전자보험은 대개 실비로 지급하는데 중복보상이 되지 않는 경우는 둘 다 실비로 지급되는 경우이므로 중복보상이 가능합니다."
43,"직업에 따라 운전자보험료가 달라지나","운전자보험은 가입자의 직업(무)상 상해위험에 따라 상해등급을 1급에서 3급까지 구분하고 있으며, 상해위험이 높을수록  보험료도 비싸집니다. 따라서 운전자보험을 가입할 경우에는 정확한 직업이나 직무를 보험사로 고지하여 가입하셔야 보상에 문제가 없습니다. 직업별 상해위험에 따른 구분을 대략 예시하면 아래와 같습니다.
상해1급 : 사무직(주로 실내에서 근문하는 직장인 및 사업자), 주부, 의사, 약사 등
상해2급 : 기술직(특정한 기술을 요하는 직무종사자), 기능원, 판매원 등
상해3급 : 배달, 운전직, 현장근로종사자 등
상해등급의 분류는 동일한 직업이라도 하더라도 직무의 성격, 현장작업 참가 등에 따라서 달라지기 때문에 정확한 구분은 가입과정에서 문의해 주시기 바랍니다."
44,"질병이 있으면 운전자보험 가입이 힘든 이유","손해발생 가능성이 높기 때문입니다. 운전자보험은 상해사고시 보장하는 보험이며, 질병이 발생했을 경우에는 보장하지 않기 때문에 운전자보험을 가입할 때 질병이 있는 것은 상관이 없다고 생각하기 쉽습니다. 하지만, 상해로 인한 치료시에도 고혈압, 당뇨병과 같은 특정 질병들은 보유여부에 따라 치료기간이 길어질 수 있어 보험사에서 가입을 꺼려하고 있습니다."
45,"보험금 청구시 준비할 서류는","운전자보험 가입 후 보험사고가 발생했다면 보험금을 청구하기 위해서 공통적으로 필요한 서류는
보험금 청구서(보험사 양식)
사고증명서(보험사고의 내용에 따라 달라짐)
신분증 사본
기타 보험금을 받는 자(보험금수익자)가 보험금 등의 수령에 필요하여 제출하는 서류
등이며, 구체적인 필요서류는 보험사고의 내용과 보험사마다 다를 수 있으므로 보험금 청구사유 발생시 인슈넷FC이나 보험사를 통하여 문의하여 주시기 바랍니다."
46,"교통사고 후에도 일정기간 지나면 운전자보험 가입 가능한가","교통사고로 인한 단순 염좌 및 타박상으로 1주일 이내 통원 또는 입원 치료한 경우에는 완치(치료종결) 하고 나서 1~3개월 경과후 가입이 가능합니다. 그러나 교통사고로 척추가 손상된 경우, 인대 및 연골이 파열된 경우, 장기간 치료한 경우, 치료후 후유장해가 남은 경우, 장애등급 판정을 받은 경우 등은 일정시간이 지난 후에도 가입에 제한이 있을 수 있습니다."
47,"방어비용과 형사합의금만 보장해주는 운전자보험 있나","운전자보험에서 상해로 인한 사망후유장해는 기본계약이기 때문에 이 부분을 제외하고 형사합의금이나 방어비용만 보장하는 운전자보험을 가입하기는 어렵습니다. 다만, 기존에 가입하신 보험에서 사망후유장해에 대한 보장이 충분하시다면 운전자보험 가입시 이 부분을 최소화하는 방법과 자동차보험에서 형사합의금, 방어비용, 벌금 등을 보장하는 특약을 가입하시는 방법을 추천해 드립니다."
48,"직업에 따라 운전자보험가입에 제한이 있나","보험사에 따라 운전자보험이 가입이 불가능한 직업이 있습니다. 보통 보험설계사(타사), 각종차량시운전자, 이륜차운전자, 긴급자동차운전자(앰뷸런스), 택시운전기사, 렉카차운전자, 대리운전기사 등의 직업은 운전자보험 가입이 제한될 수 있습니다."
49,"과거에 질병, 상해 치료 경험시 가입 가능한가","가입 전에 보험사로 확인해 보아야 합니다. 운전자보험을 가입하기 위해서는 보험사에서요구하는 몇 가지 사항에 대해 사실대로 알리고, 보험사에서 이를 확인한후 허락을 해야 합니다.
  과거의 질병 또는 상해로 인한 치료여부도 보험사에알려야 할 사항 중 하나인데 치료사실이 있다면 치료사유, 완치여부등을 보험사에서 검토하여 허락여부를 결정하게 됩니다. 단순한 타박상,감기 정도의 치료를 받았고 완치가 된 경우라면 보험가입이 가능하지만그렇지 않은 경우라면 보험가입이 어렵습니다."
50,"연령에 따라 운전자보험료 달라지나","운전자보험은 상해와 운전중 비용손해를 보장하는 상품이기 때문에 가입자의 성별에 따른 보험료 차이는 있었지만 연령에 따른 보험료 차이는 없었습니다. 하지만 2008년 4월 이후 상해보장에 대해서도 보험사별로 개별손해율을 적용함에 따라 운전자보험도 연령에 따른 보험료 차이가 발생하게 되었습니다. 다만 질병보험처럼 연령이 증가할수록 보험료가 증가하는 것은 아니며, 일정 연령구간에서는 연령에 따른 보험료 차이가 없을 수도 있습니다."
