_id,question,answer
에어백, ABS, 자동변속기 및 도난방지장치가 있다면 알리십시오.
군대, 법인체의 운전직 및 외국의 자동차보험 가입경력도 알리십시오.
평상시에 교통법규를 잘 지키십시오.
적은 금액의 보험사고라면 자비로 처리하십시오.
업무용자?온兌맨窩?차량 대체를 하면서 보험승계를 신중히 하십시오.
자동차가 2대 이상이라면 보험증권을 하나로 통합하십시오."
7,"자동차 사고 부상에 대한 위자료 산정 기준","자동차손해배상보장법 시행령에 의거 진단서의 병명에 따라 1~14급까지 상해급수를 분류하며, 그에 따라 위자료가 산정됩니다. 위자료는 대인지급 기준이며 자기신체사고의 담보로는 보상받지 못합니다.
[부상급수별 위자료]
1급
2급
3급
4급
5급
6급
7급
200만원
176만원
152만원
128만원
75만원
50만원
40만원
8급
9급
10급
11급
12급
13급
14급
30만원
25만원
20만원
20만원
15만원
15만원
15만원"
8,"리스차량의 자동차보험 가입 방법은","리스차량은 법적기준이 '여신전문금융업법상의 시설대여(리스)'이므로 용도는 자가용에 속하면서 임대차계약 형태로 자동차보험을 가입하는 것이 원칙입니다. (렌터카는 자동차 운수 사업법에 의하여 자동차의 용도를 영업용으로 구별하여 렌터카회사 명의로 가입)
  즉, 보통의 임대차계약의 자동차보험과 마찬가지로 차량등록은 리스차량을 대여해준 리스회사(임대인)로 하고, 자동차보험은 대여받은 리스이용자(임차인) 앞으로 해야 합니다.따라서 리스이용자는 보험가입경력과 무사고 할인율 및 사고할증률 역시 그대로 적용받게 되며, 자동차사고가 발생하여 보험처리할 경우에는 자동차등록증과 리스계약서를 함께 제출하여 리스차량임을 증빙하면 됩니다. 다만, 자동차보험에 질권설정이 되어 있다면 자기차량손해의 전손 시 보상금액은 질권자(리스회사)에게 지급됩니다."
9,"자동차보험 효력발생 시기는 언제인가","본인 명의로 자동차보험을 처음 가입하는 경우(즉 신차나 중고차를 구입하여 자동차보험에 가입하는 경우)에는 보험료 영수시점부터 보험효력이 발생합니다. 본인 명의로 자동차보험을 가입한 적이 있는 경우라면 책임보험과 대물배상 보험은 보험료 영수시점부터, 그 외 가입담보는 보험시작일의 24시부터 효력이 발생합니다."
10,"무보험차량으로 있었던 기간에 대한 과태료 계산 방법","비사업용(자가용) 의무보험 과태료는 미가입 기간이 10일 이내라면 15,000원, 10일 초과 매 1일당 6,000원이 추가되어 최고 한도 900,000원이 부과됩니다. 사업용(영업용) 의무보험 과태료는 미가입 기간이 10일 이내라면 65,000원, 10일 초과 매 1일당 18,000원이 추가되어 최고 한도 2,300,000원이 부과됩니다.
  구분
10일이내
10일초과
최고한도
비사업용
15,000원
매1일당 6,000원 추가
900,000원
사업용(영업용)
65,000원
매1일당 18,000원 추가
2,300,000원"
11,"타인에게 차량 명의이전시 자동차보험료 환급되나","차량을 양도했다면 매매계약서 또는 명의이전된 등록증을 보험사에 제출해서 자동차보험계약을 해약할 수 있으며, 잔여기간 동안에 해당하는 보험료를 돌려받을 수 있습니다. 다만 보험기간 도중에 보험처리를 한 담보에 대해서는 해약보험료가 없습니다.
  만약 차량을 양도한 후 보험승계가 가능한 차량으로 교체할 예정이라면 기존 보험을 해약하고 새로 가입하는 것이 유리한지, 기존 보험을 승계하는 것이 유리한지 보험전문가에게 문의한 후 결정하는 것이 좋습니다."
12,"2대 이상의 차량 보유시 자동차보험 가입은 어떻게 하나","본인 명의로 된 10인승 이하 승용차 또는 1톤 이하 화물차 또는 경승합 중에서 2대 이상의 차량으로 보험가입할 경우 보험사와 보험종료일을 일치시켜서 동일증권으로 계약하는 것이 유리합니다.
  동일증권으로 가입하면 사고가 있는 차량에는 할증을 적용하고, 사고가 없는 차량에는 할인을 적용한 후 평균한 할인할증을 모든 차량에 적용하기 때문에 보험료 할증폭이 작아집니다. 반면에 동일증권 계약으로 하지 않은 경우 어느 한대의 차량에 사고가 발생하면 사고가 없는 다른 차량의 보험료도 동일하게 할증됩니다. 따라서 여러 대의 차량을 소유한 경우 사고로 인한 보험료 할증이 사고가 없는 다른 차량에도 동일하게 적용되는 것을 방지하기 위해서는 동일증권으로 가입하는 것이 좋습니다."
13,"자동차보험에서 적용등급과 특별할증은 무엇인가","2007년부터 자동차보험의 할인할증 제도가 요율제?【?적용등급제로 변경되었습니다.
2006년까지는 자동차보험 처음 가입하실 경우에 100%부터 시작을 하면 무사고로 갱신시 10%씩 할인되어 최저 40%까지 할인이 되었고, 이 요율은 모든 보험사가 동일했습니다. 그러나 2007년부터는 최초 신규 가입시 11등급으로 시작하여, 무사고시 한등급씩 숫자가 올라가서 최저 21등급까지 적용받으실 수 있도록 변경되었습니다.(2009년 기준임. 매년 최저등급이 1등급씩 증가하여 2011년 이후 계약의 최저 적용등급은 23등급임) 각 보험사마다 적용등급은 동일하나 적용등급에 따른 할인할증률은 보험사에서 자율적으로 부과할 수 있습니다.
[참고] 요율제에서는 사고가 없을 경우 할인할증률이 낮아지고 사고가 있을 경우 할인할증률이 높아졌으나, 적용등급은 반대 개념으로 사고가 없을 경우 등급이 상향되고 사고가 있을 경우 등급이 하향됩니다. 특별할증은 과거 3년간 과실사고가 1건 이상 있는 경우에만 추가로 할증하는 요율로서 최대 50%까지 할증됩니다. 사고내용 및 사고회수에 따라 특별할증률이 달라지며 동일한 사고내용이라도 보험사 및 가입시기에 따라 달라질 수 있습니다."
14,"자동차보험에서 피보험자와 보험계약자는 어떻게 다른가","자동차보험에서 피보험자는 자동차등록증상의 소유자로서, 사고보상시 보험금을 청구할 수 있는 자를 말합니다. 계약자는 보험료를 납입하고 보험청약을 결정한 자로서, 특별히 계약자의 범위 제한은 없습니다. 계약자로 지정되면 자동차보험 계약에 대한 해약환급금을 수령할 수 있는 권리가 있고, 연말 소득공제 혜택을 받을 수 있습니다."
15,"신차 차량번호가 나오기 전에 자동차보험 가입 가능하나","차량번호가 나오기 전에도 보험가입이 가능하며, 차대번호, 출고증번호, 매매계약서번호 중 하나로 보험에 가입하실 수 있습니다. 본인 앞으로 차량등록한 후 차량번호가 변경되었다면 보험사에 알려주어서 차량번호를 변경하면 됩니다."
16,"자동차보험 가입시 군대 운전병 복무 경력 인정되나","군대에서 운전병으로 복무한 기간은 자동차보험 가입경력으로 인정받을 수 있습니다.

군운전병 경력은 병무청에서 발급하는 병적증명서라는 서류로 증빙을 합니다. 병적증명서에는 "군운전병으로 복무한 기간"과 운전병"이라는 보직이 기재되어 있습니다. 아래를 클릭하여 병적증명서 원본을 참고하십시오.
병적증명서 보기
A라는 사람의 군운전병 경력이 2년 1개월이라고 가정합니다. 자동차보험가입경력은 1년 단위로 산정하기 때문에 인정받을 있는 기간은 2년입?求? 대부분의 보험사가 승용차로 처음 보험가입을 할 때 적용하는 가입자특성요율이 2004년 1월에 가입한 경우 140%인데, 군운전병 경력을 인정받으면 35~40%가 낮은 100~105%까지 적용받을 수 있습니다.

군운전병 경력을 증빙하면 이미 보험기간이 만료된 계약이라도 소급하여 보험료를 환급받을 수 있습니다."
17,"자동차보험의 해약 절차는 어떻게 되나","해약 절차는 가입한 보험사나 대리점으로 구비서류를 팩스 또는 원본으로 제출하면 서류심사를 거쳐 1~2일 내로 계약자에게 환급보험료가 지급됩니다. 해약 사유별 구비서류 및 환급기준은 아래를 참고하시기 바랍니다. (사고보상 받은 담보의 환급보험료는 지급되지 않음)
차량의 매도, 폐차, 말소로 인한 경우
매매계약일(또는 폐차, 말소일) 기준으로 잔여기간에 해당하는 보험료를 일할 계산해서 돌려받을 수 있습니다. 서류 제출기한은 없으며, 언제 해약요청하더라도 돌려받는 보험료는 동일합니다.
매도한 경우 구비서류는 관인매매계약서 사본 또는 명의이전된 등록증 사본, 계약자의 신분증 사본과 통장 사본입니다. 폐차 또는 말소한 경우 구비서류는 폐차확인서(또는 말소등록사실증명서), 계약자의 신분증 사본과 통장사본입니다.
피보험자와 차량이 동일한 계약이 이중으로 되어 있는 경우
중복된 계약의 보험사가 다르거나 계약내용이 다르면 대체로 접수일기준 단기요율로 계산되어 환급금이 적을 수 있습니다. 접수일에 따라 환급보험료가 달라지므로 가급적 빨리 제출하는 것이 좋습니다.
구비서류는 유지할 계약의 가입증명서, 계약자의 신분증 사본과 통장사본입니다.
가입?愍?변심으로 임의로 해지하는 경우
의무보험은 차량을 소유하고 있다면 반드시 가입해야 하는 보험이므로해지할 수 없고, 그 외 종합보험만 해지가 가능하며, 단기요율로 계산되어환급보험료가 적습니다. 접수일에 따라 환급보험료가 달라지므로 가급적 빨리 제출하는 것이 좋습니다.
구비서류는 변경신청서, 계약자의 신분증 사본과 통장 사본입니다.
가입한 날로부터 15일 이내로 철회하는 경우
의무보험은 차량을 소유하고 있다면 반드시 가입해야 하는 보험이므로해지할 수 없고, 그 외 종합보험만 해지가 가능하며, 일할계산해서 돌려받을수 있습니다. 가입한 날로부터 15일이 경과하면 위 3번 기준으로 해약되므로가급적 빨리 제출하는 것이 좋습니다.
구비서류는 변경신청서, 계약자의 신분증 사본과 통장 사본입니다."
18,"차주와 차량사용자가 다른 경우 보험은 누가 가입해야 하나","자동차보험은 자동차등록증상의 차주가 가입해야 합니다.(자동차보험의 기명피보험자는 차량의 소유자이어야 합니다. 다만, 리스자동차의 경우는 리스계약서상의 계약자로 가입해야 합니다.) 실제로 차량을 사용하는 분이 차주분이 아닌 다른 분이라면 실제로 사용하는 분이 피보험차량을 운전할 수 있도록 운전자범위와 운전자연령을 선택하여 자동차보험에 가입하면 됩니다. 대부분의 보험사에서는 차주가 실제로 운전을 하지 않더라도 운전자범위에 포함하여 가입하도록 되어 있으나, 일부 보험사(동부화재, 메리츠화재 등)는 차주를 제외하고 차주가 지정하는 운전자만 운전이 가능하도록 운전범위를 정해서 보험료를 줄일 수 있습니다."
19,"보험사마다 자동차보험료가 다른 이유","자동차보험료가 보험사별로 차이나는 이유는 ‘손해율’과 ‘사업비율’이 다르기 때문입니다. 보험료는 순보험료와 부가보험료를 합한 것입니다.
순보험료 (72%)
  순보험료는 사고 발생시 보험가입자에게 돌아가는 부분으로 전체 보험료의 72% 가량을 차지합니다. 보험사의과거 손해율을 참고하여 결정됩니다.
+
    부가보험료 (28%)
  부가보험료는 보험사의 사업비와 이윤에 해당하는 부분으로 전체 보험료의 28% 가량을 차지합니다. 보험사의 직원급여, 광고비, 보험모집비및 기타 회사 운영비 등으로 구성됩니다.
∥
    보험료 (100%)
  순보험료와 부가보험료를 합산한 금액입니다.
순보험료를 결정하는 손해율은 보험사별로 차이가 많지 않습니다. 어느 보험사의 운전자나 비슷한 환경이기 때문입니다. 결국 보험사의 사업비와 이윤의 차이가 보험료의 차이를 결정한다고 볼 수 있습니다. 대체로 대형 보험사는 임직원의 급여를 비롯한 회사 운영비와 목표 이윤율이 높기 때문에 보험료가 비싸고, 반면에 중소형 보험사는 그와 반대이기 때문에 보험료가 쌉니다."
20,"자동차보험 가입 당일 발생한 사고도 보상되나","대인배상Ⅰ및 대인배상Ⅱ, 대물배상, 자기신체사고, 자기차량손해에 가입되어 있는 경우, 대인배상Ⅰ은 보험료를 영수한 때로부터 보상책임이 발생되지만, 임의보험은 계약 후 보험회사의 보상책임이 발생하는 것은 보험기간의 첫날 24:00부터입니다.
대인배상Ⅰ: 보험가입 당일 사고 보상 가능
(책임개시일: 보험료 영수시각으로부터 보험기간 마지막 날 24:00까지)  
대인배상Ⅱ, 대물배상, 자기신체사고, 자기차량손해 : 보험가입 당일 사고 보상되지 않음
(책임 개시일: 보험기간 첫날 24:00로부터 보험기간 말일 24:00까지)
다만 신차 또는 중고차를 구입하여 본인 앞으로 처음 보험에 가입하는 경우는 보험료 영수 시점부터 보험의 모든 효력이 개시됩니다."
21,"중고차 구매시 언제 자동차보험에 가입하나","가급적 중고차 구매와 동시에 보험 가입하는 것이 좋습니다. (요즘은 중고차매매센타에서 자동차보험 가입증명서를 제출하지 않으면 차량을 넘겨주지 않는 곳도 있습니다) 자동차판매업자 또는 양도인으로부터 중고차를 인도된 날로부터 10일 이내에 보험가입하면 보험료를 낸 시점부터 바로 보험효력이 가능하나, 10일 경과후에 보험가입하면 보험료를 낸 날의 24시부터 보험효력이 발생하므로 유의해야 합니다."
22,"음주운전 면허취소의 경우 자동차보험은 어떻게 하나","의무보험(대인배상I , 대물배상)은 차량을 소유하고 있다면 반드시 가입을 해야 하는 보험으로서, 음주운전 등으로 면허 취소되었다 하더라도 차량을 소유하고 있다면 의무보험은 가입을 해야 합니다.
  본인의 차량을 운전할 다른 사람이 없다면 의무보험을 제외한 임의보험은 해지가 가능합니다. 이를 임의해지라고 하며, 임의해지시 환급보험료는 단기요율로 계산이 되어 환급률이 다소 낮아집니다. 보험기간 중 해지했던 담보를 다시 추가하는 것은 어려우므로 면허 취소 기간이 짧다면 보험계약을 유지하기를 권해 드립니다."
23,"차량 공동명의란 무엇인가","차량 소유를 2인 이상으로 하는 경우를 공동명의라고 합니다. 공동명의의 등록신청은 소유자들의 합의로 하는데 대표자를 지정해서 신청해야 합니다. 법인은 공동명의가 안되며, 개인은 7인까지 공동명의로 할 수 있습니다.
  공동명의는 장애인과 같이 등록할 경우 등록세, 취득세 등 세제 감면 혜택이 있으며, 자동차보험은 공동명의 중에서 보험가입경력이나 무사고할인이 유리한 사람 앞으로 가입할 수 있습니다."
24,"보험사마다 자동차보험의 차량가액이 다른 이유는","자동차제조회사에서 국가에 차량가액을 공시하면 이는 보험개발원의 공동전산망에 입력이 됩니다. 보험료 산출시 차량가액을 보험개발원을 통해 조회하기 때문에 모든 보험회사가 동일하게 적용하고 있습니다. 그러므로 연식과 차종, 모델명, 추가장착 부속품 등을 확인하시어 동일한 차종으로 적용하시면 차량가액 또한 동일합니다.
  하지만 추가적으로 장착한 부속품이 있는 경우에는 부속가액이 포함되므로 차량가액의 차이는 발생할 수 있습니다. 타사와 동일한 조건으로 비교하여 합리적인 곳으로 가입하기를 권해드립니다."
25,"리스차량 사고시 보험금 지급은 누구에게 하나","도난, 전복 등의 사유로 전손될 경우, 자동차보험에서 리스회사로 질권 설정이 되어 있다면 보험금은 리스회사로 지급되며, 질권 설정이 별도로 안되어 있다면 피보험자에게 지급됩니다. 그 이외의 사고는 일반차량과 동일하게 처리됩니다."
26,"폐업한 법인 차량은 보험을 어떻게 드나","사업자등록이 말소되었다면 법인 명의로는 재가입하실 수 없습니다. 자동차보험 가입기간 중 폐업으로 인해 사업자등록이 말소되었다면 사고시 보상에 문제가 발생할 수 있으므로(이러한 상황에 처한 가입차량을 일명 대포차라고 합니다) 명의를 이전하여 새롭게 보험에 가입하셔야 합니다."
28,"유상운송위험담보특약 미가입 후 학원차량 등을 운행할 경우","학원 등에서 본인 소유의 차량으로 학원생 등을 운송하고, 계약기간 동안 운송한 대가로 급여를 받는 경우 유상운송위험담보특약을 가입해야 합니다. 유상운송위험담보특약 부과대상 차량은 7인승 이상 승용차 또는 11인승 이상 승합차이며, 보험사에 따라서 적용요율이 다르긴 하지만, 보통 대인배상I을 제외한 나머지 담보에 대해 150~300%의 요율을 할증하고 있습니다.
  자동차보험약관에서는 대인배상I을 제외한 모든 담보 종목의 면책사유에 비사업용자동차 유상운송 면책규정을 두고 있습니다. 이는 운전자가 요금 또는 대가를 목적으로 반복적으로 피보험자동차를 사용 또는 대여하는 동안에 발생된 손해는 보상하지 않는다는 규정입니다. 따라서 유상운송에 해당되는 경우 유상운송위험담보특약을 가입하지 않았다면 사고시 대인배상I을 제외한 다른 담보는 모두 면책이기 때문에 대인배상I 이외에는 보상을 받을 수 없습니다."
29,"긴급출동서비스 중 펑크타이어 교체란","서비스 기본 내용
타이어의 펑크로 운행을 할 수 없는 경우, 예비 타이어가 있는 경우에 한하여 펑크 난 타이어를 예비 타이어로 교체해 드립니다. (긴급출동 특약 미가입시 주간 1만원, 야간 1만5천원 가량의 ?퓟晝?부담하셔야 하며, 금액은 출동하는 업체별로 달라질 수 있습니다)
서비스 불가 사례
상황에 따라 서비스가 일부 제한될 경우가 있으니 참고하시기 바랍니다.
예비 타이어가 없는 경우
가까운 정비업체로 견인조치하여, 정비업체에서 타이어의 수리나 교체 등의 서비스를 받으셔야 합니다. 이 때 견인비용은 10km까지 보험사에서 무상으로 제공되며, 수리나 교체에 들어가는 비용은 고객님께서 부담하셔야 합니다.
자동차 전용도로, 터널, 교량에서 서비스를 신청하는 경우
조치가 가능한 안전한 장소로 견인조치 후 타이어 교체서비스를 실시합니다.
적재함에 적재물이 있는 경우
공구(작키)를 이용하여 교체를 시도하며, 교체가 불가능한 경우에는 견인조치 합니다. (보통 보험사에서 제공하는 견인차량으로는 1톤~1.5톤까지는 견인가능하나, 견인가능 중량도 초과한 경우라면 적재물을 내리고 처리를 받아야 할 수도 있습니다.)"
31,"자동차보험의 공동인수란 무엇인가","보험사에서 보험계약 인수를 거절함으로 발생할 수도 있는 자동차보험 계약자의 불편을 해소하기 위해 배상책임담보(대인배상II, 대물배상)에 대해 모든 보험사가 상호협정을 체결하여 보험계약을 공동으로 인수하고 사고발생시 보험금을 공동으로 부담하는 제도를 말합니다.
  과거 사고건수 및 사고내용이 불량할 경우 보험사에서 공동인수로 계약처리 되는데 일반 인수일 때의 보험료에 비해 5~10% 정도 비싸며, 고객이 가입조건을 선택함에 있어 제한될 수 있습니다. 또한 일반인수 계약에 비해 대리점 및 설계사에게 지급되는 관리수수료가 매우 적어서 자칫 계약관리가 부실해지기 때문에 고객 입장에서는 매우 불리한 계약이라 할 수 있습니다."
32,"차량소유가 공동명의 등록시 누구의 보험경력이 반영되나","차량소유가 공동명의인 경우 자동차보험은 차량의 공동명의자 중 한 명 앞으로 가입해야 하며 사고 경력, 가입 경력 등은 피보험자의 경력만을 적용합니다. 즉 차량소유는 두 명 이상의 공동명의로 등록이 가능하지만 보험은 그 중 한 분 앞으로 가입해야 하는 것이며, 보험료 산출의 근거가 되는 각종 경력 적용은 다른 공동명의자에 상관 없이 보험을 가입하는 분의 경력만 인정합니다.
  다만 일부 보험사들은 사고로 인한 할증을 면하고자 부부나 직계 가족 간에 소유를 이전하고 보험을 가입하는 경우 할증률 면탈의 명목으로 최대 50%의 특별할증을 적용하기도 합니다."
33,"공동명의 등록시 누구를 자동차보험 가입자로 해야 하나","자동차보험은 공동명의자로 등록되어 있는 분이라면 누구나 가입 가능합니다. 예를 들어 홍길동 외 1인으로 공동명의 등록했다면 자동차보험은 홍길동 또는 다른 1인 중 선택해서 가입할 수 있으며, 그러므로 보험가입경력이나 사고경력 등을 종합적으로 고려하여 유리한 분의 명의로 가입할 것을 권해 드립니다. 보험사에는 보험가입시에 공동명의 사실을 고지하면 됩니다."
34,"소액사고의 자동차보험 처리 여부는 어떻게 결정하나","사고를 보험으로 처리하여 보험금이 지급되면 보험료가 할증이 되거나 할인을 받지 못하게 유예가 됩니다. 그러므로 본인이 지급하기에 부담되지 않는 소액사고건이라면 보험으로 처리 하지 않는 것이 장기적으로 유리할 수 있습니다. 보험처리 이후에 지급된 보험금을 보험사에 입금하게 되면 보험처리 취소가 가능할 수 있습니다. 다만 같은 금액이라도 본인의 사고경력과 현재 할인할증 등급에 따라 보험처리의 유불리가 달라질수 있기 때문에 가입된 보험사나 대리점 등과 상의하여 결정하는 것이 좋습니다.
  기존에 사고가 없었던 경우 보험료 할증은 차량사고의 경우에는 50만원을 초과하는 경우 할증이 적용됩니다. 인사사고의 경우에는 차량사고와 달리 지급보험금에 따라서가 아닌 피해자의 상해등급에 따라 할증률이 정해지므로 이 경우에는 할증금액과 지급보험금을 비교하여 지급보험금이 더 적은 경우라면 지급된 보험금을 보험사로 입금하고 보험처리를 취소할 수 있습니다."
35,"주차 중 화재로 인한 차량 전소시 보상되나","자기차량손해가 가입이 된 경우라면 보상처리가 가능합니다. 이럴 경우 보험처리를 받더라도 보험료 할증은 되지 않습니다. 가해자가 확인된 경우라면 가해자의 고의나 중과실을 입증할 수 있는 경우에는 가해자로부터 보상을 받을 수 있지만, 고의나 중과실에 의한 사고가 아니라면 실화책임에 관한 법률의 적용을 받아 가해자에게 배상을 청구하기는 어렵습니다. 가해자의 고의나 중과실 부분은 보험처리 과정에서 보험사에서 판단을 하게 됩니다.
 자기차량손해를 가입하지 않은 경우, 가해자를 찾지 못하거나 가해자의 고의나 중과실이 입증되지 않으면 별도로 보상을 받을 방법이 없습니다."
36,"폐차시 자동차보험료 환급되나","차량을 폐차했다면 폐차확인서 또는 말소증명서를 보험사에 제출해서 자동차보험계약을 해약할 수 있으며, 잔여기간 동안에 해당하는 보험료를 돌려받을 수 있습니다. 다만, 보험기간 도중에 보험처리를 한 담보에 대해서는 해약보험료가 없습니다.
  만약 차량을 폐차한 후 보험승계가 가능한 차량으로 교체할 예정이라면 기존 보험을 해약하고 새로 가입하는 것이 유리한지, 기존 보험을 승계하는 것이 유리한지 보험전문가에게 문의한 후 결정하는 것이 좋습니다."
37,"자동차보험에서 동일증권이란","본인 명의로 된 10인승 이하 승용차 또는 1톤 이하 화물차 또는 경승합 중에서 2대 이상의 차량으로 보험가입할 경우 보험사와 보험종료일을 일치시켜서 하나의 증권으로 가입하는 것을 동일증권 계약이라고 합니다.
  동일증권으로 가입하면 사고가 있는 차량에는 할증을 적용하고, 사고가 없는 차량에는 할인을 적용한 후 평균한 할인할증을 모든 차량에 적용하기 때문에 보험료 할증폭이 작아집니다. 하지만 동일증권 계약으로 하지 않은 경우 어느 한 대의 차량에 사고가 발생하면 사고가 없는 다른 차량의 보험료도 동일하게 할증됩니다. 따라서 여러 대의 차량을 소유한 경우 사고로 인한 보험료 할증이 사고가 없는 다른 차량에도 동일하게 적용되는 것을 방지하기 위해서는 동일증권으로 가입하는 것이 유리합니다."
38,"보험사에서 자동차보험 가입을 거절하는 경우는","의무보험(대인배상Ⅰ, 대물배상 1천만원)의 경우 보험회사가 어떠한 경우라도 보험인수를 거절하지 못하도록 법으로 규정되어 있으나, 종합보험은 보험회사가 인수 거절을 할 수 있습니다. 다만, 모든 보험회사에서 인수를 거절하는 경우 자동차보험을 영위하는 국내 15개 보험사가 피해자 보호를 위해 공동인수물건으로 보험을 인수하고 있습니다.
  공동인수물건은 일반물건에 비해 보험료가 비싸고 가입자가 계약조건에 대한 선택의 폭이 좁아서 불리한 점이 많습니다."
39,"자동차보험 만기가 다가오는데 재가입은 언제하나",""보험 만기가 되기 전 달의 10~15일경에 가입하십시오."
