_id,question,answer
14,"병원에서 괜찮다는 증상을 보험사에서 문제시 할 경우","보험계약은 보험사와 가입자간의 사적 계약이기 때문에 보험사에서 사전에 정한 계약인수기준에서 벗어나는 청약에 대해서는 계약의 인수를 일방적으로 거절할 수 있습니다. 따라서 보험사에서 특정 병력을 이유로 보험가입을 거절한다고 해서 어떤 조치를 취하기는 어렵습니다. 다만 보험사별로 계약인수기준이 조금씩은 다르기 때문에 계약을 거절당했다면 다른 보험사로 문의해보시는 것이 좋습니다."
15,"건강보험료를 절약하는 방법은","건강보험의 보험료는 보험사간에 큰 차이가 납니다. 아래에서 5가지 절약법을 참고하여 현명한 보험가입자가 되십시오.
보험료를 비교하여 저렴한 상품을 찾으십시오.
보험사별로 보험료의 원가에서 가장 크게 차이가 나는 부분이 사업비입니다. 예정사업비율이 낮은 상품을 찾으려면 부득이 여러 상품의 보장내용을 일치시킨 후 보험료를 비교해 보아야 합니다.
보험기간 만료시의 만기환급률이 높은 상품을 선택하십시오.
건강보험은 대개 보험료 환급형 상품인데, 가입할 때는 꼭 만기환급률을 확인하십시오. 일부 보험사는 만기환급률이 100%이지만, 일부 보험사는 50%에 불과한 경우도 있습니다.
주요 보장을 주계약에서 보장하는 상품을 선택하십시오.
건강보험의 만기환급금은 대부분 주계약에 대한 보험료에 대해서만 적용하고, 특약에 대한 보험료에 대해서는 적용하지 않습니다. 따라서주요 보장을 주계약에서 보장하는 상품이 만기환급률이 높습니다.
하루라도 빨리 가입하는 것이 유리합니다.
건강보험료는 앞으로 계속 올라갈 가능성이 높습니다.따라서 하루라도 빨리 건강보험을 가입해야만 더 비싼 보험료를 부담하지 않게 됩니다.
유명 보험사를 무조건적으로 선호하지 마십시오.
보험료를 절약하려면 보험사의 브랜드에 대한 충성심을 버려야 합니다.보험금은 약관에 따라 지급하고, 금융감독원, 소비자보호원, 예금자보호법 등의안전장치가 있으므로 유명 보험사라고 무조건 선호하지 말고, 유리한 상품을 선택하는것이 좋습니다."
17,"건강보험 해약 후 부활시키는 방법은","건강보험 가입 후 보험료 납입이 연체되어 보험계약이 실효된 경우에는 보험사에 보험계약의 부활을 요청해야 합니다. 건강보험의 경우 부활 청약도 신계약과 동일한 기준에 의해 심사하므로 부활전 고지사항을 작성하여 보험사에 청약 후 심사를 받고 승인을 얻어야 부활이 가능합니다. 보험사의 부활이 승인된 경우 가입자은 연체되었던 보험료를 모두 납입해야 합니다. 다만 구체적인 부활 절차는 보험사별로 다를 수 있으며, 실효된 건강보험의 부활은 해지일로부터 2년 이내에만 가능합니다."
18,"건강보험료는 수술비 및 입원비 내용에 따라 달라지나","건강보험료는 수술비 및 입원비의 내용에 따라 보험료가 달라집니다. 건강보험은 중대질병에 대해서 진단금을 일시금으로 지급하지만, 그 외의 질병이나 재해에 대해서도 수술비 및 입원비를 지급합니다. 그런데 질병이나 재해의 수술비 및 입원비는 상품별로 달라집니다. 예를 들자면 A상품은 심장 질환, 고혈압, 뇌혈관질환, 만성하기도, 간질환, 위 및 십이지장 질환, 당뇨, 갑상선 장애, 말기 신부전증, 폐렴, 결핵 등에는 340~400만원의 수술비를 지급하지만, 빈혈, 백내장, 중이염, 천식에는 20~100만원만 수술비로 지급합니다.  반면에 B상품은 심장 질환, 뇌혈관질환, 간질환에는 340~600만원, 만성하기도 및 당뇨에는 340~400만원, 고혈압, 위 및 십이지장 질환, 갑상선 장애, 말기신부전증, 폐렴 등에는 140~200만원의 수술비를 지급하고 빈혈, 백내장, 중이염, 천식 등에는 140~200만원의 수술비를 지급합니다. 이런 차이는 입원비에서도 상품별로 유사하게 나타나는데 결국 보험료에 모두 반영됩니다."
20,"천식환자 보험가입 가능한가","일반적으로 천식의 경우 보험가입이 불가능합니다. 그러나 보험사에 따라서는 치료 완료 후 2년 동안 그 외의 치료력이 없을 경우 소견서를 제출하여 가입 가능여부를 확인하실 수 있습니다."
21,"위 용종제거수술 환자가 건강보험 가입이 가능하나","가입이 불가능하거나, 가입에 제한이 있을 수 있습니다. 대부분의 보험사가 수술 후 일정기간이 지나야 가입이 가능하며, 소견서를 첨부하여 심사를 받아야 합니다. 가입이 가능하더라도 용종이 있었던 부위의 질병에 대해서는 일정기간 또는 전기간 동안 보장받지 못하는 제한이 있을 수 있습니다. 정확한 가입여부는 청약을 통해 수술내용에 대하여 보험사로 정확하게 고지해야 알 수 있습니다."
22,"건강보험에서 치질도 보상되나","그렇습니다. 건강보험에서는 치질 치료시 입원비 및 수술비를 보장합니다. 반면 민영의료보험에서는 입원비, 수술비 및 치료비를 보장하지 않고 입원특약이 가입되어 있을 때 입원일당을 보장합니다."
24,"류마티스 관절염 환자도 건강보험의 가입이 가능하나","류마티스 관절염은 대부분의 보험사에서 가입을 거절하고 있는 질병이라 건강보험에 가입하실 수 없습니다."
25,"건강보험을 여러 개 중복 가입해도 모두 보상 받을 수 있나","어떤 보험상품을 중복으로 가입했느냐에 따라 아래와 같이 보상 여부가 달라집니다.
건강보험 상품만을 중복으로 가입했을 경우에는 중복해서 보상받을 수 있습니다.
건강보험 상품과 민영의료보험 상품을 혼합하여 가입했을 경우에도 중복해서 보상받을 수 있습니다.
민영의료보험 상품(실비보상 상품)을 중복으로 가입했을 경우에는 중복해서 보상받지 못하는 경우가 생길 수 있습니다. 민영의료보험 상품은 실제 치료비를 지급하는 보장 항목에 대해서는 중복해서 보상하지 않습니다."
26,"정신과 치료를 보장하는 건강보험이 있나","정신장애로 인한 치료의 경우 건강보험 상품의 약관에서는 지급대상에서 제외하는 질병으로 분류하고 있습니다. 따라서 정신과 치료비는 보험가입을 통해 보장을 받으실 수 없습니다. 다만 어린이보험 중에는 학교생활 중 따돌림 등으로 인해 정신과 치료를 받은 경우에 한해 치료비(손해보험)나 입원일당(생명보험)을 보장하는 상품이 있습니다."
27,"건강보험에서 제왕절개도 보상 되나","제왕절개는 산모가 미용상의 이유 등 임의로 수술을 요청하는 경우에는 보상받을 수 없습니다. 그러나 임신 전에 건강보험을 가입했고, 출산시 산모와 아기의 안전을 위하여 의사가 제왕절개 수술을 시행할 필요가 있다고 진단하면 일반적으로 보장받을 수 있습니다. 다만 구체적인 내용은 보험상품별로 조금씩 다를 수 있으므로 보험약관을 필히 참고하십시오."
28,"건강보험료는 보험료 납입기간에 따라 달라지나","건강보험료는 보험료 납입기간에 따라 보험료가 달라집니다. 보장기간이 같다면 보험료 납입기간이 길수록 보험료가 저렴해 질 것은 당연합니다. 건강보험의 보험료 납입기간은 보험사마다 다르지만 아래와 같은 4가지 방식이 있습니다.
10년, 15년, 20년 등 햇수를 정해서 그 기간 동안 냄.
55세, 60세 등 나이를 정해서 그 나이가 될 때까지 계속 냄.
보장기간이 끝날 때까지 계속 냄. (전기납이라고 함)
보험가입시 한번에 모두 냄. (일시납이라고 함)
위 4가지 중에서 어느 것을 선택하든지 햇수로 계산한 보험료의 납입기간이 길수록 보험료는 저렴합니다. 하지만 보험료 납입기간이 짧은 것에 비해서 긴 것은 그만큼 이자가 더 포함되어 있다는 점도 잊어서는 안 됩니다."
29,"뇌경색을 보장하는 건강보험이 있나","뇌경색에 대한 치료비(수술 및 입원비)는 대부분의 건강보험에서 보장을 받을 수 있습니다. 다만 뇌경색에 대한 고액의 진단금은 대부분의 건강보험 상품에서는 보장하지 않고 있으며, 민영의료보험 상품에서만 뇌경색에 대한 진단금을 뇌졸중 진단금으로 보장하고 있습니다."
30,"보험료 연체 기간이 어느 정도일 때 건강보험 계약 실효되나","건강보험계약은 계속보험료를 연체한 달의 익월 말일까지 연체보험료를 납입하지 않으면 실효가 됩니다. 가령 보험료 납입일이 매달 10일이고, 1월 10일 보험료를 납입하지 못하여 연체하였다면 2뭘말까지 연체보험료를 납입해야 하며 연체보험료를 납입하지 못했을 경우 3월1일자로 보험계약은 효력을 상실합니다."
31,"환급형 건강보험 만기전 피보험자 사망시 환급금 받나","건강보험의 피보험자가 보험만기 이전에 사망하는 경우에는 보험계약은 종료되며, 해당 시점에서의 책임준비금을 계약자(계약자와 피보험자가 동일한 경우에는 상속인)에게 지급합니다."
32,"부부가 함께 건강보험 가입시 보험료가 할인되나","생명보험사의 건강보험 상품 중 부부가 함께 가입할 수 있는 상품은 없습니다. 있다하더라도 부부가 함께 하나의 증권으로 가입한다고 해서 보험료가 할인되는 것은 아니라는 사실을 기억하십시오. 다만 부부형으로 가입하면서 기본계약을 중복하여 가입하지 않아도 될 경우에는 불필요한 보장에 가입하지 않음으로써 보험료를 소액이나마 절약할 수 있는 부분이 있기는 합니다."
33,"MRI,CT 등 고가 검사비를 보장받는 건강보험이 있나","통원치료비와 MRI, CT 등의 검사비용을 보장받기 위해서는 손해보험사의 의료실비보장 상품(민영의료보험)으로 가입하셔야 합니다."
34,"건강보험에서 치과치료도 보상 되나","치과질환은 선천성 이상, 미용을 목적으로 하는 질환 등과 함께 건강보험에서 보장하지 않는 범주에 속합니다."
37,"주계약과 특약은 어떻게 보험료가 결정되나","주계약의 보험료 결정
(생명보험사의) 건강보험은 주계약과 특약으로 구성되어 있으며, 주계약에는 질병 및 재해에 대한 치료비 보장(진단금, 수술비, 입원비 보장)이 포함되어 있습니다.
건강보험은 주계약만 가입해도 될 만큼 주계약에 충분한 보장을 포함한 상품이 대부분이며, 주계약에 포함되지 않은 보장 중 필요한 보장에 한해 특약으로 부가할 수 있도록 되어 있습니다.
또한 주계약의 경우 가입금액 또는 가입구좌수에 따라 전체 보장금액과 보험료가 달라집니다. 가령 가입금액이 1,000만원일 때 암진단금이 2,000만원이고, 수술비가 300만원이라면 가입금액을 2배로 하면 암진단금과 수술비도 각각 2배인 4,000만원과 600만원이 됩니다. 물론 보험료도 해당 보장금액의 증가분만큼 비싸집니다.
특약의 보험료 결정
건강보험 상품의 특약은 여러 가지 보장이 세트로 구성된 주계약과 달리 별도의 독립된 보장항목으로 선택하여 가입할 수 있으며, 주계약과 마찬가지로 가입금액이나 구좌수에 따라 보장금액과 보험료가 달라집니다.
건강보험의 경우 주계약의 가입금액 또는 구좌수와 부가한 특약의 가입금액 또는 구좌수에 따라 납입보험료가 결정되며, 만기환급형인지 순수보장형인지에 따라 보험료가 달라질 수 있습니다.
따라서 연령과 성별, 가입유형(만기환급 또는 순수보장)이 동일하고 주계약과 특약의 가입금액이 동일하다면 보험료 또한 동일합니다."
38,"위궤양 후 위염으로 호전시 건강보험 가입이 가능하나","최근에 위궤양으로 치료를 받은 적이 있고, 현재도 위염으로 치료 중이라면 건강보험 가입은 어렵습니다. 위궤양의 경우 완치 후에도 일정기간(최소 6개월 이상임)이 경과해야만 가입이 가능하며, 심사 후 가입이 가능하더라도 위에 발생한 질병에 대해서는 보장하지 않는 조건이 추가될 수 있습니다."
39,"건강보험에서 입원 일수에 제한있나","건강보험은 입원일수가 120일 한도이며, 상품 종류와 질병명에 따라 다를 수 있으나, 대개 퇴원 후 180일이 지나야만 새로운 입원으로 간주됩니다. 이는 일반적인 경우이며, 일부 상품은 달라질 수 있습니다."
40,"건강보험 가입시 실제와 다르게 알리면 보상이 안되나","가입시 보험사에 알린 내용이 실제와 다르면 고지의무 위반으로 인하여 보상받을 수 없습니다. 건강보험에 가입할 때 보험사가 질문하는 내용이 있습니다. 운전 여부, 3개월 이내 및 5년 이내의 병력, 위험한 취미, 신체장애 여부 등이 모든 보험사에 공통되는 질문인데, 이를 사실과 다르게 대답하면 보험금 지급이 거절될 수 있습니다. 특히 병력이 있을 경우에는 빼지 말고 대답해야 됩니다. 병력이 있는 경우에 보험사에서 가입을 거절하는 경우가 많습니다. 그렇더라도 이를 숨기고 가입하면 보험료를 계속 납입하였음에도 불구하고, 보상을 전혀 받을 수 없게 되어 큰 손해를 보게 됩니다."
43,"건강보험과 정기보험의 차이는","건강보험은 질병이나 재해(상해)로 인한 치료비를 보장하는 상품입니다. 정기보험은 종신보험처럼 피보험자의 사망을 보장하는 상품이며, 종신보험이 종신토록 사망을 보장하는데 반해, 정기보험은 정해진 기간(일반적으로 피보험자의 가족부양책임이 있는 기간)동안만 피보험자의 사망을 보장하는 상품입니다. 정기보험도 특약을 통해 건강보험처럼 질병과 재해에 대한 치료비 보장을 추가할 수 있습니다."
44,"건강보험 상품 중 간병인을 지원받는 특약이 있나","간병인이 지원되는 특약은 없습니다. 대신 보험사로부터 간병비를 보장하는 보험금을 수령하여 간병인 사용비용을 충당하셔야 합니다. 간병비는 질병이나 재해로 장기간 입원했을 때 약관에서 정한 입원기간이 경과할 때마다 정액의 간병비를 지급하는 일당입원비와 유사한 형태의 간병비보장과 치매나 개호상태(다른 사람의 도움이 없이는 식사와 배변, 이동이 불가능한 상태)가 되었을 때 고액의 보험금을 진단금이나 연금형식으로 지급하는 간병비보장이 있습니다. 일당입원비 형식의 간병비는 주로 민영의료보험상품에서 가입이 가능합니다. 고액의 진단금을 보장하는 간병비 보장의 경우 생명보험 상품은 일부 건강보험과 실버보험에서만 간병비보장특약으로 보장을 받을 수 있으며, 40세 이상인 경우에만 가입이 가능합니다. 이에 반해 민영의료보험 상품은 연령에 관계없이 간병비보장특약을 가입할 수 있으며, 통합보험 등을 통해 보장을 받을 수 있습니다."
45,"보험료를 계속 못내면 어떻게 되나","보험료를 응당히 내야 하는 날이 속한 달의 다음 달 말일까지 보험료를 미납하면 보험계약은 실효가 됩니다. 예를 들어 2월 15일날 보험료를 내야 하는데 3월31일까지 내지 못하면 실효가 됩니다. 실효 상태에서 발생한 질병에 대해서는 보험금을 받을 수 없습니다. 그러나 실효되기 전에 발생한 질병에 대해서는 보험금을 받을 수 있습니다."
46,"뇌출혈 병력환자 가입가능한가","뇌출혈은 고혈압, 고지혈증, 심장질환, 당뇨병 등의 원인이며, 중대한 질환으로 재발 가능성이 높고, 신경학적 후유증을 남기는 경우가 많아서 가입이 어렵습니다."
47,"몇 세까지 건강보험 가입 가능한가","건강보험 가입이 가능한 최고 연령은 만 60세까지 입니다. 실버보험의 일부 상품은 70세까지 가능한 상품이 있으므로 보험전문가에게 상의하십시오."
49,"치매만 보장하는 보험상품 있나","일반적으로 치매 보장은 건강보험의 선택특약으로 가능하며, 치매만 보장하는 상품은 없습니다. 또한 건강보험 상품은 치매보장 특약의 가입에 연령 제한이 있기 때문에 일반적으로 40세 이전에는 치매보장특약을 가입할 수 없습니다. 하지만 민영의료보험 상품은 치매보장(치매 진단 또는 간병비 담보)가입에 연령 제한이 없기 때문에 가입할 수 있습니다."
50,"청약철회 및 품질보증 제도란","청약철회 제도란 보험가입자가 청약일로부터 15일 이내에 청약을 마음대로 철회할 수 있는 것을 말합니다. 보험사의 가까운 지점에 직접 방문하거나 우편으로 신청합니다. 신청시에는 청약서부본을 반납해야 합니다. 우편의 경우 서류도착일 기준이 아니고 소인날짜를 기준으로 청약철회 신청일을 계산합니다.
품질보증 제도란 보험상품에 대해 설명을 받지 못했거나 약관 및 청약서부본을 전달받지 못한 경우에 계약일 기준 3개월 이내에 청약을 철회할 수 있는 것을 말합니다."
52,"관절염 수술후 건강보험에 가입가능한가","관절염은 어떤 원인(세균 또는 외상 등)에 의해 관절 내에 염증이 생긴 것을 총괄하여 지칭하는 것으로, 류마티스관절염과 퇴행성관절염이 가장 대표적입니다.
류마티스관절염은 신경계 질환, 심장질환, 만성 폐질환 유발 및 고도후유장애 위험이 크며, 거의 대부분의 보험사가 가입을 거절하고 있습니다.
퇴행성관절염은 과거와 현재의 치료내용, 입원여부, 관절치환술 여부, 장애여부, 키/체중, 외상 경험 확인 후 해당 부위 부담보 조건으로 심사 가능합니다. 단, 수술하신 경험이 있다면, 5년 초과한 후 합병증이 전혀 없는 양호한 상태에 한해 선별적으로 최소 한도로 가입을 고려할 수 있습니다."
53,"건강보험에서 한의원 치료비도 일반치료비처럼 지급되는가","보험계약에 있어서 입원, 수술, 진단, 통원치료의 정의는 의사, 치과의사 또는 한의사의 자격을 가진 자에 의하여 의료법 제3조(의료기간) 제2항에서 정한 국내의 병원이나 의원 또는 이와 동등하다고 인정되는 국외의 의료기간에서 시행되는 의료행위를 기본으로 하고 있습니다. 위의 사항들에 적합한 자격을 가진 의사와 의료기관에 해당되는 한방병원의 경우 치료비는 동일하게 보장됩니다."
54,"건강보험에서 특약의 변경 및 삭제 가능한가","건강보험에서 특약의 가입내용을 변경하거나 삭제하는 것도 가능?爛求? 다만 특약내용을 변경할 때 특약의 보장을 축소하는 것은 일부해지로 보기 때문에  별다른 제약이 없지만(단 기본계약이나 주계약에 연계된 보장의 경우 해지가 제한될 수 있습니다), 특약의 보장을 확장(보장의 추가 또는 보장금액의 증액)하는 것은 보험사의 승인이 이루어져야 가능합니다. 보장내용에 따라 달라지겠지만, 질병 보장에 대한 특약 추가나 보장금액 증액은 가입 후 보험계약 변경신청 시점까지 피보험자의 위험 변경 여부에 대한 고지를 바탕으로 심사가 이루어지며, 고지 내용에 따라서는 보험계약 변경이 거절될 수도 있습니다.
  보험계약 변경이 보장 축소인 경우에는 감소된 보장보험료만큼 납입보험료가 줄어들거나 적립보험료로 적립되어 만기환급금이 증가하며, 보장이 확대될 경우에는 납입보험료가 늘어나거나 적립보험료가 감소하여 만기환급금이 감소하게 됩니다."
55,"외국에 거주하는 경우에도 건강보험 가입이 가능하나","건강보험은 현재 국내에 거주하면서 주된 거주지가 국내인 경우에만 가입이 가능하며, 현재 외국에서 거주 중이거나 이민이 예정된 경우에는 가입하실 수 없습니다."
56,"갑상선질환 환자 건강보험 가입가능한가","갑상선 질환으로 현재 치료중(약물치료, 검사결과 이상 등)이라면 건강보험의 가입이 불가능합니다. 다만 완치된 후 1~2년 경과 후에는 서류(소견서, 갑상선기능결과지 등) 첨부 후 심사가 가능하며, 치료상태(재발회수, 치료기간, 합병증 유무, 후유증 여부 등)에 따라 갑상선 부담보조건으로 가입되거나, 가입이 거절될 수 있습니다."
58,"건강보험의 보험금 청구시 준비할 서류는","건강보험의 보험금 청구시 구비서류는 보험금 청구 사안에 따라 달라지므로 구체적인 것은 인슈넷FC 또는 보험사로 문의하시기 바랍니다. 통상 공통적으로 포함되는 서류는 보험사 양식의 보험금청구서, 보험금수익자의 신분증 사본과 통장 사본이며, 나머지 서류는 보험사고의 종류, 치료방법 등에 따라 달라집니다."
59,"건강보험 가입 전에 꼭 건강진단을 받아야 하나","꼭 그런 것은 아닙니다. 다만 연령, 병력, 보험가입금액 등에 따라 건강진단을 받아야 하는 경우도 있으므로 가입하기 전에 전문가와 상담하십시오."
60,"직장 변경 시에 건강보험의 보험료 할인이 되나","근무하는 직장의 변경으로 직무가 달라지는 경우 건강보험 상품은 영향이 없습니다. 다만 민영의료보험의 경우 직장 변경으로 인하여 상해위험이 달라질 경우 그에 따른 보험료도 달라지게 되므로, 이를 보험사에 반드시 고지하셔야 합니다. 만일 직장변경으로 상해위험이 증가되었음에도 불구하고 고지를 하지 않았다면 통지의무 위반에 해당되어 보험사고가 발생해도 보장을 받지 못하거나 보험계약이 해지될 수도 있습니다."
62,"건강보험과 민영의료보험의 차이점은","건강보험과 민영의료보험의 가장 큰 차이점은 보상방식입니다. 건강보험은 보험금지급사유(질병의 진단,수술,입원)가 발생하면 정해진 보험금을 지급하는 정액보장 방식이며, 민영의료보험은 보험금지급사유(질병이나 상해로 인한 치료)가 발생하면 해당 사유로 인해 발생한 손해를 가입금액을 한도로 지급하는 실손보상 방식입니다. 다만 민영의료보험도 정액보험금을 지급하는 보장(진단금,수술비,일당입원비 보장)을 포함하고 있습니다."
